Training steps	Validation return	Validation steps	Validation return std	Validation steps std	Q-value evaluation	Q-network loss	Value-network loss	Policy-network loss	Alpha loss	Log Pi
11000	-0.6577009527436639	60.0	0.19519327650367121	0.0	-0.9999998852429173	3.7687965112459016	3.063713455050584	0.7493625979131411	-2.6830379857049076	-0.6821983406955489
12000	-0.7220671549705919	60.0	0.3065223801228968	0.0	-0.999924946470877	0.7276634203536849	0.0089770705876169	0.9087428533112567	-5.353053860073608	-0.6754973783475
13000	-0.5572589404964081	60.0	0.24947539482773007	0.0	-0.9999839677009161	0.7709637926183731	0.0011613737081430844	0.9665166205408136	-8.024878988622298	-0.6739591790580318
14000	-0.5420003514391402	60.0	0.21655326723830695	0.0	-0.9999930931652777	0.8044992505832577	0.0001571851587945855	0.9876401346728836	-10.710111248937704	-0.6765182879053675
15000	-0.555209542239524	60.0	0.1138714748084808	0.0	-0.9999964598243243	0.8346939984875164	2.0797506163181455e-05	0.9954840154720198	-13.365141754015648	-0.6720844611047259
16000	-0.8862479152568763	60.0	0.32105685029758907	0.0	-0.9999980359401184	0.8194466034800827	2.806765885536137e-06	0.9983381267655542	-16.038746987701586	-0.6723215003934995
17000	-0.6342689904972147	60.0	0.2021455935031089	0.0	-0.999998868606266	0.7921531945997058	3.765280378379735e-07	0.99939007253558	-18.70131786219042	-0.6708568837387215
18000	-0.5250157093992803	60.0	0.23588711944570165	0.0	-0.9999993314306622	0.7948344794509747	5.139920300517987e-08	0.9997745629343252	-21.397976771836	-0.6740566354790044
19000	-0.4612485986047563	60.0	0.31329180299781845	0.0	-0.9999995997978378	0.7759677822028954	7.184829044093028e-09	0.9999159010616587	-24.155663041651863	-0.6833967177173705
20000	-0.6554265375317266	60.0	0.31134000876657725	0.0	-0.9999997585895601	0.8825936302393508	9.782433970920635e-10	0.9999692529680008	-26.79716549311263	-0.6791902038847032
21000	-0.6028315699749971	60.0	0.2755671349907007	0.0	-0.999999854408979	0.7642864840705738	1.2323401935994544e-10	0.9999889483516987	-29.303624324894244	-0.663507702638303
22000	-0.5122301218361776	60.0	0.3044642759921414	0.0	-0.9999999122345099	0.880139021309481	1.656891193175558e-11	0.9999959368027651	-31.960992803382773	-0.6630033757859162
23000	-0.8472140977171583	60.0	0.13380092467677737	0.0	-0.9999999469810457	0.9824280916275425	2.3670119637851385e-12	0.9999984752049822	-34.796853685507315	-0.6762744526307853
24000	-0.618026025189074	60.0	0.2833248542906709	0.0	-0.9999999678926939	0.8362876358348315	3.317941976180403e-13	0.9999994319169716	-37.590836621372176	-0.6846790040837321
25000	-0.4293151328451647	60.0	0.3308179043557569	0.0	-0.9999999805735739	0.7481916452919224	4.1420881084254044e-14	0.9999997959947198	-40.025143841925846	-0.6679868777424405
26000	-0.4203910473186919	60.0	0.06838546789909121	0.0	-0.9999999882446226	0.8052558985506668	5.848684739919762e-15	0.9999999232412915	-42.92539775198074	-0.6825188574562611
27000	-0.6246881974337594	60.0	0.19834436492007115	0.0	-0.9999999928787858	0.8071766142011265	7.158501406885872e-16	0.9999999721824034	-45.41344883292773	-0.6711093220675783
28000	-0.6656243530130649	60.0	0.24596183308737754	0.0	-0.9999999956937247	0.8260038342541582	8.668262676155685e-17	0.9999999897361145	-48.08462395360829	-0.671122316701517
29000	-0.766768876631392	60.0	0.2551562632241803	0.0	-0.9999999973920342	0.7282170325128451	9.071701597464457e-18	0.9999999960739269	-51.20291797245848	-0.6946307345379433
30000	-0.5352633316106544	60.0	0.2741924398783544	0.0	-0.9999999984193411	0.9552589081923868	1.236816246965289e-19	0.9999999985660433	-53.66940461006536	-0.6832204800618558
31000	-0.5503627551179229	60.0	0.1822404796968578	0.0	-0.9999999990404487	0.5301237012363954	3.768890269549924e-19	0.99999999947433	-56.049519846849165	-0.6687995680551198
32000	-0.5534997607224718	60.0	0.2867617103518614	0.0	-0.9999999994183947	0.7553943500596736	8.698916566443463e-19	0.9999999997931996	-59.281879669064836	-0.6944236906329998
33000	-0.49858310093655867	60.0	0.2471135480408789	0.0	-0.9999999996469793	0.7918301533314146	1.1253980742406246e-18	0.9999999999223128	-61.329482939701165	-0.6663086595473511
34000	-0.4146693947520097	48.2	0.7439402298976342	23.599999999999998	-0.9999999997854625	0.7355776644270348	1.2215682451119357e-18	0.9999999999667095	-64.90449549775592	-0.7041835560772807
35000	-0.4963124742058865	60.0	0.07846361754095822	0.0	-0.9999999998691186	0.8321883693517861	1.2631342951367456e-18	0.9999999999853681	-67.45608610431339	-0.6980703273249034
36000	-0.6312734493864263	60.0	0.2505081778536891	0.0	-0.9999999999199043	0.7335339531633054	1.279668053526126e-18	0.999999999992703	-70.18762073312998	-0.6993575344527544
37000	-0.6245584832438893	60.0	0.2934408268014425	0.0	-0.9999999999507013	0.7603038481117237	1.286763674647104e-18	0.9999999999958347	-72.4031502802492	-0.6814399897073737
38000	-0.511827563584372	60.0	0.22896651446285002	0.0	-0.999999999969436	0.9333820118463481	1.2899581904917122e-18	0.9999999999972418	-74.80880204465049	-0.6716009792342807
39000	-0.4576021306170358	60.0	0.3054620395366127	0.0	-0.9999999999808552	0.8274637034738722	1.2915858000272856e-18	0.9999999999979579	-77.6265289151156	-0.6766321511248821
40000	-0.5575264871403096	60.0	0.3311263377663472	0.0	-0.9999999999877824	0.9033353952765764	1.2925331462663548e-18	0.9999999999983745	-80.47011410191678	-0.6822041233730005
41000	-0.5877027445442294	60.0	0.2609137851515666	0.0	-0.9999999999920212	0.8043571420128022	1.293148824116557e-18	0.9999999999986455	-82.95989566586451	-0.675995430883527
42000	-0.3313143988155568	60.0	0.21921398639824627	0.0	-0.9999999999946234	0.8325054905455448	1.2935817529691202e-18	0.9999999999988358	-85.59604478951756	-0.6747609736717728
43000	-0.4235918162754267	60.0	0.32300955270660675	0.0	-0.999999999996232	0.9028868906121712	1.2939047118731265e-18	0.9999999999989777	-88.43206337621662	-0.6796705946759607
44000	-0.2304817728456566	48.2	0.6784279521437763	23.599999999999998	-0.9999999999972478	0.8245862451308887	1.2941572800525235e-18	0.999999999999089	-91.1561515452227	-0.6810109413110028
45000	-0.49954781869490106	60.0	0.24233950860445486	0.0	-0.9999999999979	0.8896444247818218	1.294359583253149e-18	0.999999999999178	-93.7843922873354	-0.6795239847238619
46000	-0.4228355338290314	60.0	0.09386199396641408	0.0	-0.9999999999983337	0.8810192950721778	1.2945265250501722e-18	0.9999999999992516	-96.58781983529997	-0.6829870350379832
47000	-0.44447756324579724	60.0	0.20208934303540566	0.0	-0.9999999999986309	0.7938099731011825	1.2946660708759162e-18	0.9999999999993132	-98.79917914791437	-0.6702585466102016
48000	-0.7164560421125067	60.0	0.24870521271576065	0.0	-0.9999999999988423	0.8755944604500234	1.2947845387493799e-18	0.9999999999993654	-101.36804065111174	-0.6676167048337434
49000	-0.31613504464516534	60.0	0.14491973450565027	0.0	-0.9999999999989986	0.9328373144481324	1.2948863791060993e-18	0.9999999999994106	-104.05274193190465	-0.6680649547507697
50000	-0.6023693107907777	60.0	0.29231412304733073	0.0	-0.9999999999991179	0.8168457595576366	1.2949748787699089e-18	0.9999999999994498	-107.19706251605999	-0.679987391777923
