Averaged Steps Traning	Averaged Return Training	Averaged Steps Validation	Averaged Return Validation	Cumulative Successes	Number of episodes	Sampling time (s)	Epsilon threshold	Gradient update	Updates target network	Average q-value evaluation
30.0	-22.01	81.0	-49.24	193	1600	0.000482587069272995	0.5383763655517042	36558	6179	-2.7534849643707275
30.0	-25.91	81.0	-40.89	197	1620	0.0005153023166421019	0.535048482318307	37085	6179	-2.761091470718384
30.0	-22.62	51.0	-19.48	200	1640	0.0005399500451436856	0.5316529574752933	37627	6180	-3.3353939056396484
30.0	-9.2	62.0	-30.89	202	1660	0.0004978409732680723	0.5283529501658423	38157	6180	-3.345076084136963
30.0	-17.38	81.0	-48.87	203	1680	0.00048782995768955776	0.5248262033913869	38729	6180	-3.335200548171997
30.0	-21.87	100.0	-53.95	206	1700	0.000500498659470502	0.5216378147912428	39248	6180	-3.3113770484924316
8.0	-0.19	100.0	-65.6	208	1720	0.00014500271442324615	0.5184064254432299	39778	6180	-3.3389382362365723
30.0	-22.31	80.0	-40.12	211	1740	0.0005034631696240656	0.5152262514369617	40303	6180	-3.3417985439300537
30.0	-27.02	95.0	-48.95	212	1760	0.0004823614250529896	0.511882878630209	40860	6180	-3.3187568187713623
30.0	-24.81	100.0	-65.31	215	1780	0.00047154868586679523	0.5088043422088802	41375	6180	-3.292786121368408
15.0	-0.21	100.0	-40.68	217	1800	0.0002229419019487169	0.5055583682226327	41923	6180	-3.3403172492980957
30.0	-25.0	100.0	-61.41	220	1820	0.0004503778048924037	0.5025502693629007	42433	6180	-3.3531291484832764
30.0	-23.18	70.0	-36.34	224	1840	0.00044996971669404405	0.4996013716889268	42936	6180	-3.3221681118011475
30.0	-26.27	100.0	-52.04	228	1860	0.00046069442584950436	0.4967386953330058	43427	6180	-3.287121534347534
30.0	-19.8	100.0	-57.21	229	1880	0.0004468962233117286	0.493450573674741	43998	6180	-3.312364339828491
30.0	-22.01	63.0	-38.92	230	1900	0.0004426330014279014	0.49026919624656284	44554	6180	-3.329364061355591
30.0	-25.69	100.0	-39.31	233	1920	0.000444716215133667	0.48731831934664327	45072	6181	-3.9138343334198
30.0	-12.81	85.0	-35.98	234	1940	0.00045305576521096773	0.48416465410258025	45631	6181	-3.919612169265747
1.0	0.0	100.0	-72.65	237	1960	7.721234341056979e-06	0.48134095208080635	46133	6181	-3.9157612323760986
30.0	-19.99	100.0	-49.49	239	1980	0.00041028851210468946	0.4782518039127661	46688	6181	-3.9138190746307373
30.0	-25.44	100.0	-58.43	240	2000	0.0004161183834075928	0.47514757735448865	47250	6181	-3.911121129989624
30.0	-10.16	82.0	-48.49	244	2020	0.0004242588978002567	0.4723033309231636	47767	6181	-3.8906192779541016
30.0	-10.5	80.0	-43.65	250	2040	0.0004011515308828915	0.4697403683283442	48234	6181	-3.857253313064575
30.0	-21.3	82.0	-36.5	252	2060	0.00041786050333560094	0.46673430042864905	48789	6181	-3.849961042404175
30.0	-26.14	96.0	-43.03	253	2080	0.0004107401921198918	0.46375493308504884	49343	6181	-3.8532512187957764
30.0	-14.19	100.0	-60.36	255	2100	0.00040320158004760744	0.4608328124938001	49890	6181	-3.8698956966400146
30.0	-26.01	88.0	-53.13	259	2120	0.0003796973318423865	0.4581098382149137	50402	6181	-3.8623337745666504
30.0	-24.08	83.0	-40.3	261	2140	0.00040468768538715684	0.45528837448078013	50937	6181	-3.805307388305664
30.0	-22.28	80.0	-55.94	263	2160	0.00044030260156702113	0.45246629309331415	51476	6181	-3.8725318908691406
2.0	-0.08	100.0	-44.34	269	2180	1.78568953767829e-05	0.4501087357271972	51926	6181	-3.8217899799346924
30.0	-24.5	61.0	-30.45	273	2200	0.00039712960069829766	0.44746180820236664	52437	6181	-3.830580234527588
30.0	-9.96	61.0	-29.85	275	2220	0.00037483546110960814	0.444684357092093	52978	6182	-4.394077301025391
30.0	-26.0	100.0	-40.24	277	2240	0.0003936510000910078	0.44184793730134275	53535	6182	-4.386529445648193
30.0	-11.34	100.0	-66.37	282	2260	0.0003693200845633988	0.4391875454772203	54060	6182	-4.383823394775391
30.0	-9.25	100.0	-37.78	284	2280	0.00035160623098674576	0.4364485917522871	54605	6182	-4.386716365814209
30.0	-9.89	100.0	-44.67	289	2300	0.00039979841398156207	0.43408402720041805	55076	6182	-4.3487372398376465
30.0	-23.99	100.0	-40.33	290	2320	0.0003467184716257556	0.43135238759181777	55627	6182	-4.414586067199707
30.0	-22.14	80.0	-40.01	295	2340	0.0003545578728374253	0.4290426946329442	56093	6182	-4.419808864593506
1.0	0.0	83.0	-31.47	299	2360	5.84024493977175e-06	0.42659632186417107	56591	6182	-4.369603633880615
30.0	-19.81	61.0	-26.17	301	2380	0.00035480641517318597	0.4239693527298738	57131	6182	-4.465742588043213
1.0	0.0	100.0	-51.46	304	2400	1.5543103218078612e-05	0.4214442737287964	57653	6182	-4.329344272613525
30.0	-18.07	100.0	-41.79	308	2420	0.00036112611944025215	0.4189085751365346	58181	6182	-4.411276817321777
30.0	-22.11	44.0	-15.44	309	2440	0.0003157909776343674	0.4161566874163515	58760	6182	-4.352635860443115
8.0	-0.28	80.0	-43.58	313	2460	8.806280973480969e-05	0.4138889903233781	59237	6182	-4.421201229095459
30.0	-20.02	68.0	-22.31	315	2480	0.0003178907017554006	0.41136872989020107	59773	6182	-4.352477550506592
30.0	-12.8	65.0	-31.5	318	2500	0.0003358665466308594	0.4089960370194676	60280	6183	-4.920090198516846
30.0	-10.59	100.0	-49.8	320	2520	0.00035231766246614004	0.406380453381612	60845	6183	-4.897239685058594
30.0	-8.7	100.0	-70.46	320	2540	0.0003258567156754141	0.403717598170414	61425	6183	-4.834208965301514
30.0	-12.03	91.0	-47.48	322	2560	0.0003209225833415985	0.40127656563333913	61959	6183	-4.82072114944458
30.0	-20.07	100.0	-35.92	323	2580	0.0003359692041264024	0.3987041480910936	62527	6183	-4.788238525390625
30.0	-17.62	100.0	-49.83	327	2600	0.00032047207538898176	0.3962198055406679	63079	6183	-4.7736406326293945
30.0	-7.49	100.0	-53.39	330	2620	0.0003038105163865417	0.3938004319972152	63620	6183	-4.797021865844727
30.0	-8.31	80.0	-42.01	337	2640	0.00032232620499350807	0.39175234915666746	64078	6183	-4.819676876068115
30.0	-16.05	42.0	-21.3	339	2660	0.00029111114659703766	0.3894448026314641	64600	6183	-4.840109825134277
6.0	-0.08	100.0	-50.28	343	2680	4.683252590805737e-05	0.38716969495774445	65118	6183	-4.75007963180542
30.0	-22.06	83.0	-34.95	347	2700	0.0003068203396267361	0.38496845040159483	65622	6183	-4.802060127258301
30.0	-25.11	100.0	-40.46	351	2720	0.00029605118667378144	0.3828065364350056	66120	6183	-4.770637035369873
30.0	-14.89	63.0	-26.62	353	2740	0.00030407870772981296	0.38055112906314165	66644	6183	-4.731693744659424
30.0	-20.65	100.0	-42.46	355	2760	0.00029668211936950684	0.3782986950024821	67171	6183	-4.818948745727539
30.0	-22.51	100.0	-49.42	359	2780	0.0003089535150596564	0.3761023696759216	67688	6184	-5.327203273773193
30.0	-17.13	100.0	-38.54	364	2800	0.00027622222900390624	0.374034129913702	68177	6184	-5.303328514099121
5.0	-0.11	49.0	-33.38	367	2820	4.0584591263574915e-05	0.37181403558929066	68707	6184	-5.344645977020264
30.0	-13.24	83.0	-41.48	368	2840	0.0002642515679480324	0.3695092898105869	69262	6184	-5.340928077697754
3.0	-0.14	100.0	-45.43	371	2860	2.7937488956051273e-05	0.3674074721257895	69770	6184	-5.359623432159424
30.0	-27.43	100.0	-58.88	374	2880	0.00029033182395829093	0.3652524824898241	70295	6184	-5.382950305938721
6.0	-0.1	80.0	-39.99	379	2900	4.9945403789651804e-05	0.363307880072261	70770	6184	-5.329671382904053
18.0	-0.42	80.0	-44.23	382	2920	0.00017041221056898978	0.36114571812913404	71304	6184	-5.36613655090332
30.0	-4.71	100.0	-48.42	385	2940	0.0002815546632623997	0.35904869376556514	71825	6184	-5.278171062469482
30.0	-16.4	81.0	-30.65	387	2960	0.0002926356889106132	0.3568545477499245	72375	6184	-5.296933174133301
30.0	-25.28	100.0	-34.07	388	2980	0.00025845526048801087	0.35457316867031374	72952	6184	-5.386403560638428
30.0	-23.58	100.0	-45.07	391	3000	0.0002698345979054769	0.35258473364928145	73456	6184	-5.356553554534912
30.0	-10.91	81.0	-30.77	396	3020	0.00027365637141347723	0.3506468588248441	73950	6184	-5.311976909637451
30.0	-13.94	83.0	-31.24	400	3040	0.000275749124978718	0.348728863061562	74442	6184	-5.356267929077148
9.0	-0.09	100.0	-57.37	404	3060	8.825998680264342e-05	0.34681939300867454	74935	6184	-5.3013434410095215
30.0	-19.44	100.0	-58.23	406	3080	0.0002602581853990431	0.34473785951724795	75478	6185	-5.91791296005249
30.0	-15.49	80.0	-52.74	407	3100	0.00027928044719080774	0.3425465646786918	76055	6185	-5.901908874511719
30.0	-9.54	100.0	-47.34	412	3120	0.0002530466287564009	0.34059305426298864	76571	6185	-5.885722637176514
30.0	-24.89	47.0	-26.11	414	3140	0.0002476553248751695	0.3386309404859582	77093	6185	-5.87175989151001
30.0	-14.33	100.0	-53.68	416	3160	0.00027274678025064587	0.3365889185645156	77641	6185	-5.833199977874756
30.0	-27.83	100.0	-42.99	418	3180	0.00023289034201663995	0.3345933586031151	78180	6185	-5.854219913482666
30.0	-7.54	100.0	-43.56	423	3200	0.00025096468627452853	0.3327707078097731	78674	6185	-5.889105319976807
30.0	-12.56	100.0	-54.99	427	3220	0.0002684685754479829	0.33091056635733024	79182	6185	-5.82005500793457
30.0	-20.05	100.0	-40.23	431	3240	0.000269680185082518	0.3290766148954811	79686	6185	-5.8967390060424805
30.0	-7.68	100.0	-44.99	434	3260	0.000268751492529559	0.32723730868762557	80195	6185	-5.871631145477295
30.0	-24.31	84.0	-42.07	436	3280	0.0002622839881152641	0.3252793360241021	80742	6185	-5.834498882293701
30.0	-23.24	100.0	-45.35	439	3300	0.00024182608633330373	0.3234377113487926	81259	6185	-5.837622165679932
30.0	-19.72	100.0	-42.84	441	3320	0.00025104664894471686	0.32156087986965215	81790	6185	-5.844340801239014
22.0	-0.5	73.0	-38.38	448	3340	0.0001899408723065953	0.31976773539011866	82300	6185	-5.8270463943481445
30.0	-17.66	100.0	-61.7	450	3360	0.00026108487730934504	0.31783907921674487	82854	6186	-6.372128963470459
30.0	-5.63	84.0	-57.66	454	3380	0.0002260559409327761	0.31613370942130764	83345	6186	-6.314205646514893
30.0	-19.48	100.0	-43.75	458	3400	0.0002318572998046875	0.31443589249040127	83837	6186	-6.351750373840332
30.0	-21.63	64.0	-22.16	463	3420	0.0002517776182520459	0.3127324855971124	84334	6186	-6.393989086151123
30.0	-9.36	80.0	-30.69	465	3440	0.0002461888762407525	0.3108410843035333	84892	6186	-6.367732048034668
30.0	-22.45	70.0	-33.91	465	3460	0.00024574430002642503	0.30889209402070084	85472	6186	-6.343852519989014
30.0	-20.21	100.0	-57.08	466	3480	0.0002440027121839852	0.30700585056600216	86037	6186	-6.322788715362549
30.0	-21.46	81.0	-43.62	469	3500	0.00023879589353288923	0.30527052099505997	86559	6186	-6.319717884063721
30.0	-9.73	94.0	-44.21	474	3520	0.0002297571436925368	0.3037466553758652	87018	6186	-6.314324855804443
30.0	-17.47	100.0	-41.29	476	3540	0.00024266983829649154	0.3019514346975212	87566	6186	-6.396700859069824
30.0	-6.95	84.0	-33.92	478	3560	0.00023476046122861713	0.30018767831659315	88108	6186	-6.36823844909668
30.0	-19.52	100.0	-48.99	479	3580	0.0002206489360532281	0.2983990062591673	88662	6186	-6.374434947967529
30.0	-21.75	81.0	-48.72	481	3600	0.00024392704168955484	0.2966755349747988	89199	6186	-6.35495138168335
30.0	-8.4	72.0	-36.73	483	3620	0.00022031747175185062	0.2949456500695002	89742	6186	-6.271669387817383
30.0	-19.01	43.0	-20.0	486	3640	0.00023107495936718615	0.2932278964920443	90285	6187	-6.886984348297119
30.0	-19.21	100.0	-62.75	489	3660	0.00024011115558811877	0.2916248579138782	90794	6187	-6.8848795890808105
30.0	-19.31	62.0	-24.3	491	3680	0.0002231482578360516	0.2899303923703339	91337	6187	-6.921176433563232
26.0	-0.51	80.0	-36.54	493	3700	0.00018796147526921453	0.2882358976732335	91884	6187	-6.928710460662842
30.0	-10.12	100.0	-64.83	495	3720	0.00025075533056771884	0.286577026768014	92423	6187	-6.937656402587891
1.0	0.0	67.0	-29.98	500	3740	4.362805004425865e-06	0.28514711733575987	92888	6187	-6.85731840133667
30.0	-17.66	80.0	-41.69	504	3760	0.00022773311493244576	0.283597336631859	93397	6187	-6.899862766265869
1.0	0.0	81.0	-26.23	509	3780	3.215623280358693e-06	0.2821767301332865	93865	6187	-6.896034240722656
30.0	-18.93	81.0	-49.63	513	3800	0.00020861926831697162	0.28067535893513335	94364	6187	-6.898046970367432
30.0	-13.88	81.0	-44.84	514	3820	0.0002231395057358667	0.27896893732493483	94938	6187	-6.894667148590088
30.0	-23.52	100.0	-54.93	516	3840	0.00022180738548437754	0.27734901539778545	95486	6187	-6.925408363342285
30.0	-14.39	100.0	-51.66	518	3860	0.00021795645896634908	0.2757010530421154	96048	6187	-6.87584924697876
2.0	-0.04	82.0	-36.88	519	3880	1.0913487562199229e-05	0.2740930459885201	96600	6187	-6.9302239418029785
1.0	-0.06	100.0	-42.54	525	3900	1.293500264485677e-05	0.2728862049436256	97012	6187	-6.9684977531433105
2.0	-0.05	100.0	-59.09	530	3920	9.60571425301688e-06	0.27154735290071425	97474	6187	-6.881402492523193
30.0	-25.14	69.0	-33.97	536	3940	0.00020718126732685845	0.27023306004962244	97930	6188	-7.488924503326416
30.0	-17.79	100.0	-44.24	537	3960	0.00020388388874554875	0.268606617940159	98503	6188	-7.450612545013428
2.0	-0.03	65.0	-27.61	540	3980	1.0267214559430453e-05	0.26713327803172526	99024	6188	-7.460127353668213
30.0	-22.86	100.0	-60.31	544	4000	0.00020178860425949097	0.2656590847474659	99549	6188	-7.490403175354004
30.0	-13.84	80.0	-30.22	549	4020	0.00020311780236846773	0.2643422098995555	100019	6188	-7.496115207672119
30.0	-23.83	81.0	-37.12	552	4040	0.0001998724913833165	0.2629535037196925	100519	6188	-7.478015899658203
30.0	-22.46	81.0	-42.22	558	4060	0.00021120027955529724	0.26162669491798596	100999	6188	-7.472662448883057
19.0	-0.24	65.0	-20.98	565	4080	0.00013243953386942546	0.2603844033359261	101450	6188	-7.464292049407959
30.0	-10.58	62.0	-37.1	570	4100	0.0002043877578363186	0.2589926010125582	101961	6188	-7.465948581695557
5.0	-0.1	100.0	-45.47	572	4120	3.069754943106938e-05	0.2575632991892701	102490	6188	-7.5190277099609375
7.0	-0.28	63.0	-21.35	576	4140	4.071204558662746e-05	0.25626491742003843	102972	6188	-7.394014835357666
30.0	-18.66	100.0	-29.04	578	4160	0.00020471238172971285	0.2547646661025411	103536	6188	-7.478442668914795
30.0	-5.96	100.0	-41.59	582	4180	0.00020976825193925338	0.2534532704924957	104030	6188	-7.413567543029785
30.0	-26.24	100.0	-48.36	585	4200	0.00018934374763852075	0.2520719555335938	104555	6188	-7.4835710525512695
30.0	-22.14	81.0	-46.14	587	4220	0.0002045563611939055	0.2506724244465624	105091	6189	-8.027129173278809
30.0	-18.72	66.0	-30.88	589	4240	0.0001918660582236524	0.24930002436753818	105620	6189	-8.030455589294434
30.0	-19.96	100.0	-44.66	592	4260	0.00020180509683671692	0.2479493815917494	106144	6189	-8.067408561706543
8.0	-0.2	100.0	-56.63	595	4280	5.100135491273114e-05	0.2466472175414619	106652	6189	-7.999953746795654
30.0	-11.88	82.0	-32.05	595	4300	0.00019176039584847384	0.24517788031202314	107232	6189	-8.02076244354248
30.0	-18.84	82.0	-39.63	598	4320	0.00021345907891238177	0.24390606668991754	107735	6189	-8.098252296447754
30.0	-18.81	87.0	-60.42	601	4340	0.00019055445622738606	0.24260642334028587	108253	6189	-8.030827522277832
30.0	-9.58	61.0	-31.76	603	4360	0.0001918726011153755	0.24127723149725877	108787	6189	-8.036067008972168
30.0	-14.38	81.0	-49.17	605	4380	0.00019604571878093562	0.2399833334225655	109310	6189	-7.905693054199219
30.0	-21.97	86.0	-41.08	609	4400	0.00019153925505551424	0.23869111189395947	109836	6189	-8.05381965637207
30.0	-9.51	100.0	-49.47	610	4420	0.0002078553130723772	0.23730229257245855	110407	6189	-7.99730920791626
30.0	-22.14	80.0	-27.15	613	4440	0.0001977751383910308	0.23607016792542473	110915	6189	-7.993882656097412
30.0	-20.7	46.0	-19.82	615	4460	0.00018707150301056592	0.23479070299701543	111447	6189	-7.967789649963379
30.0	-23.44	100.0	-68.04	620	4480	0.00019964469330651418	0.23367609433487296	111911	6189	-7.981015205383301
30.0	-11.12	83.0	-63.39	621	4500	0.00017590125401814778	0.23231507096282655	112486	6189	-8.028528213500977
30.0	-21.76	66.0	-32.69	623	4520	0.00018914020166987865	0.23106142701861898	113018	6190	-8.537497520446777
30.0	-11.61	82.0	-36.41	627	4540	0.00017985893241109302	0.2297759493036396	113568	6190	-8.57499885559082
30.0	-15.78	85.0	-47.74	631	4560	0.000205383907284653	0.22859333495846162	114076	6190	-8.58425235748291
7.0	-0.16	100.0	-45.2	633	4580	4.502992963166216e-05	0.22736971678767032	114606	6190	-8.548930168151855
30.0	-20.08	100.0	-53.08	635	4600	0.0001896362201027248	0.22616549213961268	115131	6190	-8.523686408996582
30.0	-6.81	100.0	-52.06	637	4620	0.00017864038417865702	0.224912587561662	115682	6190	-8.576656341552734
30.0	-27.65	68.0	-34.06	639	4640	0.00017127528272826097	0.22365991053939754	116237	6190	-8.552648544311523
30.0	-16.99	100.0	-72.37	640	4660	0.00018180189214550885	0.22242482587963414	116788	6190	-8.546897888183594
4.0	-0.07	100.0	-34.07	643	4680	2.6409850161299745e-05	0.22127130008811569	117305	6190	-8.601722717285156
30.0	-26.75	100.0	-54.06	648	4700	0.00017043199945003428	0.22016802809865516	117802	6190	-8.51785945892334
2.0	-0.06	100.0	-62.22	651	4720	1.0225328348450742e-05	0.2190422780282354	118313	6190	-8.543654441833496
30.0	-10.11	86.0	-44.41	653	4740	0.00017103112699613288	0.21784632849904395	118861	6190	-8.57465648651123
30.0	-17.06	82.0	-38.15	655	4760	0.00018038354000123608	0.21662759453565683	119424	6190	-8.528043746948242
30.0	-8.44	81.0	-51.33	663	4780	0.00017745719295166526	0.21561840042969266	119890	6190	-8.578760147094727
8.0	-0.12	100.0	-31.49	667	4800	4.583999514579773e-05	0.21457828431293513	120374	6191	-9.058048248291016
