Step	Validation total_reward	Q network loss	Value network loss	Policy Loss	Alpha Loss	Log Pi
38000	0.9813648779120894	0.00065204065	0.00042120367	-0.05939158	-0.089690804	1.9874165
39000	0.6381162412209933	0.0010764122	0.0017356243	0.060167886	-0.6058751	1.915535
40000	-0.9631295011869453	0.00045032406	0.0009054641	-0.037570544	-2.0527067	1.7120006
41000	-1.1168459045095243	0.0016607557	0.0016363184	0.31933665	-1.3741865	1.8062977
42000	-1.5005047330768588	0.0014082971	0.00082746195	0.1861367	-1.64113	1.7657022
43000	-0.24402904208032505	0.0016243774	0.002209823	0.34325308	-1.3373427	1.8102025
44000	-1.3563114498851716	0.0011778881	0.0010010613	0.49623755	0.4937754	2.0708146
45000	-2.5894819577683044	0.0018542283	0.0013470483	0.53735614	5.0639296	2.7335868
46000	-3.9496424489548017	0.0075898496	0.0024337147	0.6558635	-1.3114002	1.8084259
47000	-1.4237963702967191	0.0012265476	0.0019575295	0.57549465	1.0076214	2.148031
48000	0.8184516782867794	0.021234786	0.002975275	0.6401832	-1.3625557	1.7984856
49000	-2.192164059468882	0.002687498	0.0036094845	0.62398	3.3876648	2.5061433
50000	0.18883181582516784	0.0018069188	0.000992359	0.55045354	-2.2820656	1.6532555
51000	0.837816659835328	0.0022204337	0.0022037341	0.526508	0.5492367	2.0836616
52000	0.5920754379877812	0.014042823	0.0016720757	0.67787	4.627995	2.700036
53000	-0.9570313711964409	0.02042422	0.0024509546	0.72341913	2.0011775	2.3053927
54000	-0.9277736486629379	0.0015569342	0.002369239	0.58593076	-0.74643147	1.8864986
55000	-2.324793747499301	0.027897587	0.0015920366	0.7603213	3.051666	2.462141
56000	-2.538282270578524	0.0024918998	0.0013531931	0.5020306	-1.0990229	1.8332705
57000	-1.4828165497569405	0.0025409306	0.002391377	0.7847309	2.72457	2.415987
58000	-2.621981076086612	0.0020957943	0.0016537799	0.7030556	-3.2282588	1.5104401
59000	-1.3754771253944296	0.0020158666	0.0010583105	0.72407293	1.329546	2.203012
60000	0.3034403868529094	0.015344531	0.0043402864	0.6299187	-1.4444376	1.7808615
61000	-0.9106435246109725	0.0025303867	0.0018195908	0.67257875	3.9753182	2.6072984
62000	0.38181730055170615	0.018441346	0.0025890418	0.57528853	2.0234964	2.306716
63000	-1.278701594733257	0.0051746573	0.0024400793	0.5614886	-2.3962433	1.635879
64000	-0.620120500110392	0.004863886	0.0023079144	0.5928503	2.4354815	2.3722262
65000	-1.9596631891415677	0.0051518288	0.0028911172	0.6208005	-3.2876167	1.4996481
66000	0.33544122162498113	0.002863899	0.0015814818	0.64887977	1.4191184	2.2159328
67000	0.5819590271079229	0.002419519	0.0024200098	0.5075302	-0.5393229	1.9185238
68000	-2.0545032338617633	0.012116937	0.00082242955	0.5411265	0.9948831	2.1513066
69000	0.5886925646619979	0.04644105	0.0011625157	0.49685252	0.9074853	2.137807
70000	-0.9756971626658107	0.035748497	0.002363235	0.7197191	-0.19560516	1.9702542
71000	-1.496994966812194	0.0026035241	0.002476234	0.40030468	2.759886	2.419309
72000	-1.032407808850013	0.004166729	0.0031054919	0.5403231	-0.10806459	1.9837064
73000	-0.5563353781054461	0.0040203123	0.0036566227	0.5150433	-3.8082185	1.4207705
74000	-2.155584485498128	0.002792675	0.0028896024	0.5521137	-3.3367784	1.491657
75000	0.8753660362260074	0.0027308436	0.0013828371	0.59812146	1.031513	2.1574082
76000	-1.6560772965267674	0.01762915	0.0045246477	0.69494975	-1.5449073	1.7655783
77000	-1.0639153912071777	0.0027476805	0.001538524	0.38362107	0.072362065	2.0111108
78000	-1.4610568887014903	0.013793524	0.0034239118	0.5263843	7.044537	3.0708551
79000	-0.3335261172970265	0.0017222178	0.0020302164	0.52240473	-1.6943567	1.7420073
80000	-1.6103595016585945	0.006942206	0.003112222	0.45245224	-0.141218	1.9785441
81000	0.9105844562755138	0.002947387	0.0013901608	0.33236012	-3.2274115	1.5061374
82000	0.6479169730822595	0.0149060115	0.002605843	0.47317135	2.7067838	2.4106274
83000	-1.0073990795434546	0.004179603	0.0013559613	0.27924713	-0.05523032	1.9916179
84000	-1.6485525152316043	0.055204872	0.003996992	0.44125783	-1.7687416	1.7299237
85000	0.5847192589619578	0.004339956	0.005703124	0.36827126	3.4013944	2.5159292
86000	-2.0837225143376563	0.0031292564	0.0021267529	0.6843842	2.972759	2.4549046
87000	-1.66143927266458	0.0010600428	0.0010627522	0.4314634	2.8894105	2.4402857
88000	-1.807076011211315	0.021428492	0.0021878062	0.43966195	-0.5349115	1.9181383
89000	0.8132108372343976	0.019967899	0.0011599507	0.33302015	1.4450336	2.2208686
90000	0.5080007480513953	0.035752714	0.0015253146	0.38415217	-1.3841034	1.7878015
