Averaged Steps	Averaged Rewards	Cumulative Successes	Policy update	Number of episodes	Sampling time (s)	Epsilon threshold	Gradient update	Updates target network	Average q-value evaluation
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	157	0	0.1764836609363556
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	313	0	0.18227219581604004
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	469	0	0.17976239323616028
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	625	0	0.17451098561286926
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	781	0	0.17822518944740295
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	938	0	0.1766664981842041
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	1094	0	0.16411374509334564
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	1250	0	0.17285838723182678
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	1406	0	0.17122423648834229
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	1562	1	0.33492234349250793
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	1719	1	0.352950781583786
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	1875	1	0.33512523770332336
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	2031	1	0.3355090618133545
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	2187	1	0.33182454109191895
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	2343	1	0.33573445677757263
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	2500	1	0.3451213538646698
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	2656	1	0.3250124156475067
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	2812	1	0.33849790692329407
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	2968	1	0.3292529881000519
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	3124	2	0.47283226251602173
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	3281	2	0.5006437301635742
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	3437	2	0.4796062111854553
1468.0	206.3	4	0	68	1002.8173100948334	0.25110048227004944	3593	2	0.4810023903846741
