Training steps	Validation return	Validation steps	Validation return std	Validation steps std	Q-value evaluation	Q-network loss	Policy-network loss	Alpha loss	Alpha
16000	-0.14421253622769553	60.0	0.0647803821806402	0.0	3.511794328689575	0.057962283	-4.495084	-0.99961364	[0.74044913]
17000	-0.21403784744275217	60.0	0.03762079052866139	0.0	6.179245471954346	0.057902068	-6.9180083	-2.03484	[0.54848367]
18000	-0.19421358524209292	60.0	0.11063006223885155	0.0	7.735523223876953	0.04247741	-8.294553	-3.020135	[0.4062988]
19000	-0.21512175815763715	60.0	0.0689648847133891	0.0	8.518264770507812	0.096588895	-8.969753	-4.043441	[0.301004]
20000	-0.2220849462849269	60.0	0.044611556628843335	0.0	8.402828216552734	0.11065711	-8.665165	-5.0602093	[0.22300066]
21000	-0.2537118250183443	60.0	0.0743031036123594	0.0	8.086275100708008	0.082492314	-8.324627	-6.090499	[0.16519596]
22000	-0.14675343405284486	60.0	0.08416362739491524	0.0	7.323012828826904	0.087109834	-7.5249734	-7.0399323	[0.12239368]
23000	-0.2292819435585945	60.0	0.09141648608392497	0.0	6.483837127685547	0.10301205	-6.655437	-8.0730915	[0.09070679]
24000	-0.16741707833791422	60.0	0.03289035367463192	0.0	5.363886833190918	0.8555211	-5.578051	-8.784443	[0.06729122]
25000	-0.20304206722482054	60.0	0.021574988188276367	0.0	4.395480632781982	0.26478547	-4.4054246	-9.727444	[0.05009972]
26000	-0.16785519725365564	51.2	0.11706176732446355	17.6	3.4258534908294678	0.07123589	-3.3220005	-9.49347	[0.03753175]
27000	-0.19060988803586798	60.0	0.07845766550116431	0.0	2.367169141769409	0.07134427	-2.4363694	-9.887238	[0.02834719]
28000	-0.17026419835636547	60.0	0.07415997714037241	0.0	1.4153012037277222	0.07106103	-1.3722922	-10.298145	[0.02148499]
29000	-0.12846063948909273	52.6	0.08583417556087401	14.8	0.48563241958618164	0.062690586	-0.45566708	-10.877277	[0.01627671]
30000	-0.13536707884312837	60.0	0.051639964582733566	0.0	-0.4275980591773987	0.18647744	0.36130995	-9.097083	[0.012399]
31000	-0.18994822343540158	60.0	0.0734181838177029	0.0	-1.3423118591308594	0.08108252	0.99456227	-10.435124	[0.00950266]
32000	-0.12640634311692062	48.8	0.17524313136224398	22.400000000000002	-2.1752421855926514	0.5627575	2.1281052	-7.6996117	[0.00742234]
33000	-0.16277821527077757	60.0	0.030453040245594885	0.0	-2.982801675796509	0.1353178	2.6809835	-6.3284955	[0.00591964]
34000	-0.1585407219639006	60.0	0.07245759227360134	0.0	-3.754967451095581	0.08837393	3.7066545	-6.397649	[0.0048207]
35000	-0.16981488500652828	60.0	0.05763500353661695	0.0	-4.345969200134277	0.22272354	3.7754512	-0.13883096	[0.00403412]
36000	-0.13914301814898478	50.2	0.09551152237950242	19.6	-4.93481969833374	0.10338879	4.4722424	-0.45711786	[0.00375454]
37000	-0.17548068854002982	45.4	0.09479556013358766	20.095770699328753	-5.522871971130371	0.10715866	5.5672436	0.119638205	[0.00391494]
38000	-0.18076812404314865	60.0	0.03409463509620681	0.0	-6.180074214935303	1.0632191	6.2495956	-3.4944608	[0.00384187]
39000	-0.18610523959573427	43.6	0.051795166128348356	20.095770699328753	-6.592721462249756	0.10056983	6.2924833	-0.9190558	[0.0039208]
40000	-0.07092493527758403	48.6	0.194705260541938	22.8	-6.969400882720947	0.117247954	6.755181	0.84298706	[0.00416034]
41000	-0.10226790465459043	60.0	0.016720480260795336	0.0	-7.622084140777588	0.078477785	7.114204	-0.07995559	[0.00445201]
42000	-0.15677901848122208	60.0	0.057261771164229425	0.0	-8.157793998718262	0.15914021	7.9259253	-0.36083508	[0.00400841]
43000	-0.20972134136676807	60.0	0.03338852813061802	0.0	-8.461642265319824	0.2076997	8.421673	1.6860938	[0.00412452]
44000	-0.14606474723366883	60.0	0.032552698191224874	0.0	-8.947810173034668	0.10027541	8.289143	-2.677206	[0.00409529]
45000	-0.15400795456381794	60.0	0.02707084893306361	0.0	-9.197152137756348	0.15279427	8.889342	-0.41223228	[0.00374959]
46000	-0.09858907322453118	49.0	0.1333686929401079	22.0	-9.580327987670898	0.23824692	8.990046	0.8314995	[0.00374322]
47000	-0.13305703382481354	60.0	0.029651081600885584	0.0	-9.864744186401367	0.14316422	9.297396	0.5443189	[0.00384035]
48000	-0.1873948352797565	60.0	0.021942397062436038	0.0	-10.429603576660156	0.15313692	9.949063	1.3685758	[0.00402881]
49000	-0.16667788761892344	60.0	0.036439694233070724	0.0	-10.585539817810059	0.16948053	10.161353	-0.34614062	[0.00431939]
50000	-0.15056025235372064	51.4	0.08687572611568296	17.2	-10.979166984558105	0.16345355	10.786085	-0.28435835	[0.0044918]
51000	-0.14273205234451314	40.0	0.11518693985764564	24.5682722225231	-11.222746849060059	3.313878	10.906648	0.29025924	[0.00466005]
