Averaged Steps Traing	Averaged Return Training	Averaged Steps Validation	Averaged Return Validation	Cumulative Successes	Number of episodes	Sampling time (s)	Epsilon threshold	Gradient update	Updates target network	Average q-value evaluation
57.0	0.25	0.0	0.0	8	305	0.005039630170728339	0.4751134052807894	45012	157	0.6227830052375793
146.0	0.15	0.0	0.0	9	310	0.012689555844952983	0.47047836945766874	45753	157	0.6282927393913269
150.0	11.87	123.0	18.84	9	315	0.013044931775047666	0.4658762132395641	46498	157	0.6261836886405945
150.0	9.75	0.0	0.0	9	320	0.012545202672481538	0.461331225924159	47243	158	0.626399040222168
150.0	11.28	0.0	0.0	11	325	0.012718588022085336	0.45738431939848134	47897	158	0.6259746551513672
150.0	12.7	0.0	0.0	11	330	0.012465950936982126	0.452944820082555	48642	159	0.6279093623161316
150.0	13.17	0.0	0.0	11	335	0.012602840964473895	0.4485604691128383	49387	159	0.6268500685691833
150.0	9.67	0.0	0.0	11	340	0.012924500072703642	0.44423058142557237	50132	160	0.6346251368522644
150.0	11.8	15.0	6.22	11	345	0.013014818965524868	0.4399544804669967	50877	160	0.6338974237442017
150.0	9.46	0.0	0.0	11	350	0.008129070145743234	0.4357314980876368	51622	161	0.6362637877464294
150.0	10.62	0.0	0.0	11	355	0.008445757879337795	0.4315609744379041	52367	161	0.6367544531822205
150.0	9.22	0.0	0.0	11	360	0.008168392711215548	0.42744225786499335	53112	162	0.6365324258804321
150.0	11.19	0.0	0.0	11	365	0.008163904817137	0.42337470481106054	53857	162	0.6367999911308289
150.0	9.7	0.0	0.0	12	370	0.009681795094464277	0.4198850548490305	54503	163	0.6396327614784241
150.0	9.18	0.0	0.0	12	375	0.008949706395467123	0.41591137887867013	55248	163	0.638754665851593
150.0	11.02	0.0	0.0	12	380	0.008689480706265098	0.41198706470398627	55993	164	0.6392413973808289
150.0	10.72	0.0	0.0	12	385	0.00708734215079964	0.408111499142905	56738	164	0.6379974484443665
150.0	10.96	0.0	0.0	12	390	0.006995929204500638	0.40428407663042265	57483	165	0.6406416296958923
150.0	8.48	0.0	0.0	12	395	0.006701658345475981	0.4005041991239845	58228	165	0.6379849910736084
150.0	11.79	0.0	0.0	12	400	0.0068560588359832765	0.3967712760100399	58973	166	0.6415753960609436
150.0	10.44	24.0	6.82	12	405	0.007874607745512033	0.39308472401175776	59718	166	0.6427997946739197
150.0	10.13	0.0	0.0	12	410	0.010684664656476276	0.3894439670978881	60463	167	0.6429686546325684
150.0	10.74	0.0	0.0	12	415	0.009759574338614222	0.3858484363927557	61208	167	0.6431949138641357
150.0	8.3	0.0	0.0	12	420	0.007166531540098644	0.38229757008737286	61953	168	0.6410735845565796
150.0	8.99	0.0	0.0	12	425	0.00749296693240895	0.378790813351655	62698	168	0.6406710147857666
150.0	10.51	0.0	0.0	13	430	0.009829041569731956	0.3757868802234764	63343	169	0.6421329379081726
113.0	0.16	0.0	0.0	14	435	0.00553832876271215	0.37252900832359026	64051	169	0.6414642333984375
150.0	9.72	0.0	0.0	14	440	0.00835130593993447	0.36914359861099	64796	170	0.6436825394630432
150.0	10.64	264.0	28.65	15	445	0.009764341825849555	0.36588442653857745	65522	170	0.6463638544082642
150.0	8.76	0.0	0.0	15	450	0.009250326156616211	0.3625815571465453	66267	171	0.6439445614814758
150.0	10.26	18.0	6.48	15	455	0.008857971233326	0.35931971665704365	67012	171	0.6427683234214783
150.0	8.83	0.0	0.0	16	460	0.008531263081923776	0.3564400876722874	67677	172	0.6462329030036926
150.0	10.43	0.0	0.0	16	465	0.007408898363831223	0.3532545377418558	68422	172	0.6442214846611023
150.0	8.51	0.0	0.0	16	470	0.007479693534526419	0.3501085593481966	69167	173	0.6416458487510681
150.0	9.53	0.0	0.0	18	475	0.006756372451782226	0.34773964949981173	69733	173	0.6472232341766357
150.0	9.79	0.0	0.0	19	480	0.007461985448996226	0.3447519040622158	70456	173	0.643716037273407
84.0	0.19	14.0	11.01	20	485	0.004709852847856345	0.3419775760713615	71135	174	0.6443530321121216
150.0	9.33	0.0	0.0	20	490	0.007408631577783702	0.338971682345396	71880	174	0.6417290568351746
150.0	11.59	0.0	0.0	21	495	0.005906308781016957	0.3361723246277597	72582	175	0.6452885866165161
150.0	9.74	0.0	0.0	22	500	0.005222251415252685	0.33349135689882203	73262	175	0.6452940106391907
150.0	11.54	0.0	0.0	22	505	0.0051724263937166426	0.33059088068047054	74007	176	0.6445352435112
150.0	10.86	0.0	0.0	22	510	0.004847774786107681	0.3277264347563662	74752	176	0.6437802314758301
150.0	10.68	0.0	0.0	22	515	0.006392759489781648	0.3248975715510055	75497	177	0.6441447138786316
150.0	9.07	0.0	0.0	22	520	0.006874932234103863	0.32210384904875733	76242	177	0.6424502730369568
150.0	12.01	0.0	0.0	22	525	0.007001755124046689	0.3193448307247968	76987	178	0.6429616212844849
150.0	11.9	0.0	0.0	22	530	0.006999314955945285	0.3166200854768976	77732	178	0.6446762084960938
150.0	10.53	0.0	0.0	22	535	0.007011284783621815	0.3139291875580711	78477	179	0.6446399688720703
150.0	8.8	0.0	0.0	22	540	0.006665713257259793	0.31127171651004293	79222	179	0.643034040927887
150.0	10.29	0.0	0.0	22	545	0.00669662843056775	0.308647257097555	79967	180	0.646660327911377
150.0	9.9	0.0	0.0	22	550	0.00678076527335427	0.30605539924348474	80712	180	0.6470232605934143
150.0	9.3	0.0	0.0	22	555	0.0075189178054397175	0.30349573796476925	81457	181	0.6480266451835632
150.0	11.07	0.0	0.0	22	560	0.007787278720310756	0.3009678733091261	82202	181	0.6455654501914978
150.0	9.66	0.0	0.0	22	565	0.007789754445573925	0.29847141029255975	82947	182	0.6435656547546387
62.0	0.24	0.0	0.0	23	570	0.002777443434062757	0.2962936451623411	83604	182	0.6436899304389954
150.0	10.63	0.0	0.0	24	575	0.0060349717347518254	0.294029794596991	84295	183	0.644500195980072
150.0	11.58	0.0	0.0	24	580	0.004929814667537295	0.291619517778376	85040	183	0.643389105796814
150.0	12.42	28.0	7.12	24	585	0.004488682543110644	0.2892391818992668	85785	184	0.6451464891433716
150.0	12.99	0.0	0.0	24	590	0.004422199524055093	0.2868884150273394	86530	184	0.6453143358230591
150.0	11.92	0.0	0.0	25	595	0.004748058719795291	0.2845914604044681	87267	185	0.6417469382286072
150.0	10.85	0.0	0.0	25	600	0.005864301125208537	0.28229842845619796	88012	185	0.6425839066505432
150.0	11.07	0.0	0.0	26	605	0.0069921221614869175	0.2802891097506983	88672	186	0.6441914439201355
147.0	0.14	0.0	0.0	27	610	0.00726479428713439	0.27805842515928325	89414	186	0.6435397267341614
150.0	8.91	0.0	0.0	28	615	0.006683673315901097	0.2758934465438544	90143	187	0.6444272398948669
150.0	9.36	64.0	15.18	28	620	0.006660448735760104	0.2737084630590678	90888	187	0.6421607732772827
120.0	0.15	0.0	0.0	30	625	0.005156922531127929	0.2718081408988425	91543	188	0.6459544897079468
150.0	12.68	0.0	0.0	31	630	0.005281203890603686	0.26978988935468584	92247	188	0.6426374316215515
150.0	10.37	0.0	0.0	31	635	0.004301768025075357	0.2676807254750001	92992	188	0.643732488155365
150.0	9.79	0.0	0.0	31	640	0.004134314507246018	0.265597762049819	93737	189	0.643864095211029
150.0	10.34	0.0	0.0	31	645	0.0047281427900920546	0.2635406736118694	94482	189	0.6440197825431824
150.0	8.42	0.0	0.0	31	650	0.0045994237753061145	0.26150913873689774	95227	190	0.6436107158660889
150.0	9.99	0.0	0.0	32	655	0.005260952010409522	0.2596890352328759	95902	190	0.6454724073410034
150.0	9.81	12.0	5.87	32	660	0.004457656542460124	0.2577053461782735	96647	191	0.6446453928947449
150.0	8.96	0.0	0.0	32	665	0.007003074301812882	0.25574629890486555	97392	191	0.6461915969848633
150.0	11.3	0.0	0.0	32	670	0.0067941501959046325	0.25381158730752973	98137	192	0.6443094611167908
150.0	11.1	0.0	0.0	32	675	0.006899444438793041	0.25190090908364277	98882	192	0.6467606425285339
150.0	8.56	0.0	0.0	32	680	0.006762477580238791	0.250013965685845	99627	193	0.6464053988456726
150.0	9.94	0.0	0.0	33	685	0.005784190658235202	0.2482863291286044	100317	193	0.6462919116020203
150.0	11.0	0.0	0.0	33	690	0.004312582292418549	0.24644428676413893	101062	194	0.6433058381080627
150.0	11.14	0.0	0.0	34	695	0.005463910617416711	0.2447698240807145	101747	194	0.6441265344619751
150.0	10.2	0.0	0.0	34	700	0.004521960190364293	0.24297146444351816	102492	195	0.6431782841682434
150.0	9.55	0.0	0.0	35	705	0.003946590761766366	0.24122839383616224	103223	195	0.6437154412269592
150.0	10.23	0.0	0.0	35	710	0.0035486083635142152	0.23947402655200076	103968	196	0.6445958018302917
150.0	9.83	0.0	0.0	35	715	0.003499885705801157	0.2377414523682501	104713	196	0.646699845790863
150.0	10.26	36.0	7.52	35	720	0.003885427779621548	0.23603040056666919	105458	197	0.644314706325531
150.0	11.46	0.0	0.0	35	725	0.005249420692180765	0.23434060379193278	106203	197	0.6444715857505798
150.0	11.38	0.0	0.0	35	730	0.0054810635031086125	0.232671798009857	106948	198	0.6409714818000793
150.0	11.49	0.0	0.0	35	735	0.006341235491694236	0.23102372246614308	107693	198	0.6408021450042725
150.0	8.83	0.0	0.0	35	740	0.005989932047354208	0.22939611964563433	108438	199	0.642888605594635
150.0	10.27	0.0	0.0	35	745	0.00589463726786159	0.22778873523207865	109183	199	0.6435083150863647
150.0	11.42	0.0	0.0	35	750	0.0039098183314005535	0.22620131806839122	109928	200	0.6431352496147156
150.0	11.5	0.0	0.0	35	755	0.003542726087254404	0.22463362011741056	110673	200	0.6428175568580627
150.0	9.69	0.0	0.0	37	760	0.0036254264806446276	0.22315311201125473	111385	201	0.6468083262443542
150.0	11.17	0.0	0.0	37	765	0.004100905212701535	0.22162327948405158	112130	201	0.6462234854698181
150.0	10.1	0.0	0.0	37	770	0.004193008100831663	0.22011245084171227	112875	202	0.6446017026901245
150.0	11.68	0.0	0.0	37	775	0.0043805506921583606	0.21862039001418765	113620	202	0.6464943289756775
150.0	8.79	0.0	0.0	37	780	0.003502502808204064	0.21714686386393783	114365	203	0.6440944075584412
150.0	10.81	0.0	0.0	37	785	0.004398564927896876	0.21569164214950387	115110	203	0.6459285020828247
150.0	10.02	0.0	0.0	37	790	0.00454137627082535	0.21425449748953226	115855	204	0.6437456011772156
150.0	10.07	0.0	0.0	38	795	0.004773809025122685	0.2130592172228435	116481	204	0.6436010599136353
150.0	12.37	0.0	0.0	38	800	0.004651915729045868	0.21165477307049574	117226	205	0.646578311920166
150.0	9.47	9.0	5.66	40	805	0.005805333652851744	0.2104627537868327	117865	205	0.6434661149978638
150.0	9.32	0.0	0.0	40	810	0.004218705789542493	0.20909056342129742	118610	206	0.6471983194351196
150.0	11.29	0.0	0.0	40	815	0.00492905634312542	0.2077354186782432	119355	206	0.6444202661514282
150.0	10.06	0.0	0.0	40	820	0.004855591204108262	0.2063971078135468	120100	207	0.6497976183891296
150.0	11.27	8.0	5.61	40	825	0.005658321380615235	0.20507542171341298	120845	207	0.6482118964195251
150.0	8.92	0.0	0.0	40	830	0.00523921064583652	0.2037701538616994	121590	208	0.6457027792930603
150.0	9.97	0.0	0.0	40	835	0.005453470938219996	0.20248110030764874	122335	208	0.6481947302818298
150.0	8.6	0.0	0.0	40	840	0.005437389441898891	0.20120805963402058	123080	209	0.6484336853027344
150.0	11.39	186.0	23.59	40	845	0.004281070810803295	0.19995083292561963	123825	209	0.6511408090591431
150.0	10.37	74.0	16.15	41	850	0.0032277929081636317	0.19878163705059224	124526	210	0.6456965208053589
86.0	0.19	0.0	0.0	42	855	0.0031034374794764825	0.1976586655536846	125207	210	0.6485230326652527
102.0	0.18	0.0	0.0	43	860	0.0036488272422967954	0.1965227174215781	125904	210	0.6457414031028748
150.0	11.52	0.0	0.0	44	865	0.005218059341342463	0.19534752687125043	126634	211	0.6475953459739685
150.0	10.53	0.0	0.0	45	870	0.005253501596121953	0.19432960271490154	127273	211	0.6482269167900085
150.0	9.39	0.0	0.0	45	875	0.0036626935686383927	0.19315782157064412	128018	212	0.6465681791305542
150.0	9.82	0.0	0.0	45	880	0.003516448356888511	0.1920005965255382	128763	212	0.6466308832168579
150.0	10.49	0.0	0.0	45	885	0.0037164211273193358	0.19085774676081604	129508	213	0.6473347544670105
150.0	10.0	0.0	0.0	45	890	0.003225617730215694	0.1897290937038768	130253	213	0.6490404009819031
150.0	10.06	0.0	0.0	46	895	0.003538114132161913	0.18869720643918245	130942	214	0.6461841464042664
150.0	8.89	0.0	0.0	47	900	0.004891402456495497	0.18776051881240913	131574	214	0.6441655158996582
150.0	11.45	0.0	0.0	47	905	0.004750433020828837	0.1866703401389609	132319	215	0.6438979506492615
150.0	9.86	0.0	0.0	47	910	0.004806181362697056	0.1855937038824916	133064	215	0.6448480486869812
150.0	10.51	0.0	0.0	47	915	0.005157001422402638	0.18453044181639564	133809	216	0.646591305732727
150.0	10.35	0.0	0.0	47	920	0.00400744106458581	0.18348038780381204	134554	216	0.6496462225914001
150.0	10.26	0.0	0.0	48	925	0.004524429939888619	0.18260842952394327	135179	217	0.6479248404502869
150.0	10.5	0.0	0.0	49	930	0.004411100572155368	0.1817292314261269	135816	217	0.6458835601806641
150.0	12.2	0.0	0.0	49	935	0.00466875213990237	0.18071397460786986	136561	218	0.6487869620323181
150.0	9.55	0.0	0.0	49	940	0.0044062279640360085	0.17971132951235907	137306	218	0.6459980010986328
150.0	9.7	0.0	0.0	49	945	0.004088143444565869	0.1787211394742586	138051	219	0.6492457985877991
150.0	10.94	0.0	0.0	49	950	0.0042632389068603515	0.1777432497743604	138796	219	0.6522071957588196
150.0	9.33	8.0	5.67	49	955	0.0039504837615327686	0.17677750761540925	139541	220	0.6510605216026306
150.0	9.3	0.0	0.0	50	960	0.0030968939264615376	0.17593505187519223	140198	220	0.6512513756752014
150.0	9.94	0.0	0.0	50	965	0.0030894902086010868	0.17499177151129114	140943	220	0.6527745127677917
150.0	9.95	0.0	0.0	50	970	0.003347719084356249	0.17406020876426062	141688	221	0.6524114012718201
150.0	9.99	0.0	0.0	50	975	0.00347597782428448	0.17314021807552615	142433	221	0.651117742061615
150.0	10.76	0.0	0.0	51	980	0.0043240216313576215	0.17232079636213993	143104	222	0.648287832736969
150.0	10.42	0.0	0.0	51	985	0.00456333934958211	0.17142241300128808	143849	222	0.6500927209854126
150.0	9.45	0.0	0.0	51	990	0.004487015020967734	0.17053518953777763	144594	223	0.6503525972366333
150.0	8.49	0.0	0.0	51	995	0.004588814356818271	0.1696589873411375	145339	223	0.6488361358642578
150.0	9.53	0.0	0.0	51	1000	0.004374685525894165	0.16879366950299168	146084	224	0.6470699310302734
150.0	11.15	6.0	5.45	51	1005	0.0038578460465616255	0.16793910081566754	146829	224	0.6488832235336304
150.0	10.73	0.0	0.0	51	1010	0.00447906763246744	0.16709514775106904	147574	225	0.64803546667099
150.0	11.4	0.0	0.0	51	1015	0.004456463235939664	0.16626167843981274	148319	225	0.6487976908683777
150.0	9.48	0.0	0.0	51	1020	0.004542743458467371	0.16543856265062312	149064	226	0.650435745716095
150.0	10.49	0.0	0.0	51	1025	0.004423426186166158	0.16462567176998344	149809	226	0.650140643119812
150.0	11.22	131.0	19.55	52	1030	0.004372131245807536	0.16389205769920134	150489	227	0.6501498222351074
150.0	11.1	0.0	0.0	52	1035	0.0038205278092536374	0.1630983778116054	151234	227	0.6490165591239929
150.0	11.13	0.0	0.0	52	1040	0.004351223890598004	0.1623145571739172	151979	228	0.6505852341651917
150.0	11.29	28.0	6.95	52	1045	0.002704141014500668	0.1615404733125674	152724	228	0.6501284241676331
150.0	10.39	0.0	0.0	52	1050	0.003986962636311849	0.16077600527537772	153469	229	0.6526297926902771
150.0	9.89	0.0	0.0	52	1055	0.003836542509178415	0.16002103361266204	154214	229	0.6496303081512451
133.0	0.15	0.0	0.0	53	1060	0.003076344166161879	0.15929223744613877	154942	230	0.6506074666976929
150.0	9.23	0.0	0.0	53	1065	0.003943824320331985	0.15855569744341866	155687	230	0.6528282761573792
150.0	11.48	0.0	0.0	53	1070	0.003890074079281816	0.15782830688755659	156432	231	0.6489234566688538
150.0	9.25	0.0	0.0	53	1075	0.003881628568782363	0.15710995212229834	157177	231	0.6481946706771851
150.0	11.37	0.0	0.0	54	1080	0.003795834603133025	0.15648989246182682	157827	232	0.6511560678482056
150.0	11.97	0.0	0.0	54	1085	0.003471817069339313	0.1557881637475868	158572	232	0.6517176032066345
150.0	10.52	0.0	0.0	54	1090	0.0026047798471713285	0.1550951520474343	159317	233	0.6509527564048767
150.0	9.36	0.0	0.0	54	1095	0.002381388564088029	0.1544107490768811	160062	233	0.6526050567626953
150.0	10.34	0.0	0.0	54	1100	0.002208677421916615	0.15373484789657074	160807	234	0.6529189944267273
150.0	10.32	0.0	0.0	54	1105	0.002222630125365106	0.15306734289556861	161552	234	0.6526700854301453
150.0	10.43	0.0	0.0	55	1110	0.0026799489785959054	0.15247280634393515	162223	235	0.6517631411552429
150.0	8.4	0.0	0.0	55	1115	0.003099869184964441	0.15182097867488487	162968	235	0.6543464660644531
150.0	12.11	0.0	0.0	56	1120	0.0036282598972320556	0.15127372277494475	163600	236	0.6498861312866211
150.0	10.47	0.0	0.0	56	1125	0.0036779757605658638	0.15063679036121297	164345	236	0.649659276008606
150.0	8.66	0.0	0.0	56	1130	0.003622646458381045	0.15000777004899649	165090	237	0.6493300199508667
150.0	9.95	0.0	0.0	56	1135	0.0038660276303732447	0.14938656355259172	165835	237	0.6488936543464661
150.0	9.47	0.0	0.0	56	1140	0.004088009240334494	0.14877307380721985	166580	238	0.6534974575042725
150.0	9.64	0.0	0.0	56	1145	0.003950840104615324	0.1481672049538599	167325	238	0.653079092502594
150.0	9.67	10.0	5.71	56	1150	0.0034528263755466628	0.14756886232427097	168070	239	0.653268039226532
150.0	10.02	0.0	0.0	56	1155	0.0026350648888261805	0.1469779524261998	168815	239	0.6528663039207458
150.0	12.49	0.0	0.0	56	1160	0.002314222475578045	0.14639438292877258	169560	240	0.6543512344360352
150.0	11.09	0.0	0.0	56	1165	0.0021898949095107965	0.14581806264806813	170305	240	0.6526868939399719
150.0	9.12	0.0	0.0	56	1170	0.0021862034104828143	0.14524890153286996	171050	241	0.6507782340049744
150.0	12.25	0.0	0.0	56	1175	0.0021852598799035903	0.14468681065059597	171795	241	0.6522072553634644
150.0	10.77	0.0	0.0	56	1180	0.002523505081564693	0.1441317021734021	172540	242	0.6496948599815369
150.0	10.46	0.0	0.0	56	1185	0.0030008994074310433	0.14358348936445947	173285	242	0.6497895121574402
150.0	8.68	0.0	0.0	56	1190	0.0034004413781045864	0.14304208656440137	174030	243	0.6510334014892578
150.0	10.92	157.0	17.55	56	1195	0.0032015968067376686	0.14250740917793875	174775	243	0.6510679125785828
150.0	10.71	0.0	0.0	56	1200	0.0035175029436747235	0.1419793736606422	175520	244	0.6500601768493652
150.0	8.98	0.0	0.0	56	1205	0.003587803108563562	0.14145789750588778	176265	244	0.6509014964103699
127.0	0.15	0.0	0.0	57	1210	0.003269424320252474	0.14095859701855457	176987	244	0.6500527262687683
150.0	9.6	0.0	0.0	57	1215	0.0037776203312501005	0.14044980115489936	177732	245	0.6510412096977234
150.0	9.0	0.0	0.0	57	1220	0.0037517379541866114	0.13994732565497037	178477	245	0.6505872011184692
150.0	10.29	0.0	0.0	57	1225	0.0036721282102623763	0.13945109200594843	179222	246	0.652567982673645
150.0	10.59	0.0	0.0	57	1230	0.0025695581746295218	0.1389610226703163	179967	246	0.6537008285522461
150.0	9.56	0.0	0.0	57	1235	0.002014672514880717	0.13847704107374326	180712	247	0.6514949798583984
150.0	9.33	0.0	0.0	57	1240	0.0019696904766944145	0.13799907159312008	181457	247	0.6504659056663513
86.0	0.19	0.0	0.0	58	1245	0.0012593081677295117	0.13756708974323262	182138	248	0.6494827270507812
150.0	11.03	0.0	0.0	58	1250	0.0025121702194213866	0.13710042385957794	182883	248	0.6486843824386597
150.0	11.22	0.0	0.0	58	1255	0.0021359688732253603	0.1366395549926327	183628	249	0.6471384167671204
150.0	9.27	0.0	0.0	58	1260	0.0021082501562814863	0.1361844111306988	184373	249	0.6488540172576904
150.0	12.23	0.0	0.0	58	1265	0.0023528875569581043	0.13573492115662183	185118	250	0.6424869894981384
150.0	10.14	0.0	0.0	58	1270	0.0030135793010080893	0.13529101483667888	185863	250	0.645270586013794
150.0	10.84	0.0	0.0	58	1275	0.0033594361473532285	0.13485262280960425	186608	251	0.6466620564460754
150.0	10.97	0.0	0.0	58	1280	0.0031542014330625534	0.13441967657575188	187353	251	0.6452135443687439
93.0	0.18	16.0	6.15	59	1285	0.001919384781952498	0.1340244163332513	188041	252	0.6439298391342163
150.0	9.81	0.0	0.0	59	1290	0.0035590887069702148	0.1336017582454804	188786	252	0.645052433013916
150.0	11.45	0.0	0.0	59	1295	0.0032121299316524078	0.1331843505007987	189531	253	0.6415572166442871
150.0	8.99	0.0	0.0	59	1300	0.0029459296740018404	0.13277212787839682	190276	253	0.6419801115989685
150.0	11.44	0.0	0.0	59	1305	0.0025094560279700032	0.13236502596765135	191021	254	0.6445575952529907
150.0	10.97	0.0	0.0	60	1310	0.002543022250401155	0.1319997597300178	191697	254	0.6423997282981873
