Step	Validation total_reward	Q network loss	Value network loss	Policy Loss	Alpha Loss	Log Pi
11000	-2.0418829797614064	0.24661732	4.163137	-6.8258457	-0.643615	-4.3800526
12000	-0.8740408015112702	0.34187683	2.3244863	-16.067572	-1.3374351	-4.641763
13000	-1.3690287027610115	0.4443895	1.4885429	-24.956858	-1.9437139	-4.4471283
14000	-1.4828756922151785	0.40479228	1.4008151	-32.400467	-2.5759127	-4.414764
15000	-0.7858852191168041	0.068058416	0.81867474	-38.684536	-3.1986454	-4.3776383
16000	-0.8769917003484478	0.032646086	0.5891112	-44.26371	-3.8328059	-4.371795
17000	-2.0028926589545497	0.036010936	0.4198723	-49.30963	-4.510623	-4.4296384
18000	-0.2592460076774913	0.02111639	0.18327497	-53.87834	-5.11024	-4.3755226
19000	-0.7810515548055661	0.020006532	0.07567894	-58.020515	-5.7132034	-4.337253
20000	-0.7645191219850852	0.009545755	0.10854735	-61.866066	-6.5063515	-4.496342
21000	-1.428303149397826	0.010271175	0.14559744	-65.156555	-7.328992	-4.6534033
22000	-1.0675227974571087	0.0034500025	0.021120176	-67.84593	-7.675735	-4.3883047
23000	-1.0935830261576824	0.009922497	0.017662773	-70.03923	-8.307658	-4.3830585
24000	-0.9372261140490957	0.004142437	0.008514391	-71.675186	-8.929836	-4.371504
25000	-1.0488025123051024	0.013248796	0.0065454175	-72.82877	-9.576736	-4.3780813
26000	-0.6903446900999279	0.024114445	0.022073768	-73.373055	-10.231253	-4.3885517
27000	-0.9668785626912769	0.002761567	0.00966507	-73.712105	-10.858001	-4.3815403
28000	-0.37293507552393235	0.002907684	0.004284326	-73.580124	-11.487833	-4.3769517
29000	-0.9362612621662668	0.01799848	0.010898042	-73.169624	-12.22203	-4.427736
30000	-0.29627537408082566	0.02039253	0.019962396	-72.51385	-13.268609	-4.6295376
31000	-1.87160339738716	0.0030961153	0.0032387152	-71.62552	-13.429504	-4.3906784
32000	-0.8208220634616328	0.0006834314	0.002896661	-70.53856	-14.146352	-4.4260907
33000	-1.3363646367506286	0.0013851393	0.0027243563	-69.28159	-14.753338	-4.4107494
34000	-1.4979581200882754	0.0011360006	0.005154066	-67.88031	-15.512145	-4.4598217
35000	-1.4701580685184028	0.0018004798	0.002067882	-66.40382	-16.05869	-4.42009
