Step	Validation total_reward	Q network loss	Value network loss	Policy Loss	Alpha Loss	Log Pi
36000	-1.9457597780468368	0.069042474	0.0040231342	-64.700134	-16.667324	-4.4071336
37000	-0.6581642881545209	0.0008403128	0.0014391404	-63.116	-17.27116	-4.3934927
38000	-0.8008157969896784	0.0029028282	0.00055441895	-61.41204	-17.964626	-4.4129634
39000	-1.3418993107225685	0.0019497199	0.0002441767	-59.64094	-18.19069	-4.2699184
40000	-1.0556623992968623	0.0030500083	0.0036618428	-57.8647	-19.440737	-4.4778256
41000	-1.4703297112006788	0.0030023626	0.0021860495	-55.96706	-19.557468	-4.306778
42000	-1.674469989072043	0.0030600121	0.0011344075	-54.219822	-20.764715	-4.487297
43000	-1.2344981668743331	0.0032400722	0.0006706346	-52.359188	-20.978031	-4.3555446
44000	-0.7711099554635565	0.0046569314	0.0007244268	-50.554527	-21.525333	-4.330002
45000	-1.3759644666512032	0.0037056396	0.0007655026	-48.759235	-21.890629	-4.254262
46000	-1.6466533295844703	0.028173529	0.0009460986	-46.99101	-22.621344	-4.2843504
47000	-1.106914095708363	0.002452847	0.0012537597	-45.18359	-23.320297	-4.3038845
48000	-0.4706486841944785	0.0034421105	0.00051607925	-43.467678	-23.583885	-4.207926
49000	-0.8453408295327473	0.003821206	0.0005393811	-41.791206	-25.187891	-4.460073
50000	-0.8800543793932274	0.0048001856	0.00024292551	-40.144283	-25.118763	-4.2815957
51000	-0.3510450867359332	0.0018284667	0.00037325316	-38.448334	-25.649963	-4.258328
52000	-2.091997423018375	0.045153327	0.0005471091	-36.87232	-26.541462	-4.321285
53000	-1.7184017810026013	0.0021934123	0.0002933848	-35.351906	-27.345734	-4.360487
54000	-0.9562279814811014	0.0074066515	0.00030593883	-33.836178	-27.262342	-4.196807
55000	-0.8869884510204976	0.0015518707	0.00027493163	-32.36636	-28.605698	-4.357774
56000	-1.7305288776124823	0.0025907867	0.00057652115	-30.902847	-28.592064	-4.217782
57000	-0.5778649808782502	0.0008011358	0.00037305322	-29.617008	-29.619776	-4.304782
58000	-1.5107856475179815	0.0012851988	0.00013924782	-28.26774	-29.243038	-4.0946527
59000	-0.7928531835393889	0.012523935	0.00032158502	-26.960972	-30.398005	-4.2058434
60000	-1.971408465377706	0.0017458394	0.00023811201	-25.717018	-31.583538	-4.319083
61000	-0.7228810251828877	0.0011469985	0.00012643241	-24.52452	-30.357376	-3.955318
62000	-0.8308452065283012	0.0103863105	0.00027028396	-23.327503	-31.00958	-3.966874
63000	-1.5806410824648303	14.322262	0.00037545714	-22.239939	-31.809109	-4.005883
64000	-0.9746041540170169	0.0016729613	0.000117269665	-21.218914	-31.610928	-3.8589892
65000	-1.6165948000685912	0.0014325033	0.00011219993	-20.194832	-32.016132	-3.8272657
66000	-0.5519433114081779	0.0029466045	0.00010038646	-19.14219	-32.732433	-3.8512335
67000	-0.4522618467694624	0.0018177058	0.00015430624	-18.229181	-34.526814	-4.064351
68000	-1.4796746875508193	0.011045966	7.370835e-05	-17.39412	-34.424168	-3.943319
69000	-0.7133710254174467	0.0042573605	8.980714e-05	-16.471138	-32.085575	-3.4460468
70000	-1.2928803892155454	0.004909099	0.00037183336	-15.67229	-35.652992	-3.9512324
71000	-0.9220238893708999	0.0009918622	3.7558628e-05	-14.899723	-33.41276	-3.4883895
72000	-0.7111850548462944	0.00040646072	8.406451e-05	-14.061259	-36.134987	-3.8393822
73000	-0.8837426414273556	0.00055635447	3.2018565e-05	-13.333131	-35.321842	-3.616304
74000	-0.8901851402549128	0.0038820906	0.000109655506	-12.664808	-35.95011	-3.6265182
75000	-0.16654454581904124	0.0040278463	3.0972053e-05	-12.000131	-37.591087	-3.7933528
76000	-1.5643087577313297	0.00035423622	2.1762884e-05	-11.359239	-35.881668	-3.447168
77000	-0.7358548145841878	0.00042374225	3.364803e-05	-10.750788	-38.446777	-3.7500424
78000	-1.073323308066792	0.0025617532	3.7687965e-05	-10.14233	-35.675415	-3.2576718
79000	-0.4957965888059043	0.0016530743	4.5275916e-05	-9.580177	-37.48147	-3.4449255
80000	-1.279723331644608	0.00035037336	5.759497e-05	-9.072049	-37.089756	-3.3128262
81000	-0.7089065093412743	0.0004744745	1.8265304e-05	-8.518456	-35.54086	-3.0198827
82000	-1.6422806637933849	0.0027729345	1.2508228e-05	-8.037015	-38.90976	-3.4204793
83000	-0.9031271602407718	0.00043975384	1.2279845e-05	-7.6080103	-37.623512	-3.1696472
84000	-1.1537735485429714	0.00036502612	1.42506615e-05	-7.1274	-39.659035	-3.3761482
85000	-2.0240241201421076	0.00036516786	1.0387004e-05	-6.7451644	-40.567802	-3.4267247
86000	1	0.00036154588	1.2048894e-05	-6.319394	-38.522484	-3.0857143
87000	-1.9456292250215124	0.0002406772	1.5676991e-05	-5.9149275	-32.7367	-2.2670271
88000	-1.3776212393252911	0.00040101912	0.00020698382	-5.547514	-41.304134	-3.3156633
89000	-1.6851891279172033	0.00018834634	6.8141653e-06	-5.213542	-39.913284	-3.0729706
90000	-1.8297683401708962	0.00038904516	2.6303878e-05	-4.858053	-35.456253	-2.450467
91000	-0.6046012065550211	0.000476406	8.408759e-05	-4.5581927	-37.02466	-2.5900834
92000	-1.4175299913077304	0.0002814757	1.5790405e-05	-4.246863	-40.103004	-2.912548
93000	-1.6712214939108863	0.00027645123	9.896125e-05	-3.9600222	-37.085384	-2.4893098
94000	-1.3693499806905869	0.0004403409	0.00030114164	-3.6826954	-35.08193	-2.196158
95000	-0.9800300169194129	0.00014911129	1.4165964e-05	-3.4220183	-40.15995	-2.7482924
96000	-0.3838792923683345	0.00035746244	0.00013376714	-3.1819131	-43.205105	-3.0481386
97000	-1.0473940365571939	0.0011722372	6.1466885e-06	-2.9365635	-43.560112	-3.0316684
98000	-0.9775809205042614	0.000107591775	0.00011217761	-2.7131565	-37.25416	-2.2552776
99000	-0.8066842110224406	0.00057010003	4.884488e-05	-2.4795208	-34.693214	-1.9187775
100000	-0.8079633767183876	0.00014891743	1.44713795e-05	-2.2948658	-36.117817	-2.035307
