Averaged Steps Traning	Averaged Return Training	Averaged Steps Validation	Averaged Return Validation	Cumulative Successes	Number of episodes	Sampling time (s)	Epsilon threshold	Gradient update	Updates target network	Average q-value evaluation
60.0	-31.34	100.0	-42.2	112	360	0.002989906734890408	0.7342332371502079	10726	6271	-0.6464606523513794
57.0	-0.39	81.0	-49.21	123	380	0.0027514131445633737	0.72679867428028	11580	6271	-0.6309921741485596
60.0	-21.76	100.0	-38.29	129	400	0.003316485285758972	0.7179653824300938	12611	6271	-0.6476456522941589
60.0	-38.17	62.0	-27.46	133	420	0.0026312606675284247	0.7094863994873918	13613	6271	-0.6566475629806519
55.0	-0.33	100.0	-46.71	140	440	0.002572243863886053	0.7013429767527877	14587	6271	-0.6495356559753418
30.0	-0.49	100.0	-37.83	148	460	0.0012566250303517217	0.6940403307195353	15469	6272	-1.0602443218231201
31.0	-0.31	100.0	-36.14	156	480	0.0011913210153579711	0.6873292190674903	16287	6272	-1.054839015007019
60.0	-17.3	100.0	-49.86	165	500	0.0022137794494628904	0.6804042936316346	17141	6272	-1.0352932214736938
60.0	-28.18	61.0	-16.88	167	520	0.002218127709168654	0.6718888316310977	18209	6272	-1.0074219703674316
27.0	-0.16	81.0	-30.68	175	540	0.0009053009527700918	0.6646167172170425	19130	6272	-1.0322555303573608
60.0	-13.7	63.0	-20.29	184	560	0.00242155236857278	0.6576726604004772	20019	6272	-1.0174949169158936
60.0	-26.84	80.0	-32.51	191	580	0.0018811398539049873	0.6503191013856009	20973	6272	-1.0029290914535522
60.0	-26.63	93.0	-28.99	198	600	0.002028010686238607	0.6434253040813418	21877	6272	-1.0496454238891602
28.0	-0.5	59.0	-15.51	203	620	0.0010188810286983366	0.6356069609732716	22918	6273	-1.4334487915039062
60.0	-17.88	82.0	-20.72	211	640	0.0018453925848007202	0.6290775170252418	23795	6273	-1.399882435798645
40.0	-0.29	83.0	-40.03	218	660	0.00110159462148493	0.6226423492413193	24669	6273	-1.4112268686294556
1.0	-0.01	6.0	-2.17	224	680	3.0228320290060603e-05	0.6155288717333912	25649	6273	-1.389686107635498
60.0	-23.02	62.0	-16.28	228	700	0.001619349547794887	0.608203644154806	26672	6273	-1.4066596031188965
60.0	-18.15	100.0	-23.36	235	720	0.0015188121133380467	0.6018141746555655	27573	6273	-1.399489164352417
60.0	-20.55	81.0	-23.77	241	740	0.0014535626849612674	0.5953069512846003	28502	6273	-1.410692811012268
60.0	-22.97	80.0	-27.65	253	760	0.0014877595399555407	0.58980682791965	29293	6273	-1.424918532371521
60.0	-30.87	100.0	-39.06	257	780	0.0014646028861021385	0.5828280954222927	30314	6274	-1.7719045877456665
20.0	-0.37	100.0	-29.42	264	800	0.00047964662313461305	0.5766303343091623	31230	6274	-1.7923774719238281
60.0	-24.68	81.0	-20.67	271	820	0.0014166959902135337	0.5706217911706334	32128	6274	-1.8051718473434448
10.0	-0.21	100.0	-28.2	278	840	0.0002666405269077846	0.5646432022964385	33032	6274	-1.8221458196640015
60.0	-19.18	63.0	-30.4	286	860	0.0013990890148074127	0.5592677193449799	33852	6274	-1.7999756336212158
1.0	-0.01	84.0	-20.67	296	880	2.637207508087158e-05	0.5538476040769901	34688	6274	-1.8023163080215454
60.0	-12.43	100.0	-34.65	304	900	0.0012283497386508517	0.5475638298050105	35672	6274	-1.785683512687683
60.0	-34.77	61.0	-15.72	311	920	0.001194033156270566	0.5418315842637315	36579	6274	-1.828802466392517
60.0	-15.4	100.0	-33.99	322	940	0.0011989093841390406	0.5370656161776797	37338	6274	-1.7988818883895874
60.0	-16.25	61.0	-23.88	330	960	0.001282179355621338	0.5309911397627128	38322	6275	-2.1252353191375732
60.0	-30.52	46.0	-10.38	339	980	0.001130272660936628	0.5259195605379174	39150	6275	-2.124845027923584
60.0	-0.25	64.0	-16.54	346	1000	0.0011837649345397949	0.5202896819820254	40082	6275	-2.1456797122955322
60.0	-38.39	80.0	-31.11	352	1020	0.0011689454901452159	0.5150634507407424	40956	6275	-2.156825065612793
60.0	-17.29	100.0	-26.74	359	1040	0.0010421120203458346	0.5094356320917508	41910	6275	-2.1592700481414795
60.0	-29.89	81.0	-23.29	363	1060	0.001145575856262783	0.5032975936803623	42966	6275	-2.1476199626922607
13.0	-0.19	100.0	-29.45	371	1080	0.00022328032387627496	0.4978793327006659	43908	6275	-2.14455509185791
60.0	-18.93	43.0	-14.65	378	1100	0.000966927788474343	0.4923322734244334	44885	6275	-2.1643974781036377
31.0	-0.25	61.0	-18.37	384	1120	0.0006067284515925816	0.4872253990769105	45794	6276	-2.5215017795562744
60.0	-17.63	31.0	-12.08	395	1140	0.0011620490174544485	0.48324303378101163	46506	6276	-2.515535831451416
60.0	-12.34	70.0	-18.23	400	1160	0.0010358516512245968	0.4775511154291242	47544	6276	-2.525225877761841
60.0	-23.56	66.0	-18.23	404	1180	0.0010726308418532548	0.4716545384388986	48635	6276	-2.5044362545013428
60.0	-22.79	100.0	-29.76	408	1200	0.001156768798828125	0.4656418074144349	49764	6276	-2.534085512161255
60.0	-19.29	80.0	-25.28	416	1220	0.0010458488933375624	0.4612335698234322	50597	6276	-2.506376028060913
60.0	-13.73	87.0	-21.91	419	1240	0.0009812708823911606	0.4557141507674172	51658	6276	-2.5333869457244873
17.0	-0.49	62.0	-21.94	429	1260	0.0002942774030897352	0.45147643910449403	52478	6276	-2.513385534286499
60.0	-25.53	100.0	-24.01	433	1280	0.0009632255882024765	0.44604341911918727	53548	6277	-2.870788335800171
60.0	-23.81	100.0	-39.05	439	1300	0.0009844438846294697	0.4415345843094106	54444	6277	-2.892544746398926
60.0	-21.65	100.0	-33.79	445	1320	0.0009473105271657308	0.4367337027104475	55411	6277	-2.868896007537842
60.0	-11.03	100.0	-47.77	451	1340	0.0009377548943704634	0.4317148444998015	56436	6277	-2.8550124168395996
60.0	-34.27	41.0	-10.16	459	1360	0.0009375894770902746	0.427237080101526	57360	6277	-2.875730037689209
60.0	-21.43	62.0	-14.56	466	1380	0.0009066512619239697	0.4231195394815095	58218	6277	-2.864654064178467
60.0	-14.44	100.0	-38.83	471	1400	0.0009043548788343157	0.418516817933321	59191	6277	-2.863999605178833
56.0	-0.38	68.0	-19.15	481	1420	0.0008600387774722677	0.41424395510615514	60104	6278	-3.233440399169922
4.0	-0.07	81.0	-32.46	491	1440	5.690554777781169e-05	0.41030876682908796	60953	6278	-3.230689764022827
60.0	-19.97	63.0	-17.22	496	1460	0.0008713771219122899	0.4058018054236654	61940	6278	-3.2143619060516357
28.0	-0.48	88.0	-26.93	501	1480	0.0004423162421664676	0.4014961821098599	62894	6278	-3.2545292377471924
60.0	-27.74	100.0	-39.87	506	1500	0.0008422074317932129	0.3970473928656507	63893	6278	-3.2221946716308594
60.0	-29.91	89.0	-26.43	514	1520	0.0008452566046463815	0.39355985590627257	64681	6278	-3.215233564376831
60.0	-32.77	80.0	-25.73	520	1540	0.000815783692644788	0.389105527494674	65705	6278	-3.2201695442199707
47.0	-0.46	100.0	-31.33	524	1560	0.0006158162385989458	0.3844245686932626	66797	6278	-3.202037811279297
35.0	-0.43	63.0	-16.55	532	1580	0.0004626108121268357	0.3805469971998525	67710	6279	-3.6140296459198
37.0	-0.41	71.0	-18.05	535	1600	0.0005316565930843354	0.37611867520204023	68769	6279	-3.626927614212036
1.0	-0.04	100.0	-11.35	543	1620	2.2546008781150534e-05	0.37240188245134465	69666	6279	-3.6132373809814453
60.0	-21.09	81.0	-33.34	554	1640	0.0008142641404779946	0.368357144816015	70656	6279	-3.6127994060516357
60.0	-23.12	61.0	-23.92	561	1660	0.0008211110011640801	0.36475241620650434	71547	6279	-3.631016492843628
13.0	-0.31	80.0	-30.85	572	1680	0.00015955567359924317	0.36198694671562814	72233	6279	-3.5952231884002686
60.0	-24.65	100.0	-28.54	578	1700	0.0007468836447771858	0.3583078662491446	73162	6279	-3.6244282722473145
44.0	-0.45	100.0	-41.77	586	1720	0.00053704020588897	0.355053249375283	73991	6279	-3.6213881969451904
60.0	-15.84	86.0	-24.74	588	1740	0.0007377484749103415	0.3506543750902676	75133	6280	-3.9786930084228516
60.0	-15.96	80.0	-35.74	593	1760	0.0007399022579193115	0.34708665071030814	76068	6280	-3.9745888710021973
60.0	-28.25	100.0	-60.76	598	1780	0.0007937120587638255	0.3434805445933124	77025	6280	-3.991224765777588
60.0	-32.29	100.0	-40.37	605	1800	0.0006775041421254476	0.34023729571811356	77894	6280	-3.958752155303955
60.0	-22.6	100.0	-24.78	614	1820	0.000720068124624399	0.3371913876646488	78718	6280	-3.9729485511779785
60.0	-17.99	81.0	-32.61	621	1840	0.0007562264152195143	0.3336663857174098	79686	6280	-3.9634454250335693
60.0	-21.72	62.0	-21.47	626	1860	0.0007011918611423944	0.3300796002807388	80684	6280	-3.9588780403137207
60.0	-15.41	100.0	-32.44	627	1880	0.0007052819779578676	0.3261133167755078	81805	6280	-3.9623286724090576
60.0	-22.62	100.0	-30.59	633	1900	0.000691983699798584	0.32282998878311303	82742	6281	-4.370774745941162
60.0	-13.48	100.0	-21.6	639	1920	0.0006475026408831278	0.3195857036113672	83679	6281	-4.338034629821777
60.0	-24.18	82.0	-30.1	647	1940	0.0006771070441019903	0.31669984485969327	84520	6281	-4.36139440536499
60.0	-15.43	100.0	-32.09	655	1960	0.0006572719739407909	0.31347246081522817	85474	6281	-4.400708198547363
60.0	-14.5	69.0	-30.91	665	1980	0.0005999126819649128	0.3102711180594802	86432	6281	-4.3836798667907715
5.0	-0.16	100.0	-53.65	675	2000	6.18290901184082e-05	0.30784892450664253	87160	6281	-4.364089488983154
4.0	-0.11	100.0	-36.91	684	2020	4.216397162711266e-05	0.3053566893359855	87917	6281	-4.3707594871521
1.0	-0.01	46.0	-14.74	693	2040	1.2263246611052869e-05	0.30253790328874447	88785	6281	-4.393355369567871
60.0	-22.06	100.0	-53.29	698	2060	0.0005961383430703172	0.29953491604897015	89722	6281	-4.371450424194336
45.0	-0.44	82.0	-36.8	707	2080	0.0004547326610638545	0.29691307447475823	90547	6282	-4.725724697113037
58.0	-0.37	100.0	-23.5	718	2100	0.0005741011528741746	0.29449597570234587	91314	6282	-4.703423976898193
51.0	-0.28	100.0	-34.54	726	2120	0.0005222772652248166	0.29151011336035804	92277	6282	-4.715945243835449
2.0	-0.04	62.0	-21.95	734	2140	2.2910131472293463e-05	0.28881133561929784	93156	6282	-4.722111225128174
60.0	-24.43	87.0	-18.71	739	2160	0.0006307354679814092	0.2857534014186527	94167	6282	-4.694072246551514
60.0	-13.47	100.0	-32.78	746	2180	0.0006020777816072517	0.2830286365086671	95077	6282	-4.731383323669434
29.0	-0.37	95.0	-28.73	751	2200	0.00029221198775551536	0.2802461259264368	96018	6282	-4.698797225952148
60.0	-22.96	31.0	-12.92	758	2220	0.0005610958949939625	0.2776846026302385	96893	6282	-4.705353260040283
60.0	-37.98	80.0	-29.54	764	2240	0.0005984861935888017	0.274994025717304	97824	6283	-5.118154525756836
60.0	-30.87	100.0	-31.26	773	2260	0.0005891595266561592	0.2727218869671813	98616	6283	-5.10639762878418
60.0	-21.07	55.0	-17.83	776	2280	0.0005828097201230233	0.2696666894351101	99701	6283	-5.067033290863037
60.0	-16.01	86.0	-32.89	782	2300	0.0005945762344028639	0.26704644208885897	100641	6283	-5.097061634063721
13.0	-0.18	100.0	-39.88	788	2320	0.00011925419856762063	0.2644252836003816	101593	6283	-5.111989974975586
60.0	-31.77	60.0	-17.87	797	2340	0.0005780519583286383	0.2618887450630321	102525	6283	-5.110060214996338
60.0	-21.04	62.0	-20.76	802	2360	0.0005413679753319692	0.25913894704840373	103550	6283	-5.09542989730835
60.0	-18.83	53.0	-10.94	811	2380	0.0005614794602915019	0.25682258520980555	104421	6283	-5.089338779449463
1.0	0.0	42.0	-15.26	817	2400	6.06377919514974e-06	0.25438620165780407	105349	6284	-5.448802947998047
60.0	-15.08	81.0	-33.03	825	2420	0.0005655534011273345	0.25208963760328224	106233	6284	-5.490514755249023
60.0	-21.07	61.0	-20.41	826	2440	0.0005682466460055992	0.2491306913235647	107393	6284	-5.463356971740723
60.0	-21.9	67.0	-18.01	832	2460	0.0005312750009986443	0.24675294383228563	108334	6284	-5.429261207580566
30.0	-0.3	67.0	-19.32	841	2480	0.00026610166795792116	0.24473435533526755	109139	6284	-5.4610819816589355
60.0	-19.35	83.0	-28.2	847	2500	0.0005528579711914063	0.242428344772731	110072	6284	-5.458907127380371
60.0	-24.64	32.0	-11.59	855	2520	0.0005161261747753809	0.24032085329966496	110933	6284	-5.501660346984863
60.0	-20.44	48.0	-21.71	862	2540	0.0005269805277426412	0.2381964472566201	111811	6284	-5.468733787536621
60.0	-16.95	100.0	-38.48	867	2560	0.0005173077806830406	0.23592137131766333	112764	6285	-5.857869625091553
60.0	-13.32	100.0	-52.67	872	2580	0.0005268785380577857	0.23368068629463068	113714	6285	-5.858150959014893
60.0	-17.74	12.0	-2.51	879	2600	0.0004850124395810641	0.23161223722268565	114600	6285	-5.860997676849365
12.0	-0.26	79.0	-25.99	890	2620	0.00010884608931213845	0.22980516526913436	115380	6285	-5.8347296714782715
60.0	-34.0	85.0	-36.75	895	2640	0.0005108770999041471	0.22752942138906979	116379	6285	-5.866640567779541
33.0	-0.5	80.0	-23.03	905	2660	0.00029088007776360765	0.22569707537332456	117189	6285	-5.8622636795043945
60.0	-24.04	100.0	-29.7	914	2680	0.0004897460119048161	0.22372721679447632	118071	6285	-5.822561740875244
60.0	-21.62	100.0	-31.49	924	2700	0.0004809178246392144	0.22188898793946255	118902	6285	-5.857188701629639
60.0	-14.85	62.0	-18.81	931	2720	0.0005109028781161589	0.21980892757277237	119856	6285	-5.833374977111816
60.0	-29.4	81.0	-16.61	937	2740	0.0004895772377069849	0.2178547210252803	120762	6286	-6.240262985229492
60.0	-18.92	81.0	-32.62	946	2760	0.00047822663749473685	0.21616376687602373	121552	6286	-6.2226762771606445
31.0	-0.38	64.0	-20.77	950	2780	0.0002464566299383589	0.21405452621461213	122554	6286	-6.234388828277588
60.0	-17.04	84.0	-25.7	954	2800	0.00046930219445909775	0.21183039615313448	123626	6286	-6.237485885620117
60.0	-20.18	71.0	-17.53	962	2820	0.0005027520741131289	0.2100980355020718	124467	6286	-6.198202133178711
1.0	-0.05	45.0	-10.04	974	2840	6.698134919287453e-06	0.2086953536418007	125151	6286	-6.162409782409668
60.0	-23.71	81.0	-31.78	982	2860	0.00046586598549689447	0.2070534745340632	125963	6286	-6.224338054656982
60.0	-21.23	86.0	-23.36	990	2880	0.00044860864679018654	0.20515294145311713	126917	6286	-6.17909574508667
49.0	-0.3	81.0	-20.58	996	2900	0.00040377510005030137	0.2031662372425745	127928	6287	-6.5912909507751465
60.0	-24.94	80.0	-25.44	1004	2920	0.00045816032853845045	0.2015133666066658	128776	6287	-6.577620983123779
60.0	-28.56	100.0	-36.08	1013	2940	0.00046831101787333585	0.19992705105246572	129598	6287	-6.572659969329834
60.0	-30.24	100.0	-47.37	1019	2960	0.00044279863705506197	0.19806092574351492	130580	6287	-6.590445041656494
2.0	-0.07	48.0	-12.63	1028	2980	1.1971412889109361e-05	0.19630395621883762	131515	6287	-6.617530822753906
60.0	-15.81	83.0	-27.08	1033	3000	0.0004557809034983317	0.19451363305223013	132480	6287	-6.574911594390869
60.0	-16.61	50.0	-12.64	1039	3020	0.0004236074472894732	0.19280054258089457	133414	6287	-6.588832378387451
60.0	-23.33	81.0	-32.45	1044	3040	0.00043554745222392833	0.19113245540934815	134334	6287	-6.571140289306641
60.0	-24.37	67.0	-25.29	1052	3060	0.00042496794968648673	0.18946467585024102	135265	6288	-6.91975736618042
40.0	-0.27	100.0	-49.29	1059	3080	0.0002852274225903796	0.18775632307003975	136231	6288	-6.938567638397217
60.0	-25.06	80.0	-24.95	1064	3100	0.00045173498892015027	0.18601447984054553	137229	6288	-6.912999153137207
60.0	-17.61	81.0	-18.55	1071	3120	0.0004417348366517287	0.18446599603363706	138125	6288	-6.9261980056762695
60.0	-17.64	62.0	-19.04	1077	3140	0.00040450559300222213	0.18284710088308742	139074	6288	-6.938304424285889
60.0	-18.84	100.0	-37.23	1087	3160	0.00042323258858692795	0.18136915660769426	139949	6288	-6.917604923248291
10.0	-0.26	69.0	-24.87	1096	3180	7.380449546957916e-05	0.17997587411270471	140782	6288	-6.954416751861572
21.0	-0.14	100.0	-46.31	1106	3200	0.0001507057249546051	0.17871798513589576	141540	6288	-6.91107177734375
41.0	-0.23	84.0	-22.0	1114	3220	0.0002862802203397573	0.17722235082261129	142455	6288	-6.891857147216797
40.0	-0.18	100.0	-31.07	1121	3240	0.0002613682805755992	0.1756435399334887	143434	6289	-7.248676300048828
60.0	-12.27	67.0	-20.88	1129	3260	0.000421487773122963	0.17421157349333558	144331	6289	-7.233896732330322
60.0	-16.65	81.0	-37.94	1137	3280	0.00039638709731218294	0.1726624592701383	145315	6289	-7.243802547454834
60.0	-20.89	70.0	-22.66	1145	3300	0.0004327575365702311	0.17121445709509076	146245	6289	-7.258985996246338
60.0	-15.21	100.0	-41.21	1151	3320	0.0003875126321631742	0.1698419569690782	147136	6289	-7.248769283294678
33.0	-0.43	83.0	-33.88	1158	3340	0.00023302068253477177	0.16845537998846039	148047	6289	-7.1905517578125
43.0	-0.38	63.0	-18.79	1162	3360	0.0003070983858335586	0.16681001942746204	149146	6289	-7.2575907707214355
60.0	-21.03	100.0	-30.63	1168	3380	0.0004009248236932698	0.165426775376118	150079	6290	-7.6447672843933105
1.0	-0.02	100.0	-27.9	1177	3400	7.186426835901597e-06	0.16412836794340802	150964	6290	-7.618053436279297
50.0	-0.48	59.0	-17.21	1184	3420	0.00031496648899993003	0.16264444453256988	151991	6290	-7.593627452850342
60.0	-29.21	100.0	-36.56	1188	3440	0.00039856031883594604	0.16115202395701964	153038	6290	-7.6274590492248535
60.0	-13.85	100.0	-36.64	1193	3460	0.0003771396730676552	0.15968486049247335	154081	6290	-7.601674556732178
60.0	-16.44	48.0	-9.96	1202	3480	0.0003882114229531124	0.15834941724130824	155041	6290	-7.638054847717285
60.0	-13.1	83.0	-34.02	1209	3500	0.0003797614233834403	0.15709580947646745	155952	6290	-7.64021635055542
60.0	-30.8	80.0	-28.83	1216	3520	0.00037984455173665826	0.15594539813732944	156796	6290	-7.616225719451904
60.0	-28.15	82.0	-29.6	1223	3540	0.0003750034644778839	0.15468688522079488	157732	6291	-7.961606025695801
26.0	-0.42	87.0	-36.83	1237	3560	0.00015311529127399573	0.1536659644282708	158496	6291	-7.958471775054932
60.0	-15.81	65.0	-30.18	1242	3580	0.000374031599673479	0.1523398205067904	159506	6291	-7.978221893310547
60.0	-12.91	63.0	-24.64	1252	3600	0.0003776093986299303	0.15127214007444695	160325	6291	-7.969277381896973
47.0	-0.22	100.0	-48.94	1261	3620	0.00029247524988585414	0.15013045136349182	161212	6291	-7.949316501617432
21.0	-0.18	84.0	-26.04	1268	3640	0.00013309324180686867	0.1490201979957464	162084	6291	-7.953667640686035
15.0	-0.27	100.0	-41.89	1277	3660	8.70337251757012e-05	0.1480398324325723	162860	6291	-7.966667175292969
60.0	-22.19	62.0	-19.81	1284	3680	0.0003616382894308671	0.14686796343099112	163802	6291	-7.953512668609619
60.0	-29.23	81.0	-38.46	1292	3700	0.0003572719161574905	0.14576634797174515	164697	6291	-7.967937469482422
19.0	-0.34	83.0	-34.76	1299	3720	0.00012309121829207225	0.14466897656068706	165599	6292	-8.339396476745605
60.0	-24.42	100.0	-24.59	1306	3740	0.00036251047715783757	0.1435186937517404	166557	6292	-8.347723960876465
60.0	-16.84	48.0	-12.91	1317	3760	0.00036301676263200477	0.1426761677538353	167261	6292	-8.347113609313965
60.0	-22.55	61.0	-18.53	1322	3780	0.00036634837508832337	0.14150433511675614	168259	6292	-8.31677532196045
60.0	-24.57	100.0	-28.65	1329	3800	0.0003541720540899979	0.1404038043006412	169207	6292	-8.328326225280762
14.0	-0.14	100.0	-41.27	1337	3820	9.226305946629709e-05	0.13933325808268265	170140	6292	-8.3041410446167
60.0	-20.98	100.0	-31.21	1345	3840	0.00033789966255426407	0.13844327176522475	170921	6292	-8.357741355895996
5.0	-0.13	61.0	-18.89	1355	3860	2.8024683344549465e-05	0.13757638197950517	171689	6292	-8.317666053771973
60.0	-33.47	75.0	-20.95	1362	3880	0.00032465402612981106	0.1365047088029367	172654	6293	-8.679457664489746
56.0	-0.3	96.0	-35.38	1367	3900	0.00034190269616933967	0.13539062775242977	173671	6293	-8.653071403503418
60.0	-22.48	61.0	-21.51	1374	3920	0.00033253127214859945	0.13447125926660286	174517	6293	-8.66930103302002
28.0	-0.16	49.0	-23.8	1383	3940	0.0001867743918133266	0.1336453928564876	175283	6293	-8.700969696044922
1.0	0.0	41.0	-16.72	1392	3960	1.9238452718715475e-06	0.13272309698924273	176150	6293	-8.670613288879395
15.0	-0.2	43.0	-14.49	1399	3980	8.148637848283778e-05	0.13170162156651571	177124	6293	-8.657633781433105
16.0	-0.3	100.0	-34.44	1409	4000	9.279888868331909e-05	0.13087755542051535	177915	6293	-8.705924034118652
60.0	-21.94	31.0	-12.85	1416	4020	0.0003444182932080321	0.12984392962039754	178924	6293	-8.693609237670898
60.0	-32.22	61.0	-21.59	1421	4040	0.00031581993150238944	0.12887377970457775	179882	6293	-8.67878532409668
43.0	-0.24	90.0	-27.76	1431	4060	0.00024438315424425846	0.1280548160304931	180697	6294	-8.980931282043457
60.0	-28.38	69.0	-21.22	1437	4080	0.0003315243066525927	0.1271112241802786	181650	6294	-9.014786720275879
60.0	-14.23	54.0	-16.83	1441	4100	0.00034935916342386384	0.126105752206719	182680	6294	-8.981915473937988
60.0	-17.54	62.0	-19.82	1441	4120	0.0003277925611699669	0.124972685171311	183860	6294	-9.003265380859375
60.0	-21.94	84.0	-36.72	1448	4140	0.00031408895041055724	0.12415065110662486	184722	6294	-9.032401084899902
60.0	-27.24	31.0	-12.25	1455	4160	0.0003130906476424291	0.12333579677338354	185586	6294	-8.964569091796875
60.0	-22.42	100.0	-40.56	1464	4180	0.0003206914121454412	0.12251176680749842	186470	6294	-8.995074272155762
60.0	-15.58	100.0	-24.31	1471	4200	0.00033833878380911693	0.12169789218569212	187353	6294	-8.98271369934082
60.0	-17.66	100.0	-48.77	1476	4220	0.00031016810810396457	0.12075858341262091	188388	6295	-9.315248489379883
60.0	-12.56	66.0	-21.67	1486	4240	0.0003242243011042757	0.11996263749511948	189273	6295	-9.342056274414062
2.0	-0.06	85.0	-24.95	1498	4260	1.1531791776558602e-05	0.11927255870440671	190046	6295	-9.372118949890137
56.0	-0.29	100.0	-38.16	1507	4280	0.00029444087331540115	0.11850531609508154	190917	6295	-9.337593078613281
60.0	-26.57	44.0	-11.21	1512	4300	0.00032143027283424553	0.11761205864643291	191947	6295	-9.348012924194336
60.0	-17.98	69.0	-15.23	1520	4320	0.0003324060528366654	0.11685234286190267	192831	6295	-9.37088680267334
2.0	-0.04	73.0	-22.47	1530	4340	7.824853817988101e-06	0.11608959685236181	193729	6295	-9.346261024475098
60.0	-26.31	90.0	-34.8	1541	4360	0.0003109143414628615	0.11542954072244757	194512	6295	-9.356878280639648
60.0	-25.45	81.0	-30.54	1548	4380	0.0003286019852172294	0.1147080975808321	195379	6296	-9.707566261291504
60.0	-23.46	67.0	-16.27	1556	4400	0.0003353681889447299	0.11395942190134277	196290	6296	-9.711909294128418
24.0	-0.12	100.0	-33.16	1566	4420	0.00013167399626511794	0.11331668303521981	197078	6296	-9.705245971679688
60.0	-16.63	81.0	-40.32	1573	4440	0.0003005412784782616	0.11256142345934561	198018	6296	-9.694666862487793
60.0	-33.03	62.0	-22.68	1580	4460	0.0003012122060151378	0.11178041157935575	199003	6296	-9.722846031188965
26.0	-0.39	60.0	-21.15	1589	4480	0.00013445386929171425	0.11112976192623869	199830	6296	-9.667984962463379
60.0	-15.7	80.0	-35.44	1598	4500	0.00031490061018202037	0.11039152916448734	200782	6296	-9.678390502929688
60.0	-23.72	100.0	-34.42	1603	4520	0.0003095232279954758	0.10963909703265351	201765	6296	-9.707245826721191
60.0	-20.44	80.0	-24.9	1611	4540	0.00028188123576966675	0.10897707738322887	202638	6297	-10.061379432678223
60.0	-23.54	61.0	-22.22	1619	4560	0.00028416247744309273	0.10832313547152403	203510	6297	-10.054824829101562
60.0	-18.46	100.0	-30.5	1625	4580	0.0003064619401656905	0.10762960143436065	204447	6297	-10.075493812561035
26.0	-0.34	100.0	-28.86	1636	4600	0.00012897377428801164	0.10709042129767729	205179	6297	-10.08808422088623
60.0	-34.73	25.0	-7.68	1640	4620	0.00028393748518708463	0.1063410753738787	206216	6297	-10.072802543640137
5.0	-0.21	62.0	-16.71	1648	4640	2.6437486040181126e-05	0.10578116956741965	206995	6297	-10.062312126159668
60.0	-23.8	81.0	-35.09	1653	4660	0.00028661929486647184	0.10505382535458117	208025	6297	-10.027219772338867
60.0	-20.44	80.0	-37.25	1663	4680	0.00028569290780613564	0.10445631657209305	208878	6297	-10.046760559082031
60.0	-33.01	61.0	-23.26	1668	4700	0.0002967375897346659	0.10372743954408543	209936	6297	-10.023468971252441
33.0	-0.13	50.0	-20.91	1678	4720	0.0001406522120459605	0.10313901209155726	210797	6298	-10.389864921569824
60.0	-28.65	89.0	-30.2	1681	4740	0.0002845267706279513	0.10243694234362591	211841	6298	-10.42569637298584
25.0	-0.11	83.0	-25.75	1694	4760	0.00011763131919027377	0.10192427200217788	212607	6298	-10.373291015625
60.0	-18.54	83.0	-19.47	1705	4780	0.00026986978044070956	0.10137613933894996	213436	6298	-10.354613304138184
60.0	-25.1	82.0	-28.89	1715	4800	0.0002923901379108429	0.10087702006869045	214197	6298	-10.371912956237793
