Averaged Steps	Averaged Rewards	Cumulative Successes	Policy update	Number of episodes	Sampling time (s)	Epsilon threshold	Gradient update	Updates target network	Average q-value evaluation
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	32	0	0.08928167819976807
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	63	0	0.0883215144276619
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	94	0	0.0874873474240303
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	125	0	0.08870977908372879
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	156	0	0.08994895964860916
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	188	0	0.09240024536848068
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	219	0	0.088098905980587
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	250	0	0.08882195502519608
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	281	0	0.09049725532531738
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	312	0	0.08701955527067184
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	344	0	0.09052544087171555
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	375	0	0.09192521125078201
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	406	0	0.09025127440690994
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	437	0	0.08788802474737167
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	468	0	0.08955258876085281
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	500	0	0.08849026262760162
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	531	0	0.0903516560792923
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	562	0	0.0860542580485344
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	593	0	0.08995026350021362
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	624	0	0.09113524109125137
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	656	0	0.09007669240236282
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	687	0	0.0893176794052124
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	718	0	0.09253793209791183
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	749	0	0.09423863887786865
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	780	0	0.09086968004703522
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	812	0	0.09070789068937302
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	843	0	0.09314637631177902
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	874	0	0.08932506293058395
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	905	0	0.09013976901769638
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	936	0	0.09061253070831299
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	968	0	0.09177540987730026
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	999	0	0.09031390398740768
1500.0	97.36	0	0	13	224.4141812324524	0.5517744976062074	1030	0	0.09179330617189407
