Training steps	Validation return	Validation steps	Validation return std	Validation steps std	Q-value evaluation	Q-network loss	Value-network loss	Policy-network loss	Alpha loss	Log Pi
11000	-0.6711800150210758	60.0	0.27716786263987137	0.0	-0.6489907563860373	0.10170647933612595	0.013853872296250545	-0.041963255454615905	-0.26822937861980956	-0.6822861520850361
12000	-0.5396708355348723	60.0	0.2878341951410794	0.0	-0.6230761250763188	0.10070538200172977	0.01952168967733612	-0.07193700887775549	-0.5398339766820821	-0.6989311540626668
13000	-0.19168821460922478	48.2	0.6114984205626072	23.599999999999998	-0.5981618395917891	0.14672035215027351	0.05255073131277638	-0.13568685839598918	-0.8079601903426514	-0.6928439366275524
14000	-0.4218640075494052	60.0	0.17266861138800144	0.0	-0.6852661626519538	0.2115480800313967	0.026406416203855504	0.15877028815905553	-1.0697854993714617	-0.6740379511815675
15000	-0.6516469144893201	60.0	0.26285965821991975	0.0	-0.6912394044210062	0.2678743046353877	0.03221750060882605	0.23799248361833814	-1.342513710910585	-0.6845397081843811
16000	-0.5834228764209104	60.0	0.3293425475430028	0.0	-0.7923011352329269	0.28869168838152204	0.02171600586970899	0.40830727570082087	-1.6205203387302705	-0.7004148339922097
17000	-0.44661415306269114	50.0	0.4170512474730647	20.0	-0.8939793848723041	0.25358457652073074	0.017892149909565738	0.44809051816158213	-1.8839245828729734	-0.6909141727937884
18000	-0.6898611833330739	60.0	0.3240003181929078	0.0	-0.936182938567156	0.4198597147515645	0.010507386323368971	0.5142940100519813	-2.1497728242157907	-0.6869082977893195
19000	-0.48453800877285025	60.0	0.35046553844062267	0.0	-0.959307963585175	0.3097295925697686	0.007574361558870575	0.6261284097155808	-2.4098514040754977	-0.6772751459221129
20000	-0.29737071252943453	60.0	0.07468118518347686	0.0	-0.9795566387367135	0.2744368525309835	0.009595101394621601	0.6871969737767507	-2.664261547991501	-0.6639481090057255
21000	-0.4684249559235775	60.0	0.14885033557823785	0.0	-0.9919528400567217	0.4161442333939598	0.005847894835399613	0.7411252333468834	-2.956236645057642	-0.6872076489084328
22000	-0.6859742559275107	60.0	0.4166452256163677	0.0	-0.9944301277111155	0.34601210952955597	0.004329813815046612	0.7361525888152354	-3.211468747603595	-0.6759580174582034
23000	-0.5350980422676609	60.0	0.18633267486579413	0.0	-0.9957233770199668	0.4437761091333602	0.007838951786215392	0.7694386581351	-3.5508608020147863	-0.7312060812507188
24000	-0.536798514681717	60.0	0.20247280798569692	0.0	-0.9968462015611073	0.4390064781154657	0.001436672048461947	0.7949636112594437	-3.766321541096898	-0.6899951690574788
25000	-0.6651873041484961	60.0	0.24653930123984139	0.0	-0.998660830316163	0.4350812655397296	0.002625735907712397	0.8428773487584099	-3.9973420281696534	-0.6646975265219204
26000	-0.744267982672409	60.0	0.3440594482994631	0.0	-0.9994438895607118	0.4483700197222532	0.001942196889101576	0.8094804318634994	-4.27081285851293	-0.669100298067034
27000	-0.558938946784284	60.0	0.38450518292552693	0.0	-0.9998662417398965	0.49202256467421496	0.0005398586699151976	0.8715419683060233	-4.595125565770418	-0.7028555659233182
28000	-0.4808023203165332	60.0	0.24663404477522816	0.0	-0.9999992164235076	0.4891627966841292	0.0006775817531807921	0.8855908410466428	-4.846341723145343	-0.6922545216756042
29000	-0.6358893204812872	60.0	0.16407571101744847	0.0	-1.0	0.7257563328704175	0.0005176210127697785	0.8956224460694666	-5.126543547766765	-0.6980107242163216
30000	-0.48798833746633374	60.0	0.17579067249152427	0.0	-1.0	0.5561851327153932	0.0002606516785064921	0.9086861982943168	-5.350033608189099	-0.674866297968546
31000	-0.32528947410206593	60.0	0.07857341658179397	0.0	-1.0	0.5865486783236261	0.00021273200298327238	0.9161970878187913	-5.63774782158538	-0.6844956483107426
32000	-0.40692729350157497	60.0	0.16845774042335818	0.0	-1.0	0.6072618310888771	0.00016234232367403164	0.9234286932603748	-5.9208566660598105	-0.6911884743071492
33000	-0.4636871783597707	60.0	0.3426550694817175	0.0	-1.0	0.7863818500931967	0.0001401848935873762	0.9325364479271094	-6.1482508395740965	-0.6730312302171044
34000	-0.6032405919500652	60.0	0.18596322938234403	0.0	-1.0	0.6106282846461183	7.015721246191406e-05	0.9381762485106127	-6.4361963597825635	-0.6816327606986161
35000	-0.54661293881985	60.0	0.253157089472102	0.0	-1.0	0.6901653544473983	5.671539967062548e-05	0.9436998416229121	-6.715322221960357	-0.686016691355362
36000	-0.755812652093415	60.0	0.21396640571547215	0.0	-1.0	0.6646718767422899	4.845512599978218e-05	0.9501705543632446	-6.944964257009092	-0.6710297325054309
37000	-0.6865571351495313	60.0	0.2292903856313861	0.0	-1.0	0.7515773696837939	4.103434731126292e-05	0.9530398612691413	-7.287273936180721	-0.6988925875451066
38000	-0.46418675333057396	60.0	0.2914987474344125	0.0	-1.0	0.6311816011514023	8.958160172573077e-05	0.9582055200718603	-7.52507457444594	-0.6874319424424105
39000	-0.6254002788180496	60.0	0.1806626161975593	0.0	-1.0	0.7844396120998918	3.1234121326541085e-05	0.9623166968529216	-7.786795032080972	-0.6850031955333302
40000	-0.4943670310168864	60.0	0.16317180111419569	0.0	-1.0	0.7144742220290341	8.520179745050389e-05	0.965222654609755	-8.096165851464715	-0.698648601980208
41000	-0.6474127909124536	60.0	0.36659470295787344	0.0	-1.0	0.7184269875000598	2.0212065747050174e-05	0.9705263970802703	-8.22868313919944	-0.6543601033113495
42000	-0.6255382754677992	60.0	0.19940355605807336	0.0	-1.0	0.7743546454434578	1.1153907028194089e-05	0.9723152220105368	-8.573886684960284	-0.6792876472793397
43000	-0.7264760707806466	60.0	0.2942265365192808	0.0	-1.0	0.8018749398680673	1.534710552072658e-05	0.9753570583129622	-8.805344321948493	-0.6682401234586582
44000	-0.6411431208443005	60.0	0.22224940436015198	0.0	-1.0	0.9752240277274029	1.87017193474038e-05	0.9771474091417764	-9.128694985623309	-0.6848650295192134
45000	-0.6294826016356145	60.0	0.28134356306904956	0.0	-1.0	0.7915019144508784	2.9550362340339776e-05	0.9790178725960081	-9.43241149286721	-0.6949365280274723
46000	-0.5197676950049926	60.0	0.10468372069854377	0.0	-1.0	0.7409500124556744	1.3252659490852056e-05	0.9810659700549899	-9.695145254123108	-0.6930572724173043
47000	-0.34377485572354877	60.0	0.17995987626559454	0.0	-1.0	0.773512586782506	5.2311975085138736e-06	0.9833763353403357	-9.888314970545697	-0.6724823947413348
48000	-0.5024677910533036	60.0	0.11441203813769697	0.0	-1.0	0.7625047789439187	4.37687958916434e-06	0.9844655419091124	-10.239245706209863	-0.6945079470941871
49000	-0.4387981236323295	60.0	0.2478103725853565	0.0	-1.0	0.7402852112513603	3.0667269411979453e-06	0.9864070780066716	-10.419509581486547	-0.6716295335640307
50000	-0.8030798880154604	60.0	0.14275019413879683	0.0	-1.0	0.9095921997323644	2.9235019434925916e-06	0.9877203816796046	-10.6823401252315	-0.670548420577183
51000	-0.7611018784987719	60.0	0.23909004841205084	0.0	-1.0	0.8472489260970504	2.7107257929936536e-06	0.988791932254746	-10.973798184806729	-0.6764524716213773
52000	-0.45850525679247545	60.0	0.2886551888506395	0.0	-1.0	0.8428440570953009	6.908949147723401e-06	0.9895586747578158	-11.325939599085835	-0.6965137254612688
53000	-0.5103635503087867	60.0	0.13828590812991284	0.0	-1.0	0.7098314925702411	2.157929581608896e-06	0.990939493142031	-11.473339086315775	-0.6680286249987162
54000	-0.5314638568066696	60.0	0.34653882155714383	0.0	-1.0	0.9377134135575662	1.4745682472327921e-06	0.991656951899525	-11.792319836908703	-0.6798571392237092
55000	-0.557820923267955	60.0	0.26051343700677115	0.0	-1.0	0.6541141179113392	8.997233292376788e-07	0.992387078329068	-12.086660612752326	-0.6856627641902195
56000	-0.8717360009008119	60.0	0.23119849407426754	0.0	-1.0	0.8172508582696987	2.4534421156362264e-06	0.9930097344552593	-12.40238348287431	-0.6958599053977789
57000	-0.5005281259075526	60.0	0.34178620817574756	0.0	-1.0	0.9259071919361924	7.264076514313238e-07	0.9938115788325087	-12.601818995495595	-0.6808867836680098
58000	-0.6965455560832473	60.0	0.38772004933790705	0.0	-1.0	0.9517019211840891	1.1487983623113468e-06	0.994430935901949	-12.85267154631467	-0.6772456456970892
59000	-0.33177867239936243	60.0	0.10472090050349622	0.0	-1.0	0.8793134350324996	4.424799938150817e-07	0.994930490478089	-13.140800724667624	-0.6813751266424859
60000	-0.54665910275305	60.0	0.23432119575485932	0.0	-1.0	0.8819976939908262	3.355530315367585e-07	0.9954020593969491	-13.417604422575973	-0.683055445876884
61000	-0.5460221845863062	60.0	0.3094447117353555	0.0	-1.0	0.8685900217794327	2.973152535944356e-07	0.9958208420107206	-13.702055717850271	-0.6861843804672436
62000	-0.6938364854639043	60.0	0.398549060860454	0.0	-1.0	0.834809132004612	4.6132433176425156e-07	0.9962048751905086	-13.984082398961867	-0.6887203206237711
63000	-0.6601089531877087	60.0	0.3109346556567301	0.0	-1.0	0.8831690252828552	3.747904124512352e-07	0.9965356006471036	-14.285630314845546	-0.6948585087557955
64000	-0.6772878642187268	60.0	0.13120925569581413	0.0	-1.0	0.8880380192468835	2.1277866590749146e-07	0.9969684949010271	-14.432098352400782	-0.672038581280062
65000	-0.8022735690530846	60.0	0.17806141683878707	0.0	-1.0	0.789346454013174	2.051181088154737e-07	0.9971646363502035	-14.824435935247466	-0.6947347451365595
66000	-0.3999768661956308	60.0	0.18405672467974576	0.0	-1.0	0.8025615991628862	8.788606430577773e-08	0.9975227746712315	-14.960415192523062	-0.6708673385773052
67000	-0.5921428559629751	60.0	0.3027129128596049	0.0	-1.0	0.9786542634318955	2.5476960211435584e-07	0.9976964938806849	-15.333798765708785	-0.6894783036521183
68000	-0.47327080938496396	60.0	0.2818910013527239	0.0	-1.0	0.9388838260194043	2.946501146501552e-07	0.99786628548869	-15.698124203044145	-0.7058814230430228
69000	-0.619189810804236	60.0	0.3132746675393994	0.0	-1.0	0.8802665089326724	1.0257717705597658e-07	0.9981144623938526	-15.871778139759266	-0.6894265144499868
70000	-0.4848133962516842	60.0	0.2602300994705017	0.0	-1.0	0.8677422438366608	7.477892393084646e-08	0.9982781264379417	-16.17950225333586	-0.695853126083045
71000	-0.4411345268688159	60.0	0.3308580074536661	0.0	-1.0	0.8692228412980251	1.3518080927809314e-07	0.9984256249778495	-16.494151415883117	-0.7032082955158345
72000	-0.6473211979498413	60.0	0.1718882087487012	0.0	-1.0	1.0814270772912038	1.5882251500771687e-07	0.998598426411206	-16.694731210494876	-0.6919249796615683
73000	-0.4335446870196601	60.0	0.10026418045358303	0.0	-1.0	0.7743947560734017	3.143858144455305e-08	0.9987663918793468	-16.84545036726704	-0.673097334468136
74000	-0.5104457935357251	60.0	0.23908276774907042	0.0	-1.0	0.92916573553244	2.0618437247460057e-08	0.9988694476014932	-17.168638259847896	-0.681794456831858
75000	-0.6549398535523755	60.0	0.2695398154817768	0.0	-1.0	0.913917786583679	1.68709156886525e-08	0.9989824792199267	-17.413622235281494	-0.6782036437289332
76000	-0.5361171262387943	60.0	0.24651155535480238	0.0	-1.0	0.7973141735577889	2.0324945058081318e-08	0.9990636949038794	-17.757971023951413	-0.6897620089222884
77000	-0.5415035482534536	60.0	0.2734112610188883	0.0	-1.0	0.8739519888371228	2.0830799399510493e-08	0.9991539970300143	-18.021135491606238	-0.6888541427549253
78000	-0.5721808251724357	60.0	0.13886379931923723	0.0	-1.0	0.8953891513407746	9.437641967708096e-09	0.9992335822932599	-18.296409939775963	-0.6897536607877502
79000	-0.42898535194786536	60.0	0.12535972965793687	0.0	-1.0	0.7697248294466184	9.163751027762385e-09	0.9993153879955232	-18.505070003260563	-0.680984098834411
80000	-0.7605009088280982	60.0	0.17061111570367163	0.0	-1.0	0.8502132160562805	6.670787368160566e-09	0.9993811789593818	-18.768526660477903	-0.6803061004436247
81000	-0.47395032309918755	60.0	0.06257763685023957	0.0	-1.0	0.9922152972093469	9.102444958970641e-09	0.9994462253361218	-18.983966340915515	-0.6728738117957773
82000	-0.5909934197719647	60.0	0.3192109448503849	0.0	-1.0	0.9011833118781248	4.573697678244364e-09	0.9994848434961277	-19.388290243764228	-0.6918586859826348
83000	-0.5126258972061553	60.0	0.19509443630328888	0.0	-1.0	0.9879068075978648	3.91552696112927e-09	0.9995467016123593	-19.51896867627875	-0.672862620316647
84000	-0.3953218182378444	60.0	0.12578471284788392	0.0	-1.0	0.9042300767217379	6.082964842233522e-09	0.999591454339914	-19.767325114680762	-0.6702728039187059
85000	-0.6222633064132655	60.0	0.20147426030922255	0.0	-1.0	0.8738717836997474	3.0852455278477935e-09	0.9996237016355229	-20.124992877094428	-0.6823338824782322
86000	-0.7386482812709215	60.0	0.2369057796874956	0.0	-1.0	0.8578969098208563	3.2662262410356057e-09	0.9996543802226113	-20.47199893363759	-0.6926682517410503
87000	-0.6180677392705543	60.0	0.22605868351768765	0.0	-1.0	0.8677394935984495	4.450269156781119e-09	0.999688572856793	-20.719744584932407	-0.689843729571894
88000	-0.7335764584462435	60.0	0.3070796877403772	0.0	-1.0	0.9317809773797361	1.2610253413551138e-09	0.9997168517227686	-21.015266639703018	-0.693218737066932
89000	-0.7496437471733447	60.0	0.38324289746979373	0.0	-1.0	0.8605201931101023	1.2680377112979635e-09	0.9997476565392842	-21.202808823174955	-0.6828391519453515
90000	-0.6562011608208177	60.0	0.30004585572693804	0.0	-1.0	0.8406540616585801	8.134409663550333e-10	0.9997741266039049	-21.413055976274933	-0.6755561748028818
91000	-0.9498640403881871	60.0	0.21133837719819565	0.0	-1.0	0.7499564528618496	7.578584859532426e-10	0.9997965654541308	-21.65642530574088	-0.6725266093207161
92000	-0.6309987504872351	60.0	0.2587706844312279	0.0	-1.0	0.883691943237624	8.953080568798225e-10	0.9998117992384301	-22.048457924874125	-0.6876929647987842
93000	-0.8298132444274519	60.0	0.2831033737219206	0.0	-1.0	0.9608000526164193	5.865412646817509e-10	0.9998329396167671	-22.21001877099539	-0.6747379651816465
94000	-0.5802251687842543	60.0	0.30363624586811216	0.0	-1.0	1.1458661468555946	4.779342686037621e-10	0.9998468640526101	-22.552663320472817	-0.68363963720849
95000	-0.5429164972555992	60.0	0.2421370296623468	0.0	-1.0	1.0166151987784766	3.6847367178042544e-10	0.9998620803197769	-22.79518065653918	-0.6805573940452745
96000	-0.4856020190357483	60.0	0.21644043704614804	0.0	-1.0	1.0384672586200967	3.149206600193338e-10	0.9998780064437873	-22.932935813036146	-0.6653709537949801
97000	-0.6960051582780421	60.0	0.23576995986340057	0.0	-1.0	1.0009131033802485	3.327944053381363e-10	0.9998848963913197	-23.448259246402138	-0.6939118080288946
98000	-0.623962348915522	60.0	0.3309539344387866	0.0	-1.0	0.960811120591059	1.8912961897237268e-10	0.9998979655736155	-23.594727045176477	-0.6799085165061508
99000	-0.7023163765344326	60.0	0.15994515385424657	0.0	-1.0	0.854974519994902	1.7934758158911268e-10	0.999908670680536	-23.79863184245262	-0.6726705540936198
100000	-0.5612012376621747	60.0	0.27760797519370073	0.0	-1.0	1.073406668420249	1.4140095174375007e-10	0.9999163322495742	-24.142558823672765	-0.6811436880768448
101000	-0.5579479152336543	60.0	0.18479148331403697	0.0	-1.0	0.908154788323467	4.077771159228519e-10	0.9999228982855988	-24.526252198787564	-0.6937981154037984
102000	-0.6025543175199035	60.0	0.26395953984159015	0.0	-1.0	0.9275653716854999	7.005774750140138e-11	0.9999307373310443	-24.750919533799944	-0.6889008796301825
103000	-0.8035058925970265	60.0	0.12639404985826203	0.0	-1.0	0.9437535642025522	6.610006000779157e-11	0.9999376704255676	-24.986071650434734	-0.6852358395415805
104000	-0.7164734311833681	60.0	0.412227340061051	0.0	-1.0	0.9718091594986089	6.022317055975618e-11	0.9999438638084133	-25.225898729854812	-0.6821459082669334
105000	-0.570115901465728	60.0	0.2747994883242728	0.0	-1.0	0.7571343520442333	5.910336191599986e-11	0.9999492365842995	-25.491437642583293	-0.6818260933285034
106000	-0.5550746349125502	60.0	0.17663948894625914	0.0	-1.0	0.8280594100435572	8.053258804515072e-11	0.9999541894501922	-25.74346365283933	-0.6801061423010683
107000	-0.5084338008039981	60.0	0.23062689863599428	0.0	-1.0	0.795373522441734	3.487686327371398e-11	0.999958439872053	-26.030099357827336	-0.6819876606071245
108000	-0.6056495355845751	60.0	0.2755578689822505	0.0	-1.0	0.8883076394547281	3.215675145803471e-11	0.9999622478346515	-26.325715617953623	-0.6847466047458499
109000	-0.7230835013752024	60.0	0.18502412447275846	0.0	-1.0	0.7285467181505886	2.1563062258283293e-11	0.999965946230431	-26.574464735854534	-0.682718485271457
110000	-0.6159487243567717	60.0	0.2605016878841877	0.0	-1.0	0.831419083494211	3.8192119287155854e-11	0.9999682445169513	-27.05297706844241	-0.7036936573292563
111000	-0.6259815103119272	60.0	0.31684974310737907	0.0	-1.0	0.7089747233160492	1.959702370145411e-11	0.9999720304855864	-27.13555415571267	-0.6850751958865046
112000	-0.6281565343789746	60.0	0.27912453601059267	0.0	-1.0	0.7754761044275401	2.265771226243772e-11	0.9999741750370723	-27.54825927497842	-0.6991678940113771
113000	-0.7212672681397911	60.0	0.13754982266805865	0.0	-1.0	0.9124677638987739	1.0518972183133087e-11	0.999977583639714	-27.526208830490344	-0.6708034325812402
114000	-0.5229390140715747	60.0	0.2764438391155724	0.0	-1.0	0.9540833500834416	7.061637916118617e-12	0.9999791171394311	-28.001021470458173	-0.6907304081089538
