Training steps	Validation return	Validation steps	Validation return std	Validation steps std	Q-value evaluation	Q-network loss	Policy-network loss	Alpha loss	Log Pi
87000	-0.24671592709041074	60.0	0.053674234686512085	0.0	1.0	0.229687	-1.0	-259.21326	-1.3668323
88000	-0.23495121360685886	60.0	0.027823902716556083	0.0	1.0	0.21252526	-1.0	-260.95078	-1.3459606
89000	-0.3071829218687809	60.0	0.07597733816961176	0.0	1.0	0.2127529	-1.0	-268.70715	-1.4018176
90000	-0.3262632863148971	60.0	0.09947209868902289	0.0	1.0	0.22746587	-1.0	-275.8266	-1.4483101
91000	-0.3259471425229976	60.0	0.07434553521299826	0.0	1.0	0.2045815	-1.0	-273.32068	-1.3748077
92000	-0.34919018423280745	60.0	0.10938135581056724	0.0	1.0	0.22391456	-1.0	-275.45697	-1.3597218
93000	-0.2576301748959847	60.0	0.04972850955006791	0.0	1.0	0.23902157	-1.0	-284.46494	-1.4277954
94000	-0.3188672908028595	60.0	0.08392851297663417	0.0	1.0	0.20541376	-1.0	-283.18347	-1.3717444
95000	-0.3387086843675212	60.0	0.03472400184459494	0.0	1.0	0.20578589	-1.0	-283.7588	-1.3388584
96000	-0.32147914239653275	60.0	0.074609085120634	0.0	1.0	0.23390868	-1.0	-289.91144	-1.371603
97000	-0.2793142650407043	60.0	0.08533407917972065	0.0	1.0	0.234956	-1.0	-287.6769	-1.3071676
98000	-0.2805512677076209	60.0	0.09887701116057035	0.0	1.0	0.20694482	-1.0	-298.5476	-1.3931515
99000	-0.34902697119754844	60.0	0.1042919464637093	0.0	1.0	0.23140144	-1.0	-299.45544	-1.3652403
100000	-0.3115260916430908	60.0	0.041978652210910135	0.0	1.0	0.21220717	-1.0	-300.99927	-1.34501
101000	-0.33858759313767506	60.0	0.08631671315577512	0.0	1.0	0.23520386	-1.0	-307.70816	-1.3819997
102000	-0.35356086060350883	60.0	0.10138604702255842	0.0	1.0	0.23533498	-1.0	-307.81403	-1.3463998
103000	-0.2799651277989949	60.0	0.07639851857368227	0.0	1.0	0.19421037	-1.0	-311.12662	-1.3460512
104000	-0.3066773162060975	60.0	0.09699162552723435	0.0	1.0	0.23507407	-1.0	-313.93396	-1.340337
105000	-0.39689265829925136	60.0	0.10753262432640202	0.0	1.0	0.2591586	-1.0	-317.88214	-1.3467546
106000	-0.39194836204676575	60.0	0.08576030542814084	0.0	1.0	0.2190871	-1.0	-324.09207	-1.376601
107000	-0.3680660706471679	60.0	0.060863576250556335	0.0	1.0	0.203385	-1.0	-326.40564	-1.365658
108000	-0.3109329986416583	60.0	0.06393140332336082	0.0	1.0	0.20724484	-1.0	-333.15894	-1.400248
109000	-0.32738268320220293	60.0	0.0942462826641135	0.0	1.0	0.2139206	-1.0	-335.8701	-1.3933016
110000	-0.38005193713718105	60.0	0.09130577299674379	0.0	1.0	0.24026695	-1.0	-334.18927	-1.3425664
111000	-0.33437457457464764	60.0	0.09460879465891281	0.0	1.0	0.20504892	-1.0	-334.95734	-1.3170893
112000	-0.28872489670051726	60.0	0.04569318940637268	0.0	1.0	0.2015644	-1.0	-347.0131	-1.4027954
113000	-0.36293917740422554	60.0	0.11566521504603917	0.0	1.0	0.23438959	-1.0	-347.9687	-1.3790449
114000	-0.3353789351771222	60.0	0.1165911831110207	0.0	1.0	0.19791482	-1.0	-349.25742	-1.3589573
115000	-0.2884376718125899	60.0	0.04982131405779853	0.0	1.0	0.21080023	-1.0	-350.1366	-1.335353
116000	-0.37552607153146766	60.0	0.0351882318226634	0.0	1.0	0.2321476	-1.0	-357.95782	-1.3776963
117000	-0.38278860964134465	60.0	0.083429704878623	0.0	1.0	0.24913453	-1.0	-362.42508	-1.3878973
118000	-0.3411317497764486	60.0	0.07049022772153812	0.0	1.0	0.22630352	-1.0	-364.8019	-1.3785467
119000	-0.2913275093695032	60.0	0.09144440816706441	0.0	1.0	0.22207467	-1.0	-365.7196	-1.3559813
120000	-0.28850679191800566	60.0	0.06543485008431145	0.0	1.0	0.218119	-1.0	-370.6382	-1.3702066
121000	-0.35939328078443866	60.0	0.09238553155034947	0.0	1.0	0.22946379	-1.0	-372.16626	-1.3536235
122000	-0.29937265700504956	60.0	0.08770514364381407	0.0	1.0	0.24493742	-1.0	-381.85925	-1.4102528
123000	-0.3331334709305075	60.0	0.07269185910421869	0.0	1.0	0.22415861	-1.0	-377.9359	-1.3453515
124000	-0.3322658758469846	60.0	0.07378320148234804	0.0	1.0	0.22916384	-1.0	-387.60202	-1.4008243
125000	-0.35674834826325325	60.0	0.1174880843562262	0.0	1.0	0.23472649	-1.0	-387.21503	-1.3678917
126000	-0.37314066869739826	60.0	0.14249290772434314	0.0	1.0	0.21895634	-1.0	-389.4137	-1.3578242
127000	-0.2683327797622613	60.0	0.023333542297153252	0.0	1.0	0.21112615	-1.0	-394.41223	-1.3718605
128000	-0.2536688564194052	60.0	0.049925776237288964	0.0	1.0	0.25030166	-1.0	-394.88275	-1.3472818
129000	-0.4078852950692526	60.0	0.09504010135475487	0.0	1.0	0.23720004	-1.0	-396.30103	-1.3310795
130000	-0.3122241957275056	60.0	0.07504407670145592	0.0	1.0	0.22995135	-1.0	-405.112	-1.3767718
131000	-0.3547217427421326	60.0	0.030088818333622796	0.0	1.0	0.2238242	-1.0	-412.7298	-1.4118439
132000	-0.3443036859705434	60.0	0.09029273671725699	0.0	1.0	0.2630974	-1.0	-406.9516	-1.3365102
133000	-0.3449264445787716	60.0	0.12828212753357446	0.0	1.0	0.21377817	-1.0	-412.9029	-1.3577881
134000	-0.3009297857222258	60.0	0.0987981610009915	0.0	1.0	0.24307132	-1.0	-415.85443	-1.3545235
135000	-0.2728307470365614	60.0	0.04191472428233988	0.0	1.0	0.2418684	-1.0	-423.54855	-1.3892633
136000	-0.28402217190505263	60.0	0.06476976626667044	0.0	1.0	0.21479791	-1.0	-423.08127	-1.3586607
137000	-0.29012890527955737	60.0	0.035571406821537636	0.0	1.0	0.21144268	-1.0	-427.6448	-1.3681616
138000	-0.2590898037415036	60.0	0.05627270190138755	0.0	1.0	0.19377267	-1.0	-430.85565	-1.3669403
139000	-0.34396609671413303	60.0	0.09674749583046774	0.0	1.0	0.2388199	-1.0	-436.0473	-1.381072
140000	-0.3303738028778117	60.0	0.10332787939384712	0.0	1.0	0.22376981	-1.0	-438.49655	-1.3738432
141000	-0.3274413714166364	60.0	0.05977682226187506	0.0	1.0	0.20967549	-1.0	-440.78992	-1.365561
142000	-0.3254053609224184	60.0	0.062393469527932705	0.0	1.0	0.22325127	-1.0	-442.77988	-1.3550959
143000	-0.3134642430631188	60.0	0.09887392955250518	0.0	1.0	0.20375887	-1.0	-450.28333	-1.3862506
144000	-0.3628335830344688	60.0	0.10126123809035059	0.0	1.0	0.24078235	-1.0	-450.62607	-1.3634827
145000	-0.30255712097936893	60.0	0.09894861293695488	0.0	1.0	0.21310897	-1.0	-455.4334	-1.3741305
146000	-0.3857741254758166	60.0	0.12914939556032462	0.0	1.0	0.23233837	-1.0	-453.88525	-1.3379138
147000	-0.3575246220495114	60.0	0.09043671394166625	0.0	1.0	0.2162072	-1.0	-464.02917	-1.3875641
148000	-0.2987544640019822	60.0	0.046260396923818316	0.0	1.0	0.21598278	-1.0	-465.90314	-1.376534
149000	-0.3074850806146264	60.0	0.07299234652740746	0.0	1.0	0.21636757	-1.0	-467.58673	-1.3643197
150000	-0.3787098000866136	60.0	0.07497727844584764	0.0	1.0	0.21806455	-1.0	-470.5913	-1.3617129
151000	-0.28040514779202086	60.0	0.04923149018089217	0.0	1.0	0.21719833	-1.0	-473.65543	-1.359566
152000	-0.3640217881226121	60.0	0.11250583282983835	0.0	1.0	0.21195218	-1.0	-478.8634	-1.3725452
153000	-0.371489266526105	60.0	0.10749627060947607	0.0	1.0	0.2131711	-1.0	-477.8822	-1.3420649
154000	-0.3728348892907144	60.0	0.10979120480282734	0.0	1.0	0.19815749	-1.0	-485.44373	-1.3713408
155000	-0.37840462754394655	60.0	0.0938760593477634	0.0	1.0	0.23382472	-1.0	-486.0666	-1.3523504
156000	-0.2743393235496471	60.0	0.025897850605084847	0.0	1.0	0.24529284	-1.0	-493.26727	-1.3786796
157000	-0.31838833231809616	60.0	0.06417892807839631	0.0	1.0	0.21716699	-1.0	-495.83667	-1.37315
158000	-0.2766446905815053	60.0	0.0725812776884866	0.0	1.0	0.23101255	-1.0	-496.0934	-1.3520241
159000	-0.29029390550741774	60.0	0.049871991841706646	0.0	1.0	0.21396723	-1.0	-499.8482	-1.3546996
160000	-0.3044668759364776	60.0	0.07347765703988626	0.0	1.0	0.23257354	-1.0	-505.89938	-1.3726567
161000	-0.2984052045249614	60.0	0.04387457503160965	0.0	1.0	0.19848967	-1.0	-506.15326	-1.3519781
162000	-0.3514929512958127	60.0	0.08908079131463593	0.0	1.0	0.19941217	-1.0	-511.92664	-1.3678691
163000	-0.3424376129657088	60.0	0.11702049512741543	0.0	1.0	0.20327288	-1.0	-514.59705	-1.3632642
164000	-0.33318318087007015	60.0	0.050157828889403594	0.0	1.0	0.21708421	-1.0	-512.76465	-1.3295009
165000	-0.30801201225379443	60.0	0.06587492482980463	0.0	1.0	0.2078536	-1.0	-526.215	-1.3947387
166000	-0.2632843136952099	60.0	0.04691379355603739	0.0	1.0	0.20036176	-1.0	-526.9378	-1.377594
167000	-0.37236215781757076	60.0	0.09211536784909428	0.0	1.0	0.20873757	-1.0	-533.87134	-1.4002075
168000	-0.27810200125343176	60.0	0.04637312244677606	0.0	1.0	0.20635043	-1.0	-534.815	-1.3846371
169000	-0.3073377322117764	60.0	0.092725392020803	0.0	1.0	0.18560073	-1.0	-535.6274	-1.3684115
170000	-0.227652070953721	60.0	0.03217580579536009	0.0	1.0	0.23783942	-1.0	-540.2811	-1.376396
171000	0.02531387744077469	48.2	0.4879535031903776	23.599999999999998	1.0	0.26235318	-1.0	-540.2018	-1.3548844
172000	-0.2561145535692708	60.0	0.04273297837207954	0.0	1.0	0.21360037	-1.0	-545.0875	-1.3643111
173000	-0.3106858363344812	60.0	0.0467700801832725	0.0	1.0	0.23405592	-1.0	-543.3286	-1.3328463
174000	-0.2545008439064908	60.0	0.05733284264172346	0.0	1.0	0.2107996	-1.0	-549.2614	-1.3486744
175000	-0.2636125199995395	60.0	0.06729858090477273	0.0	1.0	0.21866599	-1.0	-569.37354	-1.4502175
176000	-0.06152985757112631	48.2	0.5411376153161276	23.599999999999994	1.0	0.254366	-1.0	-564.7876	-1.401789
177000	-0.2971613461128586	60.0	0.0631259727926167	0.0	1.0	0.19500896	-1.0	-566.90845	-1.3940817
178000	-0.38782862889283076	60.0	0.10942453346989775	0.0	1.0	0.22631764	-1.0	-563.50824	-1.3536094
179000	-0.25618933913007075	60.0	0.054756924052448065	0.0	1.0	0.22346538	-1.0	-571.34717	-1.3801142
180000	-0.288764739201038	60.0	0.0886584899287966	0.0	1.0	0.20605472	-1.0	-575.3853	-1.3839345
181000	-0.30964592249612544	60.0	0.09974630936787642	0.0	1.0	0.2076985	-1.0	-569.91077	-1.3321158
182000	-0.23407532727658978	60.0	0.011104009385960293	0.0	1.0	0.23640987	-1.0	-580.2488	-1.3728185
183000	-0.33157748207320736	60.0	0.07104517163739668	0.0	1.0	0.20481417	-1.0	-580.6245	-1.3554585
184000	-0.2802895808883303	60.0	0.03988148339784175	0.0	1.0	0.20146981	-1.0	-582.337	-1.3460057
185000	-0.3838470343455913	60.0	0.10208321950257854	0.0	1.0	0.21078402	-1.0	-588.5534	-1.3623786
186000	-0.05741036285857275	48.2	0.532884743265071	23.599999999999994	1.0	0.20950371	-1.0	-596.1022	-1.386121
187000	-0.2741829340305126	60.0	0.05172813945525365	0.0	1.0	0.23845686	-1.0	-596.20306	-1.3675332
188000	-0.33097630999983024	60.0	0.11662419381857801	0.0	1.0	0.20848536	-1.0	-597.25073	-1.3544681
189000	-0.3101480184256262	60.0	0.05084840116568556	0.0	1.0	0.24839576	-1.0	-601.7657	-1.3609167
190000	-0.2928632697303402	60.0	0.1001175763144874	0.0	1.0	0.23182371	-1.0	-610.33923	-1.389838
191000	-0.33859003903894414	60.0	0.10045715542564662	0.0	1.0	0.22613804	-1.0	-604.69556	-1.3399189
192000	-0.3289516249181407	60.0	0.09469013893335944	0.0	1.0	0.21900775	-1.0	-615.0443	-1.3783845
193000	-0.30352568515355305	60.0	0.07682686055044488	0.0	1.0	0.19603696	-1.0	-612.73816	-1.347285
194000	-0.36435332824649713	60.0	0.06461374564572424	0.0	1.0	0.22572225	-1.0	-623.16113	-1.3857024
195000	-0.32982438691046073	60.0	0.12428917379652078	0.0	1.0	0.23196352	-1.0	-619.8085	-1.3492427
196000	-0.3844319558382631	60.0	0.11546658063078871	0.0	1.0	0.2403843	-1.0	-632.45654	-1.3992174
197000	-0.26839208361650646	60.0	0.09979989029338472	0.0	1.0	0.26182115	-1.0	-632.90845	-1.383424
198000	-0.38114423519250684	60.0	0.11054515842619358	0.0	1.0	0.22532865	-1.0	-631.8381	-1.3597083
199000	-0.31791998691828943	60.0	0.06529204416567869	0.0	1.0	0.20865634	-1.0	-634.93414	-1.3582777
200000	-0.3082732742604042	60.0	0.0661599551019666	0.0	1.0	0.23762196	-1.0	-636.03455	-1.3463769
201000	-0.36193384296420666	60.0	0.08780746904076905	0.0	1.0	0.1898252	-1.0	-637.0149	-1.3339486
202000	-0.3208650260908941	60.0	0.0785129680724229	0.0	1.0	0.21558484	-1.0	-650.05493	-1.3844426
203000	-0.31814328562091865	60.0	0.06417893407507713	0.0	1.0	0.22416584	-1.0	-651.8191	-1.3760338
204000	-0.33929958083979334	60.0	0.08230745236510044	0.0	1.0	0.24737677	-1.0	-650.3803	-1.3511958
205000	-0.3226638967853838	60.0	0.0750454018585635	0.0	1.0	0.2450481	-1.0	-655.20105	-1.3587213
206000	-0.276401640301129	60.0	0.11254839835846724	0.0	1.0	0.21896787	-1.0	-656.20544	-1.3466676
207000	-0.25912874579754985	60.0	0.04709121619052698	0.0	1.0	0.21743414	-1.0	-673.48883	-1.4173559
208000	-0.3175696849928298	60.0	0.09207080000188118	0.0	1.0	0.18938416	-1.0	-665.7264	-1.3609006
209000	-0.2665216435497075	60.0	0.03696374036574171	0.0	1.0	0.21656424	-1.0	-668.71716	-1.3589997
210000	-0.3484524556152732	60.0	0.08409521937130793	0.0	1.0	0.21220742	-1.0	-675.43225	-1.375744
211000	-0.29827895094726226	60.0	0.05555164040307058	0.0	1.0	0.24168733	-1.0	-685.0387	-1.406709
212000	-0.3816867066763928	60.0	0.048719461791166443	0.0	1.0	0.24396501	-1.0	-676.8744	-1.3494216
213000	-0.3155955520629398	60.0	0.10949355533507306	0.0	1.0	0.23822972	-1.0	-685.5593	-1.3756747
214000	-0.3481091940308432	60.0	0.06851377743454104	0.0	1.0	0.22774759	-1.0	-687.447	-1.3683469
215000	-0.27272913422243683	60.0	0.028200570357247243	0.0	1.0	0.21315983	-1.0	-690.2627	-1.3656332
216000	-0.33768588915891373	60.0	0.09702037778151654	0.0	1.0	0.22885156	-1.0	-697.34143	-1.3836359
217000	-0.28404899651747834	60.0	0.04805960746344237	0.0	1.0	0.23808742	-1.0	-704.01605	-1.399495
218000	-0.3645255727855083	60.0	0.044259283676601154	0.0	1.0	0.21496125	-1.0	-701.72845	-1.3721368
219000	-0.27752592339243487	60.0	0.0952704469114915	0.0	1.0	0.23770288	-1.0	-701.47437	-1.3547664
220000	-0.2798623775057366	60.0	0.017008024323218258	0.0	1.0	0.23872791	-1.0	-706.15765	-1.3610702
221000	-0.3156042041185425	60.0	0.1044135900317433	0.0	1.0	0.22407761	-1.0	-715.9167	-1.3913525
222000	-0.295613146497599	60.0	0.07942162447109742	0.0	1.0	0.2414111	-1.0	-721.6957	-1.4025818
223000	-0.3102653428929233	60.0	0.1118433202380741	0.0	1.0	0.23732182	-1.0	-712.10913	-1.3415956
224000	-0.3815277073928575	60.0	0.0698768240449171	0.0	1.0	0.19602239	-1.0	-720.7496	-1.366332
225000	-0.08610425461500235	48.2	0.5476853895748675	23.599999999999994	1.0	0.2512499	-1.0	-727.49396	-1.3820162
226000	-0.33802866389197506	60.0	0.08977551485357631	0.0	1.0	0.23303318	-1.0	-748.161	-1.4619756
227000	-0.3099680333386906	60.0	0.07255130457619896	0.0	1.0	0.22456795	-1.0	-728.2213	-1.3541529
228000	-0.37460176575340315	60.0	0.09299978734189102	0.0	1.0	0.23909831	-1.0	-740.9571	-1.397146
229000	-0.3101931218013373	60.0	0.07068755716019352	0.0	1.0	0.22251827	-1.0	-734.4852	-1.3520968
230000	-0.32073900452960125	60.0	0.03916627235675315	0.0	1.0	0.20466995	-1.0	-739.15564	-1.3580656
231000	-0.3610550561057443	60.0	0.07943757975050621	0.0	1.0	0.2201846	-1.0	-741.5444	-1.3536513
232000	-0.3503834990720081	60.0	0.043314114070611635	0.0	1.0	0.24276817	-1.0	-743.40344	-1.3468795
233000	-0.4163061186904942	60.0	0.10989348908482888	0.0	1.0	0.21955621	-1.0	-753.2506	-1.3759848
234000	-0.3104221863157929	60.0	0.07966757131981855	0.0	1.0	0.22080317	-1.0	-750.8429	-1.3501443
