Averaged Steps Traing	Averaged Return Training	Averaged Steps Validation	Averaged Return Validation	Cumulative Successes	Number of episodes	Sampling time (s)	Epsilon threshold	Gradient update	Updates target network	Average q-value evaluation
140.0	8.87	0.0	0.0	0	5	0.5692543029785156	0.877941810491072	441	254	0.08969718217849731
140.0	9.75	0.0	0.0	0	10	0.2961859703063965	0.8564615665698186	1136	254	0.08983658999204636
140.0	7.73	0.0	0.0	0	15	0.2058676560719808	0.8355744272647386	1831	255	0.1436844915151596
140.0	9.07	0.0	0.0	0	20	0.16077500581741333	0.8152640159887218	2526	255	0.1435679793357849
140.0	9.17	0.0	0.0	0	25	0.1252220344543457	0.7955144083389741	3221	256	0.19481395184993744
140.0	10.18	0.0	0.0	0	30	0.10380659103393555	0.7763101196114706	3916	256	0.19638417661190033
140.0	8.97	0.0	0.0	0	35	0.10861256463187081	0.7576360926601539	4611	257	0.24035166203975677
140.0	9.2	0.0	0.0	0	40	0.07074379920959473	0.7394776860913604	5306	257	0.24064850807189941
140.0	7.88	0.0	0.0	0	45	0.06948777304755317	0.7218206627842184	6001	258	0.26054680347442627
140.0	9.06	0.0	0.0	0	50	0.07361870765686035	0.7046511787280151	6696	258	0.28194043040275574
140.0	9.64	0.0	0.0	1	55	0.06588001251220703	0.6887559360060096	7357	258	0.2821577191352844
140.0	9.25	0.0	0.0	1	60	0.06524017254511515	0.6724994230574232	8052	259	0.3159366250038147
140.0	8.22	0.0	0.0	1	65	0.052128274624164285	0.6566917789814638	8747	259	0.31720513105392456
140.0	8.48	0.0	0.0	1	70	0.04806780815124512	0.6413206097754662	9442	260	0.3546450138092041
140.0	9.57	0.0	0.0	1	75	0.04280720074971517	0.6263738636554207	10137	260	0.35271701216697693
140.0	10.19	0.0	0.0	1	80	0.03815952837467194	0.6118398216067568	10832	261	0.3865568935871124
140.0	9.35	0.0	0.0	1	85	0.040371426414040956	0.5977070881960358	11527	261	0.3877619802951813
140.0	9.01	0.0	0.0	2	90	0.04050284226735433	0.586079274895814	12113	262	0.4144148826599121
140.0	10.34	11.0	5.89	2	95	0.04784108714053505	0.5726578322518749	12808	262	0.41341909766197205
140.0	10.91	0.0	0.0	2	100	0.03780468940734863	0.5596069775592184	13503	263	0.46818938851356506
140.0	8.78	0.0	0.0	3	105	0.0403673149290539	0.5480082859499432	14137	263	0.4404383599758148
55.0	0.26	0.0	0.0	5	110	0.015674942189996894	0.5387684072156602	14653	263	0.4390380084514618
140.0	9.13	0.0	0.0	5	115	0.033534763170325235	0.5266532948964202	15348	264	0.4657207429409027
140.0	8.45	0.0	0.0	6	120	0.031751948595047	0.5161857719086375	15964	264	0.4662593901157379
140.0	11.73	0.0	0.0	7	125	0.030954078674316408	0.5061699742052806	16568	265	0.4883539378643036
74.0	0.21	0.0	0.0	8	130	0.01673737672659067	0.49599901650094624	17197	265	0.4858286380767822
140.0	8.84	0.0	0.0	8	135	0.029035833146837022	0.48506483691025515	17892	265	0.4869144558906555
140.0	8.86	0.0	0.0	9	140	0.024488401412963868	0.4747622135583093	18565	266	0.5051475167274475
111.0	0.17	0.0	0.0	10	145	0.01866000931838463	0.4648373827770995	19231	266	0.5052606463432312
140.0	9.5	0.0	0.0	10	150	0.024298365910847983	0.45476362678666515	19926	267	0.524615466594696
140.0	8.68	42.0	8.16	12	155	0.025053022753807806	0.4455065937439189	20582	267	0.5265251994132996
140.0	11.68	0.0	0.0	12	160	0.023745028674602507	0.43596659240971114	21277	268	0.5397843718528748
140.0	8.4	0.0	0.0	12	165	0.025214333967729048	0.4266900060930593	21972	268	0.5394505858421326
103.0	0.17	7.0	5.52	14	170	0.018292875850901884	0.4189045136315379	22570	269	0.5536782145500183
73.0	0.22	0.0	0.0	17	175	0.011115986960274833	0.41228983897853233	23089	269	0.5548794269561768
