Averaged Steps Traning	Averaged Return Training	Averaged Steps Validation	Averaged Return Validation	Cumulative Successes	Number of episodes	Sampling time (s)	Epsilon threshold	Gradient update	Updates target network	Average q-value evaluation
149.0	-0.39	47.0	-14.21	2863	4480	0.007960542823587146	0.055813665979874666	387977	6397	-17.474397659301758
150.0	-57.92	69.0	-22.66	2877	4500	0.00799752786424425	0.0556876596231064	389710	6397	-17.49695587158203
44.0	-0.23	100.0	-38.93	2888	4520	0.002353098065452238	0.05556709764761179	391404	6398	-17.802143096923828
142.0	-0.27	80.0	-23.54	2905	4540	0.00746350808290658	0.055475172869184394	392716	6398	-17.76371955871582
60.0	-0.31	100.0	-34.65	2917	4560	0.0031576498558646754	0.05536977683261182	394251	6398	-17.80405616760254
8.0	-0.15	100.0	-30.25	2932	4580	0.0004566069253146909	0.055266146335801555	395790	6398	-17.833126068115234
146.0	-0.39	81.0	-29.39	2939	4600	0.0071342060358627985	0.05510527260339294	398252	6399	-18.206584930419922
150.0	-68.15	41.0	-15.57	2952	4620	0.007295698314518123	0.05499874234344784	399919	6399	-18.195585250854492
58.0	-0.29	81.0	-18.36	2965	4640	0.0027950896785177036	0.05489064330223917	401648	6399	-18.18416404724121
150.0	-47.56	84.0	-23.09	2973	4660	0.007220410277403475	0.05475828043338187	403823	6399	-18.23089027404785
10.0	-0.2	69.0	-23.57	2987	4680	0.0004762596044784937	0.05466382697084397	405407	6400	-18.51893424987793
150.0	-55.07	100.0	-31.56	2999	4700	0.007173789156244156	0.05455402450897813	407293	6400	-18.49532127380371
30.0	-0.29	34.0	-11.75	3016	4720	0.0014445478633298712	0.054489421490580524	408416	6400	-18.484224319458008
15.0	-0.19	49.0	-17.23	3030	4740	0.0007305288113622222	0.05438115044898229	410349	6400	-18.499197006225586
