Training steps	Validation return	Validation steps	Validation return std	Validation steps std	Q-value evaluation	Q-network loss	Policy-network loss	Alpha loss	Log Pi
108000	-0.27595239914703923	60.0	0.07005916789512795	0.0	0.0	0.20978934	-3.57e-43	-322.18573	-1.2879696
109000	-0.2837546659976423	60.0	0.06586236459052619	0.0	0.0	0.22180602	-1.35e-43	-328.20337	-1.3155506
110000	-0.33308008147138596	60.0	0.07972108766685695	0.0	0.0	0.20917156	-5e-44	-334.57495	-1.3461154
111000	-0.317121511375215	60.0	0.0720971348706543	0.0	0.0	0.2291053	-1.8e-44	-335.8609	-1.3257308
112000	-0.29908974595693866	60.0	0.069189874721159	0.0	0.0	0.2097786	-7e-45	-339.58646	-1.3296621
113000	-0.28246986840771837	60.0	0.08561300539255318	0.0	0.0	0.18824226	-1e-45	-339.495	-1.2964379
114000	-0.36142145468582837	60.0	0.10679794249082804	0.0	0.0	0.18766361	0.0	-351.30197	-1.3782767
115000	-0.3587253645714772	60.0	0.08242377004125344	0.0	0.0	0.21186483	0.0	-349.54126	-1.329335
116000	-0.3330141589699308	60.0	0.10491070639156806	0.0	0.0	0.2350416	0.0	-354.3708	-1.3435013
117000	-0.3351290593791674	60.0	0.06212987299478153	0.0	0.0	0.26774436	0.0	-353.9015	-1.307868
118000	-0.33110318720640214	60.0	0.04971199316532216	0.0	0.0	0.24869263	0.0	-364.97028	-1.3797336
119000	-0.3417325356436834	60.0	0.0984823303768196	0.0	0.0	0.21794416	0.0	-365.38498	-1.3525411
120000	-0.23841707882966756	60.0	0.04020248412166438	0.0	0.0	0.21194002	0.0	-371.14117	-1.3744004
121000	-0.30713647946470607	60.0	0.0842449420466395	0.0	0.0	0.19926584	0.0	-370.08694	-1.3344885
122000	-0.3109546426829887	60.0	0.06431028492165194	0.0	0.0	0.2276335	0.0	-379.14453	-1.3856082
123000	-0.28294194759405683	60.0	0.08359326309238398	0.0	0.0	0.20590636	0.0	-375.31848	-1.3217878
124000	-0.2890752306009111	60.0	0.06927135490694922	0.0	0.0	0.19593675	0.0	-381.09326	-1.3433081
125000	-0.33756056346474306	60.0	0.08477525114448037	0.0	0.0	0.2096603	0.0	-394.4115	-1.4300619
126000	-0.3592205697782678	60.0	0.0701014320075367	0.0	0.0	0.24997106	0.0	-399.52026	-1.444534
127000	-0.3427367798632074	60.0	0.08005406594850377	0.0	0.0	0.21076295	0.0	-386.84814	-1.3067777
128000	-0.29932443240518547	60.0	0.05664405014943677	0.0	0.0	0.23071688	0.0	-387.99533	-1.2884779
129000	-0.25439037123022806	60.0	0.04002089250624777	0.0	0.0	0.22095278	0.0	-398.21762	-1.3467528
130000	-0.3645754692408694	60.0	0.09559199058284766	0.0	0.0	0.18887976	0.0	-396.6269	-1.3056192
131000	-0.3008669261286836	60.0	0.09132823795270721	0.0	0.0	0.24218413	0.0	-397.76978	-1.2877421
132000	-0.3020862669000193	60.0	0.053401662202477676	0.0	0.0	0.23737672	0.0	-411.57397	-1.3739524
133000	-0.28209972273709444	60.0	0.04805554027630926	0.0	0.0	0.19236594	0.0	-409.49374	-1.3296052
134000	-0.35141083318997807	60.0	0.0903668467370613	0.0	0.0	0.21876565	0.0	-416.95697	-1.3629477
135000	-0.334227516095703	60.0	0.07684975568052392	0.0	0.0	0.22417475	0.0	-422.7201	-1.3821659
136000	-0.3156144408699765	60.0	0.08055326568800292	0.0	0.0	0.2088112	0.0	-416.8451	-1.3086972
137000	-0.330272655673703	60.0	0.11821432030795634	0.0	0.0	0.20906267	0.0	-421.49414	-1.3192532
138000	-0.27137925196586554	60.0	0.07179338808968619	0.0	0.0	0.21386097	0.0	-429.8741	-1.3587966
139000	-0.33564452237034315	60.0	0.07850910454775699	0.0	0.0	0.19029427	0.0	-433.92352	-1.3641186
140000	-0.33903437690132693	60.0	0.10975179401809503	0.0	0.0	0.18569145	0.0	-428.99164	-1.3003029
141000	-0.39028322167379265	60.0	0.12269365982433579	0.0	0.0	0.22094002	0.0	-437.46878	-1.3398131
142000	-0.41555661840229197	60.0	0.07942716582833052	0.0	0.0	0.2231869	0.0	-440.47046	-1.3372338
143000	-0.3174972973335425	60.0	0.08175910881609333	0.0	0.0	0.20486993	0.0	-446.94162	-1.3608037
144000	-0.3811520906605499	60.0	0.09018501710694303	0.0	0.0	0.23776269	0.0	-445.01068	-1.3212663
145000	-0.3276375343160054	60.0	0.06354034997097892	0.0	0.0	0.22132528	0.0	-455.71414	-1.375945
146000	-0.37507388933225444	60.0	0.11375543238057477	0.0	0.0	0.20692971	0.0	-446.60828	-1.2841454
147000	-0.27389621057030294	60.0	0.04114345626493914	0.0	0.0	0.2016488	0.0	-462.83325	-1.3785943
148000	-0.3731146265430424	60.0	0.08689636707144016	0.0	0.0	0.20930345	0.0	-467.81055	-1.390164
149000	-0.282032266342373	60.0	0.08186727771291662	0.0	0.0	0.21951312	0.0	-459.5252	-1.3061328
150000	-0.29517390282586675	60.0	0.06865328804991853	0.0	0.0	0.23493041	0.0	-471.86182	-1.3706357
151000	-0.2530412558399971	60.0	0.029888147026786858	0.0	0.0	0.21991135	0.0	-479.64597	-1.4019192
152000	-0.3112902731675328	60.0	0.09886467508274618	0.0	0.0	0.23185042	0.0	-465.8725	-1.2809421
153000	-0.24846231444249675	60.0	0.08015479299618804	0.0	0.0	0.2398678	0.0	-486.35568	-1.4012423
154000	-0.35361054646285334	60.0	0.09147964896944735	0.0	0.0	0.22879188	0.0	-483.33698	-1.3566546
155000	-0.3189972002920582	60.0	0.061311751864036486	0.0	0.0	0.22401014	0.0	-485.4193	-1.3478607
156000	-0.3818593396307087	60.0	0.08038777112700152	0.0	0.0	0.20699912	0.0	-497.4184	-1.4071034
157000	-0.34972041601583004	60.0	0.12694479264068922	0.0	0.0	0.23906657	0.0	-483.21396	-1.287282
158000	-0.39559130158347433	60.0	0.12242163197319655	0.0	0.0	0.22440073	0.0	-495.06067	-1.3451123
159000	-0.31801954153448764	60.0	0.058199452566863166	0.0	0.0	0.20725459	0.0	-499.38544	-1.3516824
160000	-0.3169768218480584	60.0	0.09370996480058509	0.0	0.0	0.22211173	0.0	-502.76276	-1.3518353
161000	-0.3307680045802768	60.0	0.06832763670374123	0.0	0.0	0.20158553	0.0	-506.1482	-1.3520406
162000	-0.2641998429960009	60.0	0.059145382650852736	0.0	0.0	0.24275903	0.0	-499.69043	-1.2875147
163000	-0.3030656457326439	60.0	0.0671663544007182	0.0	0.0	0.25491226	0.0	-505.95746	-1.3069731
164000	-0.291685805983521	60.0	0.06600800205798023	0.0	0.0	0.2192937	0.0	-504.88275	-1.2784941
165000	-0.32360088351939176	60.0	0.06849129586321104	0.0	0.0	0.21450588	0.0	-518.9581	-1.3481195
166000	-0.3902721945294938	60.0	0.07574951564757665	0.0	0.0	0.21155778	0.0	-519.6229	-1.3308995
167000	-0.3624871175003281	60.0	0.12579053831701165	0.0	0.0	0.24074966	0.0	-524.41113	-1.3401736
168000	-0.30327482764377145	60.0	0.06425276321163172	0.0	0.0	0.19775487	0.0	-531.49963	-1.3638916
169000	-0.3225291198299286	60.0	0.09334649301815506	0.0	0.0	0.2514388	0.0	-520.9459	-1.2763283
170000	-0.3078785540513319	60.0	0.12245570725256147	0.0	0.0	0.22845703	0.0	-534.14813	-1.3383473
171000	-0.3718269833771326	60.0	0.11614491924272866	0.0	0.0	0.23518053	0.0	-542.2544	-1.3679395
172000	-0.27652353508374977	60.0	0.08026012145051055	0.0	0.0	0.23353702	0.0	-544.53186	-1.3611897
173000	-0.2592641652934594	60.0	0.03314975369921562	0.0	0.0	0.25660875	0.0	-532.1358	-1.2645231
174000	-0.32096395436188796	60.0	0.06506144399615468	0.0	0.0	0.26330668	0.0	-550.471	-1.3563986
175000	-0.3838394145352927	60.0	0.08227535070481624	0.0	0.0	0.20336902	0.0	-553.15576	-1.3523258
176000	-0.28325643288162	60.0	0.04376127863236563	0.0	0.0	0.21916966	0.0	-551.6133	-1.3228159
177000	-0.31817058362867845	60.0	0.07574765420625786	0.0	0.0	0.223906	0.0	-560.90063	-1.3585083
178000	-0.3723475095584257	60.0	0.10594240171023378	0.0	0.0	0.21770391	0.0	-569.5691	-1.3901112
179000	-0.32284825109019466	60.0	0.09101230292439572	0.0	0.0	0.23182729	0.0	-568.06323	-1.3611178
180000	-0.33588881565712575	60.0	0.047068578901921544	0.0	0.0	0.19784172	0.0	-576.19183	-1.3891451
181000	-0.3145290167069596	60.0	0.11354382469560202	0.0	0.0	0.21733952	0.0	-567.24585	-1.31702
182000	-0.2776011594731277	60.0	0.05941541424412598	0.0	0.0	0.2473829	0.0	-571.5791	-1.3229151
183000	-0.30344774954320036	60.0	0.1010599702446205	0.0	0.0	0.21674773	0.0	-576.27576	-1.3308465
184000	-0.3407349309017336	60.0	0.035348340625234884	0.0	0.0	0.21576309	0.0	-589.2096	-1.3860517
185000	-0.296066485069269	60.0	0.09676723594958449	0.0	0.0	0.22034073	0.0	-588.891	-1.3648658
186000	-0.34970980109550337	60.0	0.115564421793652	0.0	0.0	0.23332332	0.0	-589.48083	-1.3490665
187000	-0.27970336460809336	60.0	0.048683470847288614	0.0	0.0	0.21521649	0.0	-585.6813	-1.3086624
188000	-0.3659582003298366	60.0	0.06591379501182842	0.0	0.0	0.21727945	0.0	-593.47595	-1.3338608
189000	-0.2683182042588879	60.0	0.054349352946606574	0.0	0.0	0.18705583	0.0	-586.7829	-1.2778441
190000	-0.3186351825468409	60.0	0.047209257541165485	0.0	0.0	0.218303	0.0	-606.14124	-1.3671641
191000	-0.3111999222710119	60.0	0.14126317524221457	0.0	0.0	0.2229655	0.0	-601.37866	-1.3222514
192000	-0.30489708139907085	60.0	0.07974366453879403	0.0	0.0	0.20563221	0.0	-598.0027	-1.2854323
193000	-0.3283600043766962	60.0	0.0995216257521568	0.0	0.0	0.22226746	0.0	-608.1216	-1.3227497
194000	-0.35543687402379065	60.0	0.03136380701156528	0.0	0.0	0.24357396	0.0	-614.06494	-1.336973
195000	-0.281404246838151	60.0	0.1257594732906931	0.0	0.0	0.2200451	0.0	-618.65674	-1.3437563
196000	-0.3187548068494078	60.0	0.09558043057993591	0.0	0.0	0.23385814	0.0	-613.7572	-1.2994483
197000	-0.2719348310407067	60.0	0.03021177479137088	0.0	0.0	0.22167163	0.0	-633.2666	-1.3861015
198000	-0.39125651677682194	60.0	0.10333685522176746	0.0	0.0	0.20467865	0.0	-622.1736	-1.309067
199000	-0.34713961210762806	60.0	0.0535895237967419	0.0	0.0	0.23813552	0.0	-634.026	-1.3542576
200000	-0.3367867380595525	60.0	0.08163743181112533	0.0	0.0	0.20884831	0.0	-645.4013	-1.396462
201000	-0.294895971568929	60.0	0.0893497128337824	0.0	0.0	0.18593061	0.0	-638.55396	-1.3428446
202000	-0.26948152260022146	60.0	0.06662892419310056	0.0	0.0	0.20765841	0.0	-646.41364	-1.3663588
203000	-0.29969230735428276	60.0	0.08080969699109473	0.0	0.0	0.21163648	0.0	-645.52954	-1.3443186
204000	-0.30363146294399385	60.0	0.09931375459126902	0.0	0.0	0.19268534	0.0	-645.2278	-1.3255296
205000	-0.35578018673443995	60.0	0.07660532179704575	0.0	0.0	0.20346712	0.0	-652.1671	-1.3440573
206000	-0.28307091523463956	60.0	0.04713195770823554	0.0	0.0	0.21309772	0.0	-663.3833	-1.3842025
207000	-0.30263905202115476	60.0	0.06293291720959888	0.0	0.0	0.26020038	0.0	-656.87585	-1.3339715
208000	-0.3668125059987223	60.0	0.1000690346084602	0.0	0.0	0.21588418	0.0	-655.3689	-1.3095094
209000	-0.4369563114334155	60.0	0.08829167822079569	0.0	0.0	0.23734756	0.0	-650.7415	-1.2696226
210000	-0.07251402198073789	48.2	0.5397804330847374	23.599999999999998	0.0	0.1932371	0.0	-665.58356	-1.3274679
211000	-0.347653441476541	60.0	0.10695124231945685	0.0	0.0	0.24301933	0.0	-674.9182	-1.3573434
212000	-0.3376454899572128	60.0	0.06615815054204716	0.0	0.0	0.22531632	0.0	-666.81494	-1.3006086
213000	-0.28031835630240126	60.0	0.0646470793636298	0.0	0.0	0.21763657	0.0	-679.1738	-1.3452203
214000	-0.3904473641609614	60.0	0.08301193626183064	0.0	0.0	0.22987723	0.0	-688.3904	-1.3739824
215000	-0.4407037820523533	60.0	0.07848238756374278	0.0	0.0	0.21611637	0.0	-688.1612	-1.3564129
216000	-0.33720436266277176	60.0	0.11178216358402233	0.0	0.0	0.18525171	0.0	-686.88245	-1.3339136
217000	-0.2857541936863636	60.0	0.026599441127770844	0.0	0.0	0.21948658	0.0	-686.4624	-1.3157617
218000	-0.27363826739830704	60.0	0.027278318021384793	0.0	0.0	0.22078618	0.0	-709.9125	-1.4125408
219000	-0.2994497643599194	60.0	0.04933864088558743	0.0	0.0	0.21362494	0.0	-693.9682	-1.3199451
220000	-0.3001007944301285	60.0	0.02934757595255032	0.0	0.0	0.20960027	0.0	-708.80725	-1.3747816
221000	-0.297695662494327	60.0	0.08578855928842616	0.0	0.0	0.22638002	0.0	-710.5314	-1.3669528
222000	-0.3306563259655081	60.0	0.04966380122765338	0.0	0.0	0.22070803	0.0	-690.99817	-1.2589638
223000	-0.2759312316757388	60.0	0.03544963314908951	0.0	0.0	0.2123596	0.0	-702.90234	-1.2995366
224000	-0.2547726692302265	60.0	0.043515467128191127	0.0	0.0	0.19698912	0.0	-710.67523	-1.3204235
225000	-0.342594648612579	60.0	0.08429108477889204	0.0	0.0	0.2277043	0.0	-731.0935	-1.3999463
226000	-0.3702753943740962	60.0	0.0958449697595026	0.0	0.0	0.23610906	0.0	-709.66345	-1.2849929
227000	-0.3384880203341655	60.0	0.13602914243667896	0.0	0.0	0.21396053	0.0	-720.3855	-1.3192434
228000	-0.2944806069468031	60.0	0.04440094153017335	0.0	0.0	0.23245966	0.0	-742.91626	-1.4073563
229000	-0.35365715835398115	60.0	0.09557910631831337	0.0	0.0	0.22430895	0.0	-744.3104	-1.3981378
230000	-0.2300065798905552	60.0	0.01453179357179243	0.0	0.0	0.21003221	0.0	-728.3032	-1.3099413
231000	-0.2852523617444869	60.0	0.06726554750195782	0.0	0.0	0.20747449	0.0	-752.171	-1.4029545
232000	-0.3107863390581439	60.0	0.09969711364620959	0.0	0.0	0.2069283	0.0	-739.3059	-1.3296798
233000	-0.2703151198173371	60.0	0.026291995304275784	0.0	0.0	0.22864391	0.0	-744.3169	-1.3372054
234000	-0.24966732348685916	60.0	0.024123007277150377	0.0	0.0	0.21458942	0.0	-742.564	-1.3144685
235000	-0.3272647264932281	60.0	0.04982478677969471	0.0	0.0	0.22073773	0.0	-751.86084	-1.3410413
236000	-0.3450259105942666	60.0	0.08162611508294348	0.0	0.0	0.20878783	0.0	-766.66595	-1.3917565
237000	-0.32057720746711127	60.0	0.12254830660247443	0.0	0.0	0.22303118	0.0	-767.98944	-1.3826361
238000	-0.35242817896432654	60.0	0.09558117124872327	0.0	0.0	0.18571676	0.0	-751.13837	-1.2938952
239000	-0.31753265612386816	60.0	0.07672984531801902	0.0	0.0	0.20120177	0.0	-765.13403	-1.3406025
240000	-0.29910170310852446	60.0	0.09290341382036642	0.0	0.0	0.24218082	0.0	-770.8468	-1.3509004
241000	-0.28007162730062074	60.0	0.06903979379237601	0.0	0.0	0.21878211	0.0	-772.65137	-1.3442056
242000	-0.3033158449852808	60.0	0.05126107753577747	0.0	0.0	0.20656332	0.0	-779.2022	-1.3580053
243000	-0.35451558887850476	60.0	0.08911744276370125	0.0	0.0	0.20693359	0.0	-777.1709	-1.3348784
244000	-0.26450169898894854	60.0	0.07758039924393595	0.0	0.0	0.25437552	0.0	-772.3544	-1.3000307
245000	-0.2908343423311015	60.0	0.07082652918660992	0.0	0.0	0.24225932	0.0	-784.193	-1.3363562
246000	-0.32673405286067897	60.0	0.10872082351885903	0.0	0.0	0.2128065	0.0	-774.45056	-1.2809379
247000	-0.38232862676966706	60.0	0.0991124770076738	0.0	0.0	0.22141823	0.0	-788.4114	-1.3259819
248000	-0.362304369145591	60.0	0.11353082082986433	0.0	0.0	0.24196807	0.0	-779.0702	-1.2727594
249000	-0.2803680452590295	60.0	0.08454742748859864	0.0	0.0	0.21171407	0.0	-797.8402	-1.3375828
250000	-0.26106097836261205	60.0	0.03733122349421676	0.0	0.0	0.19156794	0.0	-805.9529	-1.357466
251000	-0.2610040898284735	60.0	0.05613208794661108	0.0	0.0	0.2488238	0.0	-802.1684	-1.3278381
252000	-0.2957392131392068	60.0	0.08421527714325248	0.0	0.0	0.21334988	0.0	-800.09814	-1.3055079
253000	-0.3593583473268075	60.0	0.074584301398806	0.0	0.0	0.239993	0.0	-821.84216	-1.3813757
254000	-0.31724165901625706	60.0	0.06718623929452025	0.0	0.0	0.24232605	0.0	-817.69507	-1.3505276
255000	-0.309199466399638	60.0	0.0956966558398532	0.0	0.0	0.20535108	0.0	-828.74365	-1.38193
256000	-0.29607403394442505	60.0	0.08042435775718647	0.0	0.0	0.21470577	0.0	-822.1524	-1.3413872
257000	-0.37497821808839327	60.0	0.05795986941360556	0.0	0.0	0.2260493	0.0	-827.2111	-1.3483378
258000	-0.3301911557919918	60.0	0.09393398501446852	0.0	0.0	0.22057672	0.0	-838.17676	-1.379055
259000	-0.3167969854761802	60.0	0.060680150884537085	0.0	0.0	0.21163206	0.0	-855.9059	-1.4366627
260000	-0.29162935049573	60.0	0.07805099120457934	0.0	0.0	0.2373569	0.0	-833.8111	-1.3345386
261000	-0.3802963186308731	60.0	0.10502857430777318	0.0	0.0	0.21765062	0.0	-840.74036	-1.3488494
262000	-0.33676685030749925	60.0	0.09402529655679098	0.0	0.0	0.24457914	0.0	-836.88525	-1.3202381
263000	-0.3110491739999908	60.0	0.03621925671421549	0.0	0.0	0.22858089	0.0	-835.928	-1.3033272
264000	-0.34591579297380115	60.0	0.07833000708738799	0.0	0.0	0.21696201	0.0	-843.1052	-1.3185784
265000	-0.3058700614428894	60.0	0.05082692021613268	0.0	0.0	0.22743398	0.0	-865.1148	-1.3918481
266000	-0.2524086637742232	60.0	0.028471481226324317	0.0	0.0	0.19446398	0.0	-849.6017	-1.3179991
267000	-0.2818681021951333	60.0	0.020441233653208442	0.0	0.0	0.23428836	0.0	-854.19714	-1.3228769
268000	-0.37250293331926315	60.0	0.07241235591463711	0.0	0.0	0.21153565	0.0	-845.6189	-1.2766712
269000	-0.4057163575702445	60.0	0.1188549209158981	0.0	0.0	0.20562708	0.0	-853.6359	-1.2948803
270000	-0.3223526333479536	60.0	0.07070231425660478	0.0	0.0	0.20508346	0.0	-877.92163	-1.375498
271000	-0.37260243988473657	60.0	0.0790893307559695	0.0	0.0	0.19948581	0.0	-876.38837	-1.3566058
272000	-0.3575193622280305	60.0	0.03926795819712105	0.0	0.0	0.21636532	0.0	-881.4413	-1.362987
273000	-0.2643300042070751	60.0	0.04383491781091627	0.0	0.0	0.1942789	0.0	-869.56775	-1.3049874
274000	-0.3252672053088187	60.0	0.11472433937888901	0.0	0.0	0.21363711	0.0	-873.0563	-1.3055944
275000	-0.22870748466006424	60.0	0.04779252102169018	0.0	0.0	0.23472436	0.0	-887.01135	-1.3456752
276000	-0.4470866969213887	60.0	0.04848564788972377	0.0	0.0	0.200926	0.0	-885.32764	-1.3266879
277000	-0.3411301156315246	60.0	0.04852020535005134	0.0	0.0	0.24385154	0.0	-889.23724	-1.328782
278000	-0.29568719818363964	60.0	0.05757927133883091	0.0	0.0	0.24129818	0.0	-920.8912	-1.4343286
279000	-0.26269826550229075	60.0	0.05418017258352466	0.0	0.0	0.23378421	0.0	-902.4249	-1.3528688
280000	-0.34214099063414827	60.0	0.06744126767737103	0.0	0.0	0.21700953	0.0	-901.763	-1.33792
281000	-0.32413539953374393	60.0	0.09606423980784104	0.0	0.0	0.2254728	0.0	-910.3287	-1.3571119
282000	-0.2789289871689021	60.0	0.049100516746410555	0.0	0.0	0.22429417	0.0	-920.70776	-1.382825
283000	-0.3484123690437604	60.0	0.0879753274627342	0.0	0.0	0.21391663	0.0	-905.8699	-1.3160384
284000	-0.2535108900795107	60.0	0.04028254191901391	0.0	0.0	0.1988427	0.0	-922.8189	-1.3656749
285000	-0.31513574534438993	60.0	0.12169569454992316	0.0	0.0	0.1894169	0.0	-903.6301	-1.2836297
286000	-0.30338770380872637	60.0	0.04371802311010872	0.0	0.0	0.23994255	0.0	-911.77496	-1.3011465
287000	-0.32226884771311737	60.0	0.04984639055699272	0.0	0.0	0.22362132	0.0	-915.9125	-1.3040799
288000	-0.2912396334579913	60.0	0.10961741764903897	0.0	0.0	0.22062364	0.0	-906.76874	-1.2592543
289000	-0.3522659298824268	60.0	0.07914502230345384	0.0	0.0	0.20840159	0.0	-942.7905	-1.376508
290000	-0.29859938903300454	60.0	0.0926773784361207	0.0	0.0	0.21469812	0.0	-933.91235	-1.3326916
291000	-0.25737949854751935	60.0	0.04379422831014634	0.0	0.0	0.23544167	0.0	-926.6947	-1.2950933
292000	-0.28243518748415747	60.0	0.04273012967527475	0.0	0.0	0.23628396	0.0	-921.594	-1.2652646
293000	-0.31905568447806526	60.0	0.04310578861493029	0.0	0.0	0.2107363	0.0	-931.2854	-1.2878699
294000	-0.2524611928135382	60.0	0.06339179085658375	0.0	0.0	0.21922615	0.0	-944.6634	-1.3232851
295000	-0.2901606493915492	60.0	0.07308193305435723	0.0	0.0	0.22705671	0.0	-952.49194	-1.3389977
296000	-0.37658563017418084	60.0	0.13057897485510953	0.0	0.0	0.21604812	0.0	-947.49603	-1.3097994
297000	-0.2832827206253542	60.0	0.026710164837791452	0.0	0.0	0.19978097	0.0	-961.34705	-1.3464124
298000	-0.346908876689298	60.0	0.14721422148596158	0.0	0.0	0.2097292	0.0	-975.0041	-1.382096
299000	-0.2865383343382909	60.0	0.0998672945902282	0.0	0.0	0.2100909	0.0	-963.0753	-1.3290892
300000	-0.3160577840469602	60.0	0.08419133745830878	0.0	0.0	0.21780798	0.0	-984.1105	-1.3900008
301000	-0.33651426304269433	60.0	0.11361150593068294	0.0	0.0	0.2275675	0.0	-955.52234	-1.280144
302000	-0.27383619019567934	60.0	0.05376873608444194	0.0	0.0	0.23869088	0.0	-956.8447	-1.2733672
303000	-0.29714877354722113	60.0	0.06838162822387911	0.0	0.0	0.2390482	0.0	-970.05365	-1.3071628
304000	-0.3093282467296087	60.0	0.07450880039327257	0.0	0.0	0.23897752	0.0	-991.5675	-1.3689456
305000	-0.2803433580362154	60.0	0.04334689761312304	0.0	0.0	0.20701212	0.0	-976.51733	-1.3064976
306000	-0.3224121470225922	60.0	0.07434823029096733	0.0	0.0	0.21586643	0.0	-995.9535	-1.360848
307000	-0.2678690642877227	60.0	0.05196192692434115	0.0	0.0	0.264762	0.0	-995.08374	-1.3465402
308000	-0.3057488714819453	60.0	0.08180598643268903	0.0	0.0	0.22689146	0.0	-994.0751	-1.3318648
309000	-0.0635557897057	48.2	0.5408996803419931	23.599999999999998	0.0	0.23454538	0.0	-995.72253	-1.3261607
310000	-0.43720396783918164	60.0	0.10786337277176422	0.0	0.0	0.21699044	0.0	-1000.0536	-1.329428
311000	-0.34933484856923386	60.0	0.05100795635016475	0.0	0.0	0.2395983	0.0	-1005.64307	-1.3368491
312000	-0.26615371818269773	60.0	0.040940770344207573	0.0	0.0	0.22465022	0.0	-1014.63983	-1.3554885
313000	-0.3701745256313509	60.0	0.11589658262498778	0.0	0.0	0.24244702	0.0	-998.27	-1.2903941
314000	-0.3114788461667521	60.0	0.06138725485038388	0.0	0.0	0.21444236	0.0	-996.71216	-1.2743899
315000	-0.26748320496619604	60.0	0.06469129859343933	0.0	0.0	0.19626877	0.0	-1031.5874	-1.3777885
316000	-0.32909382254375996	60.0	0.07790426167919545	0.0	0.0	0.20442796	0.0	-1049.5278	-1.4252369
317000	-0.3302478884730037	60.0	0.09102344488480932	0.0	0.0	0.21047437	0.0	-999.00586	-1.249673
318000	-0.2805587706441508	60.0	0.05964990789425101	0.0	0.0	0.22984836	0.0	-1039.2736	-1.3696212
319000	-0.33613885754191797	60.0	0.1151782723557653	0.0	0.0	0.2029301	0.0	-1026.5916	-1.3176694
320000	-0.09404971664206471	48.2	0.5561455178196824	23.599999999999994	0.0	0.20456243	0.0	-1047.2393	-1.373419
321000	-0.30684377724834694	60.0	0.07502667872612402	0.0	0.0	0.22725686	0.0	-1037.9263	-1.3326089
322000	-0.3096971911929097	60.0	0.07513404140706198	0.0	0.0	0.24279155	0.0	-1038.7462	-1.3244936
323000	-0.3132839636172326	60.0	0.09467580320037425	0.0	0.0	0.24633045	0.0	-1022.1886	-1.2609907
324000	-0.2582457671633399	60.0	0.08300483635915257	0.0	0.0	0.22205618	0.0	-1046.7062	-1.3285129
325000	-0.3442718635237144	60.0	0.0885320315253616	0.0	0.0	0.21446648	0.0	-1065.4624	-1.3773417
326000	-0.30880465366127624	60.0	0.0917742522227902	0.0	0.0	0.20523325	0.0	-1073.3923	-1.3916519
327000	-0.3289436654617857	60.0	0.09207668285734472	0.0	0.0	0.23263219	0.0	-1066.8752	-1.3603662
328000	-0.2925241668340767	60.0	0.05358818832651464	0.0	0.0	0.21484953	0.0	-1073.978	-1.3720433
329000	-0.24643642870577226	60.0	0.030121285644056615	0.0	0.0	0.20777422	0.0	-1061.5925	-1.3226492
330000	-0.36760650923798893	60.0	0.06238591413026658	0.0	0.0	0.20483369	0.0	-1091.7888	-1.4064226
331000	-0.3413803259188534	60.0	0.10595299681701696	0.0	0.0	0.21286322	0.0	-1073.1045	-1.3376397
332000	-0.3599711389070996	60.0	0.08526323897100233	0.0	0.0	0.21769798	0.0	-1077.9685	-1.3422995
333000	-0.29377271293128465	60.0	0.10786951105156549	0.0	0.0	0.2097646	0.0	-1081.4695	-1.3427168
334000	-0.31261196431838323	60.0	0.09643448735465075	0.0	0.0	0.19050243	0.0	-1071.5494	-1.3017774
335000	-0.314738436280115	60.0	0.06643943868403193	0.0	0.0	0.21220756	0.0	-1094.3069	-1.3614691
336000	-0.34671183627698565	60.0	0.09424076404207692	0.0	0.0	0.21006918	0.0	-1098.3582	-1.3635082
337000	0.25596072952142146	36.4	0.6075614963871189	28.9039789648415	0.0	0.23116912	0.0	-1097.237	-1.3497446
338000	-0.3056155713721996	60.0	0.05907013309046555	0.0	0.0	0.19943742	0.0	-1092.593	-1.3253431
339000	-0.36735473337113517	60.0	0.07607979308519097	0.0	0.0	0.21634668	0.0	-1097.8312	-1.3310761
340000	-0.3456236915986762	60.0	0.08531629729457477	0.0	0.0	0.23074427	0.0	-1117.0859	-1.3791735
341000	-0.30955185795474105	60.0	0.08800452299335301	0.0	0.0	0.21063507	0.0	-1119.4824	-1.3761382
342000	-0.2727392636799205	60.0	0.05494813383723846	0.0	0.0	0.23483698	0.0	-1110.445	-1.3387433
343000	-0.42224437052914093	60.0	0.11093215721038623	0.0	0.0	0.20851626	0.0	-1124.2664	-1.3700955
344000	-0.34201564452418853	60.0	0.09406734409023983	0.0	0.0	0.22988984	0.0	-1115.115	-1.3326026
345000	-0.3369825178255647	60.0	0.1177010993648358	0.0	0.0	0.21014787	0.0	-1156.2957	-1.4453049
346000	-0.3283654028241044	60.0	0.08919340858898132	0.0	0.0	0.19521677	0.0	-1150.3192	-1.4172432
347000	-0.29217412209870075	60.0	0.06662084121212962	0.0	0.0	0.20008188	0.0	-1113.5547	-1.2981603
348000	-0.28466323016263384	60.0	0.054271101703583714	0.0	0.0	0.21182394	0.0	-1129.3799	-1.3350835
349000	-0.3129897573683324	60.0	0.05988636387105495	0.0	0.0	0.21740776	0.0	-1143.3362	-1.3662859
350000	-0.33590186415729695	60.0	0.1365544513161293	0.0	0.0	0.20442548	0.0	-1105.3936	-1.2449512
351000	-0.28861252233208456	60.0	0.0702184110955526	0.0	0.0	0.18241255	0.0	-1134.4263	-1.3203622
