Averaged Steps Traning	Averaged Return Training	Averaged Steps Validation	Averaged Return Validation	Cumulative Successes	Number of episodes	Sampling time (s)	Epsilon threshold	Gradient update	Updates target network	Average q-value evaluation
38.0	-0.4	61.0	-13.79	747	1120	0.000844227841922215	0.3049388849279155	88890	6339	-4.017161846160889
2.0	-0.03	50.0	-18.72	760	1140	4.210200226097776e-05	0.29993136732814074	90457	6340	-4.3731279373168945
108.0	-0.39	81.0	-19.34	777	1160	0.0023073739018933527	0.2948844213108965	92069	6340	-4.4007344245910645
53.0	-0.41	100.0	-29.72	791	1180	0.0011877946934457553	0.2910215502179361	93321	6340	-4.404403209686279
73.0	-0.43	80.0	-33.01	806	1200	0.001473747491836548	0.2860954918063037	94953	6340	-4.3756279945373535
24.0	-0.38	82.0	-24.15	822	1220	0.0005013751201942319	0.28247003836694345	96171	6340	-4.374423503875732
25.0	-0.43	42.0	-10.45	838	1240	0.0005070655576644406	0.2773546991942176	97931	6341	-4.7572712898254395
4.0	-0.22	83.0	-25.33	854	1260	4.259650669400654e-05	0.27384388109852625	99156	6341	-4.732948303222656
5.0	-0.26	47.0	-20.55	872	1280	9.028930217027664e-05	0.26969964190989915	100631	6341	-4.757460117340088
150.0	-44.24	100.0	-30.46	887	1300	0.0029743165236253005	0.2661475658125379	101915	6341	-4.736652374267578
59.0	-0.22	69.0	-17.12	903	1320	0.001129663171190204	0.26153148432926204	103622	6341	-4.752472400665283
150.0	-32.62	81.0	-25.47	918	1340	0.0029224865472138816	0.257477696985023	105150	6342	-5.0752387046813965
15.0	-0.22	81.0	-18.9	933	1360	0.00026780384428360884	0.25320927299568247	106793	6342	-5.113867282867432
14.0	-0.31	89.0	-33.5	948	1380	0.00026954602504122084	0.24997129864688133	108058	6342	-5.0988593101501465
2.0	-0.11	82.0	-35.88	961	1400	4.335709980555943e-05	0.24516080299463933	109986	6342	-5.083410739898682
37.0	-0.36	100.0	-23.12	974	1420	0.0006701331743052308	0.24152365953682087	111471	6342	-5.135746479034424
150.0	-56.97	83.0	-20.43	989	1440	0.0025913164019584654	0.2383470646533511	112789	6343	-5.456781387329102
150.0	-46.46	81.0	-18.37	1004	1460	0.0025743829060907233	0.2345783158345941	114386	6343	-5.431447505950928
150.0	-47.98	100.0	-16.05	1017	1480	0.0024568427253413845	0.23073129125482433	116051	6343	-5.436343669891357
33.0	-0.32	53.0	-21.22	1033	1500	0.0005323829650878907	0.22700426874463858	117698	6343	-5.428998947143555
150.0	-50.05	84.0	-16.52	1047	1520	0.0015529602766036986	0.22344730739499924	119302	6343	-5.422482967376709
71.0	-0.41	51.0	-20.59	1063	1540	0.0011459056433145102	0.22032763542924388	120734	6344	-5.804633617401123
67.0	-0.39	44.0	-14.01	1078	1560	0.0010786658678299341	0.2170133667252	122286	6344	-5.753439903259277
147.0	-0.37	100.0	-43.21	1092	1580	0.0022590368608885174	0.21288979200831049	124266	6344	-5.7556939125061035
1.0	0.0	57.0	-16.97	1109	1600	5.835890769958496e-06	0.21028225414831836	125537	6344	-5.786900997161865
104.0	-0.35	85.0	-28.5	1126	1620	0.001587542928295371	0.2075962447614879	126869	6344	-5.792751789093018
121.0	-0.27	62.0	-13.92	1141	1640	0.001815890975114776	0.20442350330508108	128476	6345	-6.099486351013184
150.0	-50.86	85.0	-27.63	1156	1660	0.002238756202789674	0.20106517247344785	130215	6345	-6.045896053314209
71.0	-0.41	62.0	-23.56	1175	1680	0.0010449768531890142	0.19850206286370659	131564	6345	-6.090267181396484
4.0	-0.3	85.0	-26.95	1189	1700	5.363169838400448e-05	0.19553241560835755	133160	6345	-6.0598673820495605
150.0	-50.9	75.0	-25.37	1207	1720	0.00214036037755567	0.19382882101141774	134082	6345	-6.0691938400268555
117.0	-0.28	48.0	-13.03	1224	1740	0.0015967059409481355	0.19125070335016708	135509	6346	-6.392862796783447
150.0	-61.03	54.0	-15.51	1236	1760	0.0016820447011427445	0.1879941578008153	137355	6346	-6.4021477699279785
15.0	-0.5	83.0	-27.76	1253	1780	0.00021056378825326985	0.1858140063683128	138609	6346	-6.3831658363342285
27.0	-0.24	84.0	-28.87	1268	1800	0.00036299427350362144	0.18391916203079062	139713	6346	-6.401256084442139
25.0	-0.3	65.0	-17.18	1281	1820	0.0003502682015136048	0.18115585508263332	141361	6346	-6.384175777435303
138.0	-0.33	48.0	-9.92	1295	1840	0.0018494891083758811	0.17856843741962697	142935	6347	-6.709609508514404
24.0	-0.43	100.0	-33.83	1310	1860	0.00031108330654841597	0.1758148459323587	144647	6347	-6.7157745361328125
22.0	-0.26	61.0	-18.34	1324	1880	0.00030364863415981863	0.1732480325219165	146276	6347	-6.7088623046875
40.0	-0.32	29.0	-8.2	1342	1900	0.00047026458539460835	0.17148445952844438	147409	6347	-6.718533515930176
54.0	-0.14	63.0	-15.98	1354	1920	0.0007239062339067459	0.1687919744467271	149182	6347	-6.7093987464904785
150.0	-44.21	81.0	-18.36	1371	1940	0.0019324056880990253	0.16725181060700217	150206	6348	-7.051887035369873
62.0	-0.31	82.0	-26.75	1384	1960	0.0007786980697086879	0.1647936707452347	151881	6348	-7.0329508781433105
141.0	-0.42	100.0	-38.21	1402	1980	0.0017192547971552068	0.16307896155256485	153065	6348	-7.00878381729126
150.0	-54.23	45.0	-19.88	1413	2000	0.0018876171112060546	0.1602801393199843	155050	6348	-7.031097412109375
150.0	-37.1	48.0	-18.95	1431	2020	0.0018283825109500697	0.15863013437959736	156236	6348	-7.031356334686279
150.0	-63.76	81.0	-33.91	1449	2040	0.0016385025837842156	0.15689652916871116	157503	6349	-7.19402551651001
150.0	-60.01	100.0	-20.58	1464	2060	0.0018200277124793783	0.15497517036554645	158934	6349	-7.3728861808776855
78.0	-0.34	80.0	-24.89	1478	2080	0.0009297236800193786	0.15259599013667302	160748	6349	-7.391330242156982
150.0	-38.29	27.0	-8.88	1494	2100	0.001778247356414795	0.15032088007106734	162522	6349	-7.365254878997803
150.0	-59.19	83.0	-20.56	1506	2120	0.0017526587225356193	0.1478072641147416	164532	6349	-7.363200664520264
111.0	-0.35	82.0	-23.18	1518	2140	0.0012687759978748927	0.1453399427681476	166556	6350	-7.6792778968811035
150.0	-53.1	80.0	-27.97	1534	2160	0.001706273908968325	0.14368249474987593	167939	6350	-7.689280986785889
25.0	-0.2	100.0	-17.16	1551	2180	0.0002874605152585091	0.14233389951984987	169079	6350	-7.6610565185546875
13.0	-0.22	81.0	-31.58	1568	2200	0.00013198928399519487	0.14056780978100408	170604	6350	-7.704347133636475
10.0	-0.5	100.0	-16.67	1586	2220	9.63606275953688e-05	0.1389510616577211	172025	6350	-7.6954803466796875
1.0	-0.01	68.0	-23.65	1600	2240	9.238081318991526e-06	0.13717554544893823	173618	6351	-7.985487461090088
132.0	-0.29	100.0	-45.15	1613	2260	0.001164163530400369	0.13547178739352023	175177	6351	-8.021580696105957
150.0	-57.47	62.0	-18.94	1631	2280	0.0016350428263346354	0.13408989031640178	176461	6351	-7.968471050262451
129.0	-0.34	100.0	-24.98	1645	2300	0.0014155564100846	0.13205472063214718	178401	6351	-7.986676216125488
150.0	-33.93	84.0	-27.49	1658	2320	0.0015769845452801934	0.13002077988314334	180389	6352	-8.360217094421387
150.0	-41.07	80.0	-24.81	1675	2340	0.0015990664816310264	0.1285942742024318	181808	6352	-8.300225257873535
72.0	-0.36	68.0	-18.59	1690	2360	0.0007594973354016321	0.12709098514042144	183333	6352	-8.310490608215332
18.0	-0.3	62.0	-21.52	1705	2380	0.00012659285248828536	0.1255748721890919	184902	6352	-8.337798118591309
2.0	-0.1	100.0	-42.91	1722	2400	2.2794703642527263e-05	0.12428702818610303	186257	6352	-8.338244438171387
150.0	-54.4	82.0	-28.79	1739	2420	0.00154237628968294	0.12287705545478551	187770	6353	-8.640677452087402
124.0	-0.34	100.0	-39.68	1758	2440	0.0013016290351992748	0.12154837894449391	189222	6353	-8.666747093200684
150.0	-39.56	100.0	-47.17	1774	2460	0.0015440283752069241	0.12000900309937057	190942	6353	-8.649672508239746
100.0	-0.22	68.0	-28.47	1790	2480	0.0010594894809107626	0.11886505392924021	192240	6353	-8.65543270111084
6.0	-0.27	83.0	-28.26	1807	2500	5.256061553955078e-05	0.11770255027766083	193582	6353	-8.646915435791016
8.0	-0.12	100.0	-32.1	1826	2520	7.84886261773488e-05	0.116510601066092	194983	6353	-8.681812286376953
150.0	-49.19	65.0	-23.19	1840	2540	0.001483304294075553	0.11505602680557737	196732	6354	-9.011774063110352
20.0	-0.36	35.0	-11.15	1856	2560	0.00017956215888261795	0.1140530309908351	197955	6354	-9.032353401184082
4.0	-0.11	100.0	-39.6	1868	2580	2.473380214484163e-05	0.11267726921703107	199672	6354	-9.033979415893555
18.0	-0.38	81.0	-28.37	1882	2600	0.00016206741333007812	0.11149841176282971	201171	6354	-9.000090599060059
110.0	-0.26	100.0	-35.88	1899	2620	0.0010420704615935114	0.11046177513970323	202511	6355	-9.394783973693848
8.0	-0.37	73.0	-24.1	1915	2640	6.707879630002109e-05	0.10930679281743352	204034	6355	-9.338098526000977
111.0	-0.44	18.0	-4.33	1929	2660	0.0011007193335913178	0.10820296796994847	205517	6355	-9.320894241333008
82.0	-0.28	82.0	-11.84	1944	2680	0.0007776538827526035	0.10708756684797426	207045	6355	-9.352560997009277
150.0	-45.1	100.0	-40.9	1958	2700	0.0014329736321060747	0.10588655595209073	208726	6355	-9.33281135559082
10.0	-0.41	100.0	-37.11	1974	2720	6.493102101718678e-05	0.10507103236345958	209882	6355	-9.326093673706055
89.0	-0.37	100.0	-38.0	1992	2740	0.0008244114200564196	0.10411432019742135	211264	6356	-9.643088340759277
150.0	-59.46	65.0	-25.37	2005	2760	0.0014005086560180222	0.10296195626496296	212966	6356	-9.621176719665527
2.0	-0.05	100.0	-41.96	2020	2780	2.0962138827756156e-05	0.10196777679506887	214462	6356	-9.622183799743652
30.0	-0.35	67.0	-21.77	2034	2800	0.00027806827000209265	0.1009533928640701	216019	6356	-9.599848747253418
12.0	-0.27	81.0	-30.81	2052	2820	0.00010428538559176397	0.10007948030713787	217383	6356	-9.635749816894531
58.0	-0.37	68.0	-15.27	2067	2840	0.0005304222375574246	0.09909397652048266	218953	6357	-9.973137855529785
72.0	-0.4	100.0	-26.27	2081	2860	0.000646240394432228	0.09825074892780676	220319	6357	-9.95984935760498
145.0	-0.26	100.0	-34.53	2098	2880	0.001316479096810023	0.09750269040226828	221549	6357	-9.960275650024414
150.0	-54.0	61.0	-16.94	2115	2900	0.0009823605932038405	0.09652832884121293	223187	6357	-9.953617095947266
150.0	-44.45	84.0	-30.11	2130	2920	0.0013446228144920035	0.09565434802459546	224684	6357	-9.945635795593262
7.0	-0.19	82.0	-33.58	2146	2940	5.60098764847736e-05	0.09481918791877808	226141	6358	-10.255908966064453
47.0	-0.29	69.0	-24.65	2161	2960	0.0004135468521633664	0.09395972392982235	227670	6358	-10.256625175476074
16.0	-0.12	72.0	-21.14	2175	2980	0.00013759432223019183	0.09321764450528068	229012	6358	-10.248804092407227
147.0	-0.36	87.0	-39.06	2190	3000	0.0012938769658406575	0.09236982140429695	230577	6358	-10.236197471618652
112.0	-0.3	83.0	-23.61	2206	3020	0.0009401942720476366	0.09149036989079021	232235	6358	-10.281757354736328
17.0	-0.25	82.0	-37.22	2220	3040	0.00013802514264458105	0.09061089374603043	233929	6359	-10.567121505737305
51.0	-0.23	80.0	-21.3	2237	3060	0.00044278895932864517	0.08997528345430961	235171	6359	-10.5447998046875
57.0	-0.36	82.0	-31.99	2251	3080	0.0005034881752806824	0.08904291202175643	237039	6359	-10.546568870544434
80.0	-0.37	64.0	-26.67	2266	3100	0.0006596775208750078	0.08823442735824105	238693	6359	-10.512328147888184
39.0	-0.35	81.0	-26.8	2285	3120	0.0003161076551828629	0.08777316196329157	239644	6359	-10.5452299118042
88.0	-0.25	100.0	-35.78	2299	3140	0.0006996251215600663	0.08695399828353852	241378	6360	-10.849101066589355
3.0	-0.14	82.0	-32.78	2313	3160	2.4049719677695747e-05	0.08618334208348372	243044	6360	-10.847709655761719
150.0	-45.81	83.0	-29.34	2332	3180	0.0012742528375589623	0.08578616440178741	243907	6360	-10.855978965759277
69.0	-0.29	100.0	-40.45	2348	3200	0.0005620311945676804	0.08524720902346539	245101	6360	-10.858485221862793
7.0	-0.11	75.0	-21.65	2364	3220	5.24716347641086e-05	0.0846504720695645	246447	6360	-10.8533353805542
45.0	-0.41	63.0	-20.99	2381	3240	0.00034936033649209103	0.08397623635396206	247999	6361	-11.196327209472656
150.0	-40.33	100.0	-45.37	2394	3260	0.001020624154915839	0.08318254051473375	249870	6361	-11.1753511428833
6.0	-0.32	48.0	-17.05	2407	3280	4.883539385911895e-05	0.08254622379506979	251399	6361	-11.214980125427246
68.0	-0.39	61.0	-26.58	2423	3300	0.0005284610661593351	0.08188342714272567	253025	6361	-11.18078899383545
90.0	-0.38	82.0	-33.24	2437	3320	0.0007146597626697586	0.08121578353663271	254698	6361	-11.211155891418457
56.0	-0.33	85.0	-25.29	2450	3340	0.00041865524417625927	0.08054569775909205	256414	6362	-11.48560619354248
10.0	-0.22	100.0	-37.54	2466	3360	8.553323291596913e-05	0.08009770278732428	257576	6362	-11.510066032409668
114.0	-0.35	82.0	-32.4	2480	3380	0.0008829578845458623	0.07934725012805013	259576	6362	-11.505223274230957
150.0	-44.53	100.0	-32.22	2496	3400	0.001178360055474674	0.07879707586392037	261070	6362	-11.48983097076416
150.0	-63.19	47.0	-16.18	2512	3420	0.001145964128929272	0.07826922761136021	262530	6363	-11.773085594177246
5.0	-0.15	70.0	-29.07	2522	3440	3.407500510992006e-05	0.07760436326346691	264414	6363	-11.877337455749512
32.0	-0.45	66.0	-27.32	2539	3460	0.0002415565397008995	0.07703916443120186	266049	6363	-11.82628059387207
150.0	-41.81	45.0	-17.82	2552	3480	0.0011430826680413609	0.07648951116335863	267672	6363	-11.825221061706543
115.0	-0.33	83.0	-31.03	2571	3500	0.0008555330548967634	0.0760189169764679	269086	6363	-11.823378562927246
70.0	-0.37	63.0	-22.09	2586	3520	0.0005022911185568029	0.07556626859112218	270470	6364	-12.169843673706055
78.0	-0.38	80.0	-37.65	2601	3540	0.0005523280235333631	0.07497184148536074	272332	6364	-12.17099666595459
150.0	-0.37	91.0	-35.73	2616	3560	0.0010787288794356785	0.07442815473045826	274073	6364	-12.168835639953613
150.0	-60.21	100.0	-18.99	2628	3580	0.0011102433311206668	0.07387570344229469	275883	6364	-12.182501792907715
144.0	-0.34	83.0	-34.31	2644	3600	0.0010609202914767795	0.07340088517136617	277470	6364	-12.1702299118042
82.0	-0.32	89.0	-27.37	2660	3620	0.0006015831594309096	0.07297367165245107	278924	6365	-12.455459594726562
122.0	-0.41	100.0	-25.73	2673	3640	0.0008870728723295442	0.07254523757169881	280410	6365	-12.474054336547852
18.0	-0.33	83.0	-25.88	2688	3660	0.0001290621653280623	0.07218738423144566	281670	6365	-12.461675643920898
8.0	-0.16	44.0	-17.1	2704	3680	5.9499559195145315e-05	0.07178967752188775	283097	6365	-12.485133171081543
17.0	-0.24	84.0	-33.55	2722	3700	0.0001195187826414366	0.07143899262842768	284375	6365	-12.466527938842773
8.0	-0.37	100.0	-35.46	2740	3720	3.393760291478967e-05	0.07107998157210817	285706	6366	-12.77802848815918
42.0	-0.36	86.0	-36.45	2758	3740	0.000309558921956761	0.07072231936277176	287055	6366	-12.790112495422363
2.0	-0.04	47.0	-18.16	2774	3760	8.121386487433251e-06	0.07035570770536385	288463	6366	-12.771565437316895
46.0	-0.36	69.0	-24.71	2791	3780	0.0003229963716375765	0.06996561111742243	289991	6366	-12.72595500946045
40.0	-0.27	85.0	-27.54	2809	3800	0.0002822458116631759	0.06973929560012415	290883	6366	-12.746088981628418
150.0	-44.36	80.0	-25.87	2827	3820	0.0010273024673861358	0.06945732974047816	292014	6366	-12.7024507522583
71.0	-0.47	64.0	-24.08	2843	3840	0.0004906232158342997	0.06910449885539885	293458	6367	-13.06297779083252
20.0	-0.32	100.0	-33.69	2859	3860	9.228608768838675e-05	0.06873393058499012	295005	6367	-13.090478897094727
29.0	-0.47	61.0	-21.3	2874	3880	0.00013190550902455125	0.06829950205713149	296862	6367	-13.109347343444824
2.0	-0.04	82.0	-34.11	2890	3900	1.5161709907727363e-05	0.06801939809347385	298076	6367	-13.094874382019043
1.0	0.0	81.0	-22.31	2905	3920	4.596308786041882e-06	0.06764780387839306	299723	6367	-13.120849609375
61.0	-0.34	100.0	-32.46	2921	3940	0.0003956765087727968	0.06733601881390948	301129	6368	-13.349374771118164
84.0	-0.3	67.0	-20.28	2939	3960	0.0005738450421227349	0.06708902337468496	302257	6368	-13.352014541625977
64.0	-0.39	100.0	-34.42	2952	3980	0.00041452119098835854	0.06673828899868856	303896	6368	-13.368013381958008
50.0	-0.45	83.0	-37.62	2966	4000	0.00032549238204956053	0.06644298347071995	305300	6368	-13.367579460144043
53.0	-0.34	64.0	-26.19	2982	4020	0.0003648365908001193	0.0661095352701834	306919	6368	-13.320169448852539
25.0	-0.36	82.0	-24.58	2998	4040	0.00017697539660010007	0.06584650307001746	308216	6369	-13.683882713317871
94.0	-0.31	100.0	-30.45	3016	4060	0.0006163580077035086	0.06553602233978034	309779	6369	-13.680506706237793
150.0	-49.5	59.0	-24.06	3028	4080	0.0009450348568897621	0.0651991020353338	311513	6369	-13.701018333435059
104.0	-0.3	100.0	-40.22	3042	4100	0.0006675066017523045	0.06492404766920437	312954	6369	-13.63318920135498
31.0	-0.25	81.0	-29.92	3057	4120	0.00018907287745799833	0.06468165638349459	314244	6369	-13.695788383483887
75.0	-0.24	61.0	-21.74	3070	4140	0.0004894405747381385	0.06431111273041812	316269	6370	-14.012843132019043
114.0	-0.32	64.0	-22.62	3083	4160	0.000702205472267591	0.06398099419059755	318116	6370	-14.004976272583008
7.0	-0.42	100.0	-36.03	3099	4180	3.916532799387663e-05	0.06369952758625412	319723	6370	-14.00926685333252
5.0	-0.3	100.0	-26.59	3115	4200	2.080247515723819e-05	0.0634480800612663	321185	6370	-14.002116203308105
150.0	-41.12	100.0	-27.25	3129	4220	0.0009178298909517261	0.06314953437806042	322961	6371	-14.318862915039062
45.0	-0.32	65.0	-18.23	3146	4240	0.00027830207122946684	0.06293402388213519	324263	6371	-14.304895401000977
9.0	-0.15	81.0	-20.52	3159	4260	5.615703376805838e-05	0.06263883035819753	326090	6371	-14.324734687805176
150.0	-48.54	89.0	-28.65	3172	4280	0.0009169169118471235	0.062369531966153705	327793	6371	-14.321878433227539
50.0	-0.27	48.0	-19.82	3187	4300	0.00031410039857376453	0.06214097808457415	329265	6371	-14.325227737426758
83.0	-0.36	80.0	-32.05	3202	4320	0.0005131724256056327	0.06188510992097747	330949	6372	-14.619099617004395
150.0	-45.86	100.0	-32.29	3213	4340	0.0008606641523299679	0.061631289640250816	332656	6372	-14.625224113464355
126.0	-0.33	100.0	-35.38	3228	4360	0.0005922993388744669	0.0613682439450003	334466	6372	-14.639615058898926
13.0	-0.2	100.0	-36.77	3244	4380	7.35097279831699e-05	0.06116558577807243	335885	6372	-14.598713874816895
49.0	-0.34	73.0	-16.81	3261	4400	0.0002893010052767667	0.060985336625628654	337167	6372	-14.614982604980469
4.0	-0.07	100.0	-39.0	3277	4420	2.1700352025787215e-05	0.06081151045529369	338423	6373	-14.9076566696167
150.0	-39.3	62.0	-20.79	3291	4440	0.0008317640772810927	0.06059424945309616	340027	6373	-14.92868709564209
31.0	-0.37	80.0	-24.64	3307	4460	0.00018160065193347332	0.06039745796142696	341507	6373	-14.949435234069824
55.0	-0.38	83.0	-29.8	3325	4480	0.0003156414521592004	0.060234852927904994	342748	6373	-14.902058601379395
150.0	-70.22	70.0	-20.97	3338	4500	0.0008812644746568468	0.06002253792470899	344405	6373	-14.945849418640137
133.0	-0.43	63.0	-22.48	3353	4520	0.0007728585627226703	0.05983120341630437	345927	6374	-15.24029541015625
31.0	-0.35	100.0	-36.71	3369	4540	0.00017858832943281938	0.059655462810037495	347350	6374	-15.207633972167969
18.0	-0.24	47.0	-19.96	3382	4560	0.00010049489506503992	0.05945256704399786	349029	6374	-15.211087226867676
150.0	-53.78	100.0	-30.16	3397	4580	0.0008619823310052464	0.05927396813009374	350535	6374	-15.207911491394043
140.0	-0.36	100.0	-35.13	3415	4600	0.0007900003764940345	0.059089876752206866	352119	6374	-15.175697326660156
9.0	-0.16	81.0	-12.57	3432	4620	4.8510439984210125e-05	0.05895768075779058	353271	6375	-15.531695365905762
48.0	-0.2	80.0	-18.72	3450	4640	0.0002685656321459803	0.05883093898681143	354391	6375	-15.532318115234375
9.0	-0.15	100.0	-39.52	3462	4660	4.777094836910395e-05	0.05863856386338515	356133	6375	-15.534956932067871
11.0	-0.47	85.0	-30.41	3476	4680	6.228068954924232e-05	0.05848382449145726	357559	6375	-15.527777671813965
125.0	-0.26	82.0	-35.1	3496	4700	0.000651000459143456	0.0583724692210565	358596	6375	-15.51169490814209
150.0	-49.58	80.0	-29.38	3508	4720	0.0007593378172082416	0.05819202687952973	360319	6376	-15.821789741516113
41.0	-0.29	81.0	-19.64	3528	4740	0.0002249992849454598	0.058091983251024694	361282	6376	-15.830718994140625
