Averaged Steps Training	Averaged Return Training	Averaged Steps Validation	Averaged Return Validation	Cumulative Successes	Number of episodes	Sampling time (s)	Epsilon threshold	Gradient update	Updates target network	Average q-value evaluation
50.0	-50.0	100.0	-100.0	1014	4820	0.00017162398183988832	0.11219184298868877	198130	6278	-77.73279571533203
3.0	-0.33	82.0	-81.4	1015	4840	1.2141515400784074e-05	0.11145537793819156	199063	6278	-81.15261840820312
50.0	-50.0	83.0	-82.8	1018	4860	0.00017245600743548862	0.1107602838566056	199953	6278	-81.13400268554688
50.0	-50.0	100.0	-100.0	1023	4880	0.00017354737539760403	0.11015646088184597	200732	6278	-80.7791519165039
50.0	-50.0	100.0	-100.0	1028	4900	0.00017940326612822863	0.1095586385733391	201511	6278	-80.96544647216797
2.0	0.0	100.0	-100.0	1034	4920	8.108073133763259e-06	0.10898666193702757	202263	6278	-76.97838592529297
50.0	-50.0	82.0	-81.4	1040	4940	0.00016822366096712799	0.10839389516267704	203051	6279	-80.64144134521484
11.0	-0.82	68.0	-67.2	1045	4960	3.671030844411542e-05	0.10780491747515977	203842	6279	-80.1060562133789
50.0	-50.0	100.0	-100.0	1048	4980	0.00016752103246359462	0.10715825644211377	204722	6279	-78.96220397949219
50.0	-50.0	100.0	-100.0	1052	5000	0.00016544876098632813	0.10657608387223873	205521	6279	-82.40460205078125
50.0	-50.0	74.0	-73.2	1056	5020	0.00016599114672596237	0.1059340797193898	206414	6279	-79.05304718017578
50.0	-50.0	49.0	-47.6	1060	5040	0.00016274102150447785	0.10532010193758327	207277	6279	-79.72335052490234
50.0	-50.0	100.0	-100.0	1066	5060	0.000165553243735091	0.10476144289376026	208069	6279	-83.0608139038086
50.0	-50.0	100.0	-100.0	1072	5080	0.00016816582266739974	0.10419758495810715	208877	6279	-82.6214599609375
50.0	-50.0	67.0	-66.6	1075	5100	0.00017079530977735333	0.10360936910219626	209730	6279	-79.60216522216797
1.0	1.0	100.0	-100.0	1077	5120	3.165891394019127e-06	0.10298446988017995	210648	6280	-86.76262664794922
20.0	-0.9	64.0	-63.0	1081	5140	6.216922158860975e-05	0.10241597176108458	211491	6280	-85.71026611328125
1.0	1.0	100.0	-100.0	1084	5160	4.0033528971117594e-06	0.10185551790142564	212331	6280	-82.14381408691406
50.0	-50.0	100.0	-100.0	1087	5180	0.0001635255040349187	0.10128951521347765	213189	6280	-82.63899993896484
41.0	-0.95	67.0	-66.0	1094	5200	0.00013084631699782152	0.10077092506448482	213982	6280	-82.38748168945312
15.0	-0.87	46.0	-45.2	1098	5220	5.070103539360894e-05	0.1002035805315765	214861	6280	-87.51502990722656
50.0	-50.0	80.0	-80.0	1102	5240	0.00015506835384223298	0.09962272278467207	215772	6280	-86.71617889404297
50.0	-50.0	100.0	-100.0	1106	5260	0.00016546974617265476	0.09912159965055242	216564	6280	-86.08493041992188
41.0	-0.95	100.0	-100.0	1111	5280	0.0001257809725674716	0.09855083287011204	217479	6280	-86.08760070800781
24.0	-0.92	84.0	-83.2	1116	5300	7.847300115621315e-05	0.09806353826784103	218266	6281	-90.07665252685547
50.0	-50.0	100.0	-100.0	1119	5320	0.00015566528291630565	0.09754249056947387	219118	6281	-89.54454803466797
50.0	-50.0	100.0	-100.0	1126	5340	0.00015925954790151076	0.09705061087542803	219930	6281	-86.20674896240234
50.0	-50.0	63.0	-62.2	1132	5360	0.00015529447527074102	0.09657662703274017	220720	6281	-86.34025573730469
50.0	-50.0	80.0	-79.8	1137	5380	0.00015276528645625346	0.09612413503168968	221481	6281	-86.22551727294922
50.0	-50.0	100.0	-100.0	1142	5400	0.00015372042302732114	0.09563323777075661	222317	6281	-90.4423828125
50.0	-50.0	48.0	-47.2	1145	5420	0.0001560258249515097	0.09512330481335507	223196	6281	-90.01885986328125
50.0	-50.0	93.0	-93.0	1154	5440	0.0001536501242833979	0.09468325618630694	223960	6281	-89.51217651367188
50.0	-50.0	81.0	-80.8	1155	5460	0.00015609364806514083	0.09415522866006767	224891	6281	-89.63312530517578
50.0	-50.0	91.0	-90.4	1157	5480	0.0001505870453632661	0.0936432595287138	225804	6282	-89.52327728271484
1.0	1.0	66.0	-65.2	1159	5500	4.104050722989169e-06	0.09315340604827627	226687	6282	-93.88843536376953
50.0	-50.0	100.0	-100.0	1166	5520	0.00014598658983258235	0.09274325262038019	227431	6282	-93.95195770263672
50.0	-50.0	100.0	-100.0	1172	5540	0.00015224261404374876	0.09233064744024952	228187	6282	-88.94502258300781
50.0	-50.0	100.0	-100.0	1176	5560	0.0001444716676533651	0.09187227232366842	229038	6282	-90.1581802368164
50.0	-50.0	100.0	-100.0	1182	5580	0.00014778401262016707	0.0914333598355854	229861	6282	-91.2826919555664
50.0	-50.0	23.0	-21.8	1186	5600	0.00015311436993735176	0.09100058559816421	230681	6282	-91.01338958740234
50.0	-50.0	100.0	-100.0	1192	5620	0.0001499268932274652	0.09056726049232929	231511	6282	-90.9426498413086
50.0	-50.0	100.0	-100.0	1195	5640	0.00014610527255010943	0.09010942521588172	232399	6282	-90.98985290527344
50.0	-50.0	84.0	-83.4	1199	5660	0.00013629914172546602	0.08965180020651461	233297	6283	-94.5324478149414
50.0	-50.0	64.0	-63.0	1202	5680	0.00014244192083116987	0.08918959780578571	234215	6283	-94.45409393310547
50.0	-50.0	94.0	-93.6	1205	5700	0.00015137961036280583	0.08874392035727363	235110	6283	-94.2951889038086
50.0	-50.0	81.0	-80.6	1214	5720	0.0001455531670497014	0.08839870939349098	235806	6283	-94.333984375
50.0	-50.0	81.0	-80.2	1216	5740	0.00014418330342096735	0.08793451370275618	236759	6283	-94.51868438720703
18.0	-0.89	100.0	-100.0	1219	5760	5.316158963574304e-05	0.0875063911636143	237647	6283	-89.5770034790039
50.0	-50.0	78.0	-77.6	1223	5780	0.00014682405960188605	0.0871239141972993	238447	6283	-94.55709075927734
50.0	-50.0	80.0	-80.0	1225	5800	0.00014506467457475332	0.08668567491183393	239377	6283	-91.06634521484375
50.0	-50.0	100.0	-100.0	1230	5820	0.00013508653313023936	0.08630657482351142	240188	6284	-94.76947784423828
50.0	-50.0	81.0	-80.4	1233	5840	0.00014479103153699065	0.08590714674951654	241053	6284	-94.20072937011719
50.0	-50.0	53.0	-51.4	1239	5860	0.00014664418868237387	0.0855596422269025	241811	6284	-94.63720703125
23.0	-0.91	100.0	-100.0	1242	5880	6.516774495442708e-05	0.08516579402497224	242682	6284	-94.55037689208984
50.0	-50.0	82.0	-81.8	1247	5900	0.00014679856219534145	0.08478804695537276	243526	6284	-94.26321411132812
50.0	-50.0	100.0	-100.0	1250	5920	0.0001414660263705898	0.084382539040582	244444	6284	-95.0540542602539
50.0	-50.0	80.0	-79.8	1256	5940	0.00014495616810089007	0.08402213524782237	245267	6284	-94.98609161376953
50.0	-50.0	98.0	-97.2	1262	5960	0.00014189897767649402	0.08367392670015833	246070	6284	-99.28838348388672
50.0	-50.0	85.0	-84.4	1268	5980	0.00014483151228531548	0.08332761556259564	246877	6284	-99.0050277709961
50.0	-50.0	61.0	-59.8	1270	6000	0.0001409841775894165	0.08294736702246006	247775	6285	-98.37943267822266
50.0	-50.0	100.0	-100.0	1276	6020	0.00013727076425900888	0.08259589465075842	248613	6285	-98.4063720703125
50.0	-50.0	80.0	-79.8	1282	6040	0.00014248225862616734	0.0822509935166264	249444	6285	-97.58960723876953
50.0	-50.0	69.0	-68.2	1284	6060	0.0001378758118884398	0.08186868446717868	250378	6285	-101.46735382080078
24.0	-0.92	76.0	-75.2	1289	6080	6.574839353561402e-05	0.08154488175888644	251175	6285	-101.02291870117188
50.0	-50.0	86.0	-85.4	1297	6100	0.00013901651882734456	0.08127124075613212	251852	6285	-100.13717651367188
4.0	-0.5	100.0	-100.0	1300	6120	1.1937291014428233e-05	0.08090943105538602	252763	6285	-100.23882293701172
20.0	-0.9	100.0	-100.0	1305	6140	5.538712107009142e-05	0.08058581530878378	253585	6285	-99.82787322998047
9.0	-0.78	100.0	-100.0	1309	6160	2.1095438437028366e-05	0.08026256134881304	254415	6285	-95.96458435058594
50.0	-50.0	81.0	-80.4	1318	6180	0.00013721891977254628	0.07998992072824088	255119	6286	-99.64495849609375
50.0	-50.0	100.0	-100.0	1322	6200	0.0001357550774851153	0.07966740147223647	255964	6286	-99.43636322021484
10.0	-0.8	100.0	-100.0	1326	6220	2.8433715415537548e-05	0.07933771382149227	256838	6286	-103.84907531738281
50.0	-50.0	100.0	-100.0	1326	6240	0.00013866883057814377	0.07897327488734829	257818	6286	-103.89110565185547
50.0	-50.0	82.0	-81.2	1329	6260	0.00013973385381241577	0.07863053625563943	258750	6286	-103.5671157836914
50.0	-50.0	100.0	-100.0	1335	6280	0.00013421439820793783	0.07832299020210942	259594	6286	-103.80797576904297
50.0	-50.0	82.0	-82.0	1337	6300	0.0001314867867363824	0.07798899366442745	260523	6286	-103.50016021728516
50.0	-50.0	85.0	-84.4	1345	6320	0.00013344570805754843	0.07773371578765897	261236	6286	-103.59693908691406
50.0	-50.0	100.0	-100.0	1348	6340	0.00013332239084815376	0.0774035851434032	262174	6286	-102.67205047607422
50.0	-50.0	100.0	-100.0	1356	6360	0.0001357616868408971	0.07713702005801626	262936	6287	-106.88543701171875
50.0	-50.0	100.0	-100.0	1364	6380	0.00013493026685565244	0.07689825324809484	263623	6287	-107.23741912841797
50.0	-50.0	68.0	-66.4	1369	6400	0.00013133913278579713	0.07662095930937808	264432	6287	-106.56632232666016
50.0	-50.0	82.0	-81.4	1376	6420	0.00012489219320897373	0.07637552111417246	265153	6287	-106.68804168701172
48.0	-0.96	81.0	-80.2	1381	6440	0.00012769480669720573	0.07606709652521576	266074	6287	-106.58467102050781
1.0	1.0	81.0	-80.4	1386	6460	2.6137836208284454e-06	0.0758103054826144	266846	6287	-102.11994934082031
50.0	-50.0	100.0	-100.0	1388	6480	0.00012987859455155737	0.07551837675014555	267736	6287	-102.54314422607422
13.0	-0.85	100.0	-100.0	1392	6500	3.607295109675481e-05	0.07522438913974386	268643	6287	-102.45284271240234
50.0	-50.0	80.0	-80.0	1396	6520	0.00013109251765385728	0.07496747179545982	269442	6287	-107.75935363769531
50.0	-50.0	85.0	-84.8	1405	6540	0.0001251808364821501	0.07473975216878663	270155	6288	-111.43025970458984
50.0	-50.0	100.0	-100.0	1408	6560	0.0001264934496181767	0.07446115500952083	271041	6288	-110.61771392822266
50.0	-50.0	100.0	-100.0	1413	6580	0.00013100419725690568	0.07419930344501041	271882	6288	-110.94532775878906
4.0	-0.5	100.0	-100.0	1416	6600	1.0098218917846679e-05	0.07393127903438877	272753	6288	-110.56621551513672
50.0	-50.0	100.0	-100.0	1418	6620	0.00012355887997906733	0.07365675858755782	273656	6288	-106.2569351196289
50.0	-50.0	82.0	-81.8	1423	6640	0.00012771444148327931	0.07341668610107067	274452	6288	-106.54134368896484
50.0	-50.0	100.0	-100.0	1428	6660	0.00012345729289470135	0.07317412488292506	275265	6288	-106.47821044921875
50.0	-50.0	81.0	-80.6	1434	6680	0.0001224900791031158	0.07290914897847087	276165	6288	-110.95983123779297
50.0	-50.0	67.0	-66.2	1438	6700	0.00012405242492903525	0.07267411237010461	276970	6288	-107.7890853881836
50.0	-50.0	100.0	-100.0	1445	6720	0.00012384809198833646	0.07245888601553645	277713	6289	-111.2991714477539
50.0	-50.0	82.0	-82.0	1448	6740	0.00012855377678347625	0.07220347591754483	278608	6289	-111.26619720458984
50.0	-50.0	80.0	-79.8	1451	6760	0.00012325588062670105	0.07196249771526643	279461	6289	-111.1849136352539
50.0	-50.0	80.0	-80.0	1457	6780	0.00012011791752502982	0.07173961885312402	280257	6289	-111.27095794677734
50.0	-0.96	84.0	-84.0	1463	6800	0.00012358065913705264	0.07150905156337384	281090	6289	-111.11116790771484
50.0	-50.0	86.0	-85.6	1464	6820	0.00012194173426921766	0.071254079416439	282024	6289	-111.21402740478516
50.0	-50.0	96.0	-95.8	1466	6840	0.0001244603193294235	0.07100974440707748	282929	6289	-106.68072509765625
50.0	-0.96	100.0	-100.0	1470	6860	0.00012467220295274919	0.07077756605259442	283798	6289	-110.6783676147461
50.0	-50.0	83.0	-82.2	1473	6880	0.00011493151271066001	0.0705446147262885	284680	6289	-114.88773345947266
50.0	-50.0	80.0	-79.8	1476	6900	0.00011945334033689637	0.07032443485193345	285522	6290	-114.12545013427734
7.0	-0.71	81.0	-80.2	1483	6920	1.7149221001332894e-05	0.07011742489037187	286321	6290	-113.98265838623047
18.0	-0.89	81.0	-80.2	1487	6940	4.268156348456567e-05	0.06990953672772827	287132	6290	-113.63252258300781
10.0	-0.8	100.0	-100.0	1493	6960	2.373751552625634e-05	0.06971808725887985	287885	6290	-114.354736328125
50.0	-50.0	100.0	-100.0	1501	6980	0.00011586142132821943	0.06954068787618198	288588	6290	-114.33904266357422
50.0	-50.0	100.0	-100.0	1505	7000	0.00011922032492501395	0.06932764297130085	289445	6290	-110.01944732666016
38.0	-0.95	74.0	-73.0	1511	7020	8.904217315195632e-05	0.06912289578765057	290277	6290	-113.97014617919922
50.0	-50.0	80.0	-79.8	1514	7040	0.00011912689290263436	0.06890353325843582	291180	6290	-114.08177947998047
50.0	-50.0	100.0	-100.0	1519	7060	0.00011533529157341371	0.06870398026270139	292009	6290	-114.58668518066406
5.0	-0.6	100.0	-100.0	1523	7080	1.2306540699328407e-05	0.0685074591752622	292834	6291	-114.17823791503906
3.0	-0.33	32.0	-30.8	1526	7100	8.034437475070148e-06	0.06831048505293502	293670	6291	-114.596923828125
2.0	0.0	100.0	-100.0	1532	7120	4.887145556760638e-06	0.06813078549414567	294439	6291	-114.59950256347656
50.0	-50.0	62.0	-61.0	1538	7140	0.0001187545578686797	0.06795576708641796	295195	6291	-114.89753723144531
43.0	-0.95	48.0	-46.2	1541	7160	9.981220660928907e-05	0.0677493491826738	296100	6291	-115.10672760009766
50.0	-50.0	100.0	-100.0	1547	7180	0.00011475152624018678	0.06757933122077768	296850	6291	-115.0482406616211
50.0	-50.0	62.0	-61.4	1548	7200	0.00011513110664155747	0.06736942279113914	297791	6291	-120.3000259399414
50.0	-50.0	100.0	-100.0	1552	7220	0.00010978442480029161	0.06717811774082608	298657	6291	-115.03718566894531
50.0	-50.0	100.0	-100.0	1556	7240	0.00011085966674003812	0.06698063962489453	299562	6291	-120.0266342163086
50.0	-50.0	64.0	-63.4	1562	7260	0.00011184297645715971	0.06680726695089322	300363	6292	-119.72124481201172
50.0	-50.0	81.0	-80.8	1567	7280	0.000115448989710965	0.06663753603292313	301155	6292	-118.6853256225586
50.0	-50.0	100.0	-100.0	1570	7300	0.00011402208511143514	0.06645593742015127	302013	6292	-118.0704345703125
50.0	-50.0	100.0	-100.0	1573	7320	0.00011048505866462415	0.06627469340450577	302879	6292	-122.01759338378906
50.0	-50.0	100.0	-100.0	1577	7340	0.00011382726622537307	0.06609826254140964	303731	6292	-122.0321273803711
50.0	-50.0	62.0	-61.2	1583	7360	0.00011399407749590666	0.06593190734238566	304542	6292	-116.57035064697266
50.0	-50.0	80.0	-79.8	1591	7380	0.00011217981819214859	0.06577929834317152	305292	6292	-117.07147216796875
48.0	-0.96	52.0	-51.0	1594	7400	0.00011052283080848487	0.065594781662555	306213	6292	-121.7139663696289
50.0	-50.0	61.0	-59.8	1600	7420	0.00011410861002467071	0.06543690929684874	307007	6292	-121.90181732177734
50.0	-50.0	80.0	-79.8	1605	7440	0.00011154762519303189	0.06527566973829993	307827	6293	-124.83316802978516
50.0	-50.0	67.0	-66.6	1609	7460	0.00011823129398253904	0.06511535855099083	308651	6293	-121.083984375
50.0	-50.0	81.0	-80.4	1615	7480	0.00011259403458253585	0.06496402293980659	309436	6293	-121.4524154663086
50.0	-50.0	90.0	-89.4	1619	7500	0.00011283852259318034	0.06478977922779262	310353	6293	-121.55638885498047
50.0	-50.0	90.0	-89.2	1623	7520	0.00010863726443432747	0.06462067100267688	311253	6293	-125.9347915649414
50.0	-50.0	100.0	-100.0	1627	7540	0.00010972209571211028	0.0644706701044446	312058	6293	-125.7332763671875
50.0	-50.0	100.0	-100.0	1631	7560	0.0001069316788325234	0.06430592589222457	312954	6293	-125.05940246582031
50.0	-50.0	80.0	-79.8	1636	7580	0.00010561505848625405	0.06415490701498508	313783	6293	-124.88988494873047
50.0	-50.0	80.0	-79.8	1639	7600	0.00010788911267330772	0.06399480724143213	314673	6293	-120.4723129272461
27.0	-0.93	66.0	-65.4	1641	7620	5.768596969564443e-05	0.0638278731622144	315613	6294	-123.83966064453125
50.0	-50.0	100.0	-100.0	1648	7640	0.00011170356685578511	0.06368720355807106	316411	6294	-127.47889709472656
2.0	0.0	83.0	-82.2	1652	7660	5.127337831741214e-06	0.06354271615267973	317240	6294	-123.69676971435547
17.0	-0.88	64.0	-63.0	1654	7680	3.7853637089331944e-05	0.06338602630091777	318151	6294	-124.2124252319336
50.0	-50.0	80.0	-79.8	1655	7700	0.00010553369274387112	0.06322205606897477	319117	6294	-127.9919204711914
50.0	-50.0	65.0	-64.6	1660	7720	0.00011110432407398916	0.06308149779094493	319952	6294	-127.6107406616211
50.0	-50.0	82.0	-81.2	1664	7740	0.00010968397446072995	0.06292949776589299	320867	6294	-123.6805191040039
50.0	-50.0	85.0	-84.2	1670	7760	0.00010678697492658478	0.06279748733220587	321668	6294	-128.1573944091797
50.0	-50.0	64.0	-63.2	1674	7780	0.00010853631943847343	0.06265875220034418	322520	6295	-130.6203155517578
47.0	-0.96	100.0	-100.0	1677	7800	0.00010408746890532664	0.06251010039322216	323445	6295	-126.4335708618164
50.0	-50.0	100.0	-100.0	1680	7820	0.00010493655338921511	0.06237216077099715	324312	6295	-126.6348876953125
27.0	-0.93	86.0	-85.6	1687	7840	5.9443529771298776e-05	0.06225855241211741	325030	6295	-127.40681457519531
50.0	-50.0	97.0	-96.4	1690	7860	0.00010671749066457191	0.062121568051805846	325909	6295	-127.90040588378906
50.0	-50.0	100.0	-100.0	1700	7880	0.00010688111261667939	0.062017168666450496	326581	6295	-128.1910858154297
14.0	-0.86	81.0	-80.2	1709	7900	2.7956298634975772e-05	0.06190562942857826	327307	6295	-133.43138122558594
15.0	-0.87	90.0	-89.8	1715	7920	3.239741229047679e-05	0.06178746111928754	328085	6295	-132.46705627441406
50.0	-50.0	89.0	-88.6	1719	7940	0.0001056729996534679	0.06165122528878676	328995	6295	-132.25572204589844
50.0	-50.0	73.0	-72.2	1724	7960	0.0001074375219680556	0.061534716909873305	329779	6295	-131.75978088378906
50.0	-50.0	100.0	-100.0	1733	7980	0.00010897079506016017	0.06142522750490939	330522	6296	-134.9777374267578
43.0	-0.95	100.0	-100.0	1740	8000	8.708682656288147e-05	0.06130956524467632	331316	6296	-135.33743286132812
50.0	-50.0	100.0	-100.0	1744	8020	0.00010438515361110468	0.06118514266046506	332181	6296	-135.06285095214844
5.0	-0.6	100.0	-100.0	1748	8040	9.941432013440489e-06	0.061068451445917195	333000	6296	-133.69381713867188
50.0	-50.0	100.0	-100.0	1756	8060	0.00010339669495007536	0.06097476832593659	333660	6296	-133.1624298095703
39.0	-0.95	68.0	-67.6	1760	8080	8.05283537005434e-05	0.06085335066631731	334530	6296	-130.3734588623047
50.0	-50.0	81.0	-80.2	1764	8100	9.97858871648341e-05	0.0607326054834756	335405	6296	-130.8195037841797
50.0	-50.0	66.0	-64.8	1770	8120	0.0001022535298258213	0.06061957344214814	336232	6296	-131.54371643066406
50.0	-50.0	80.0	-80.0	1771	8140	9.782809297341387e-05	0.06048988384567197	337195	6296	-131.33535766601562
50.0	-50.0	80.0	-79.8	1777	8160	0.00010445693544313019	0.06037824044588119	338031	6297	-135.1663055419922
50.0	-50.0	100.0	-100.0	1780	8180	0.00010409565018558269	0.060258291952140844	338941	6297	-131.1871337890625
50.0	-0.96	76.0	-75.2	1790	8200	0.00010078462158761374	0.06016841502146204	339625	6297	-131.2051544189453
50.0	-50.0	100.0	-100.0	1799	8220	0.00010083989215303221	0.060078821584246184	340313	6297	-131.8007049560547
50.0	-50.0	100.0	-100.0	1803	8240	9.375474985363414e-05	0.059967565279474305	341181	6297	-136.70452880859375
50.0	-50.0	66.0	-65.2	1803	8260	0.00010155624107933506	0.05984374619498241	342161	6297	-135.69912719726562
50.0	-50.0	80.0	-79.8	1805	8280	0.00010172232337619947	0.05972669190796193	343098	6297	-135.2178497314453
50.0	-50.0	100.0	-100.0	1808	8300	0.00010141091174389942	0.05961763939551686	343980	6297	-135.42723083496094
50.0	-50.0	100.0	-100.0	1811	8320	0.00010149324169525734	0.05950683819325868	344887	6297	-132.8582000732422
50.0	-50.0	100.0	-100.0	1813	8340	0.00010051075503122893	0.05939954561694148	345775	6298	-135.06895446777344
50.0	-50.0	100.0	-100.0	1817	8360	0.00010023961226905932	0.05929416096252156	346657	6298	-135.16439819335938
27.0	-0.93	100.0	-100.0	1822	8380	5.509648516525232e-05	0.059193059980868705	347512	6298	-135.7192840576172
24.0	-0.92	83.0	-82.4	1826	8400	4.9507759866260346e-05	0.05908976312945761	348396	6298	-135.81094360351562
50.0	-50.0	100.0	-100.0	1830	8420	9.707557900218103e-05	0.05899189709913536	349242	6298	-135.62359619140625
50.0	-50.0	100.0	-100.0	1836	8440	0.00010041292244789159	0.05890042340751303	350040	6298	-137.2245635986328
50.0	-50.0	85.0	-85.0	1842	8460	9.285859746008618e-05	0.05881549835807524	350787	6298	-138.85887145996094
50.0	-50.0	86.0	-85.6	1845	8480	9.842481253282079e-05	0.05871361155412849	351697	6298	-138.96670532226562
7.0	-0.71	78.0	-77.4	1849	8500	1.4386681949391084e-05	0.05861914894466677	352549	6299	-143.45730590820312
50.0	-50.0	100.0	-100.0	1854	8520	9.345482212836753e-05	0.058530614079578915	353355	6299	-137.00128173828125
50.0	-50.0	81.0	-80.4	1857	8540	9.584231454817975e-05	0.05843697514717307	354218	6299	-138.8579864501953
50.0	-50.0	100.0	-100.0	1862	8560	9.880985055014352e-05	0.05835062469205686	355021	6299	-138.82054138183594
50.0	-50.0	82.0	-81.6	1865	8580	0.00010101822984246386	0.05825122232092728	355959	6299	-143.1807861328125
27.0	-0.93	80.0	-79.8	1871	8600	5.470248155815657e-05	0.05816442539252048	356785	6299	-142.8210906982422
50.0	-50.0	66.0	-65.4	1875	8620	9.72321857709066e-05	0.05807924840872517	357604	6299	-138.07644653320312
27.0	-0.93	100.0	-100.0	1877	8640	5.278893642955356e-05	0.05798497259406886	358523	6299	-139.0703887939453
50.0	-50.0	81.0	-80.2	1882	8660	9.150628955479857e-05	0.05790255677474103	359333	6299	-143.08995056152344
4.0	-0.5	71.0	-69.6	1888	8680	7.2807760282595585e-06	0.05782637037966218	360088	6300	-146.72703552246094
50.0	-50.0	81.0	-80.6	1892	8700	9.568318553354549e-05	0.05774297785566937	360925	6300	-145.77500915527344
37.0	-0.95	80.0	-79.8	1897	8720	7.398459342641567e-05	0.05765099993293629	361861	6300	-145.6973114013672
8.0	-0.75	83.0	-83.0	1903	8740	1.6492837080966416e-05	0.05757629163313101	362626	6300	-141.6496124267578
50.0	-50.0	100.0	-100.0	1906	8760	9.475304111498131e-05	0.05749219153469796	363499	6300	-141.6812744140625
50.0	-50.0	100.0	-100.0	1912	8780	9.708602770585948e-05	0.05741699396797843	364286	6300	-146.68174743652344
50.0	-50.0	100.0	-100.0	1915	8800	9.28160006349737e-05	0.05733512057290986	365154	6300	-146.50245666503906
50.0	-50.0	100.0	-100.0	1922	8820	9.462154911759219e-05	0.057261953352636306	365936	6300	-145.4768524169922
50.0	-50.0	80.0	-80.0	1926	8840	9.34751325063576e-05	0.05717891925027257	366836	6300	-142.2302703857422
25.0	-0.92	100.0	-100.0	1932	8860	4.5412738490050854e-05	0.05710535588369296	367640	6301	-145.11558532714844
50.0	-50.0	80.0	-80.0	1936	8880	9.303264789753132e-05	0.05702437574594629	368537	6301	-145.3238983154297
50.0	-50.0	59.0	-57.4	1939	8900	9.501025917824735e-05	0.05694718366564117	369401	6301	-149.15826416015625
2.0	0.0	70.0	-69.2	1942	8920	4.544626971531342e-06	0.05687075397749943	370266	6301	-144.52642822265625
50.0	-50.0	100.0	-100.0	1944	8940	8.910678377087485e-05	0.05678913709956949	371202	6301	-144.59063720703125
50.0	-50.0	100.0	-100.0	1949	8960	9.661678756986345e-05	0.0567182241047587	372022	6301	-145.0191650390625
50.0	-50.0	100.0	-100.0	1956	8980	9.440486308992041e-05	0.056655119109842035	372757	6301	-144.5701446533203
50.0	-50.0	63.0	-62.0	1956	9000	9.371272722880045e-05	0.056572447892522595	373737	6301	-145.1465301513672
50.0	-50.0	79.0	-77.8	1964	9020	9.31450638697047e-05	0.056508352483655426	374501	6301	-145.3910369873047
50.0	-50.0	100.0	-100.0	1972	9040	9.242689187547802e-05	0.05644721883523991	375236	6302	-148.23675537109375
50.0	-50.0	100.0	-100.0	1974	9060	9.121029055934342e-05	0.0563743769280047	376125	6302	-148.41236877441406
10.0	-0.8	81.0	-81.0	1979	9080	1.981011571337998e-05	0.05630929441064886	376926	6302	-148.42430114746094
17.0	-0.88	80.0	-80.0	1982	9100	3.147400342501127e-05	0.056237309063109406	377824	6302	-142.31076049804688
50.0	-50.0	73.0	-72.6	1988	9120	9.530160510749147e-05	0.05617138847757469	378654	6302	-143.283935546875
50.0	-50.0	83.0	-82.4	1990	9140	9.07952467252702e-05	0.056098307962375915	379587	6302	-145.5459747314453
50.0	-50.0	100.0	-100.0	1990	9160	9.040790874364594e-05	0.05602255356421753	380567	6302	-148.90054321289062
50.0	-50.0	100.0	-100.0	1997	9180	8.953801946702346e-05	0.05596456632408482	381321	6302	-145.45086669921875
50.0	-50.0	100.0	-100.0	2001	9200	9.092089922531791e-05	0.055900495612393936	382165	6302	-149.9972686767578
50.0	-50.0	100.0	-100.0	2004	9220	9.045590547574058e-05	0.05583528932832993	383034	6303	-148.99534606933594
1.0	1.0	81.0	-80.4	2009	9240	2.0864463987804596e-06	0.055774772429500775	383848	6303	-149.3601531982422
50.0	-50.0	70.0	-69.4	2013	9260	9.060109408318868e-05	0.055712097815679235	384701	6303	-153.06687927246094
50.0	-50.0	100.0	-100.0	2019	9280	9.231151177965361e-05	0.05565476667904001	385488	6303	-149.39846801757812
4.0	-0.5	68.0	-67.2	2022	9300	7.123024232925907e-06	0.05559241575019375	386355	6303	-149.19253540039062
50.0	-50.0	100.0	-100.0	2027	9320	8.76191092151429e-05	0.05553379506936853	387178	6303	-154.3031463623047
50.0	-50.0	51.0	-49.6	2031	9340	8.936454192984538e-05	0.0554765418335151	387990	6303	-149.66856384277344
50.0	-50.0	82.0	-81.2	2033	9360	9.05317883206229e-05	0.05540952532917143	388955	6303	-149.68067932128906
50.0	-50.0	100.0	-100.0	2036	9380	8.733524188303998e-05	0.05534900921063958	389835	6303	-149.66612243652344
50.0	-50.0	100.0	-100.0	2040	9400	8.51916252298558e-05	0.055290823207164226	390690	6304	-156.6436004638672
50.0	-50.0	81.0	-80.6	2043	9420	8.900618603781277e-05	0.05522875839586339	391614	6304	-156.4141845703125
47.0	-0.96	100.0	-100.0	2049	9440	8.416678440772881e-05	0.05517343226598851	392445	6304	-156.37643432617188
50.0	-50.0	64.0	-63.0	2053	9460	8.684444629112711e-05	0.05511856358294793	393278	6304	-156.6509246826172
50.0	-50.0	100.0	-100.0	2059	9480	8.720707792773025e-05	0.055068329871780154	394047	6304	-149.97610473632812
50.0	-50.0	80.0	-79.8	2065	9500	8.881865049663344e-05	0.05501746009997511	394834	6304	-156.5648651123047
50.0	-50.0	100.0	-100.0	2067	9520	8.50411773729725e-05	0.0549590359130958	395751	6304	-156.08375549316406
50.0	-50.0	77.0	-76.6	2071	9540	8.713454320495733e-05	0.05490650241802169	396583	6304	-156.13584899902344
50.0	-50.0	74.0	-72.8	2074	9560	8.954682609526183e-05	0.054852341390978936	397451	6304	-151.5856475830078
