Averaged Steps Traning	Averaged Return Training	Averaged Steps Validation	Averaged Return Validation	Cumulative Successes	Number of episodes	Sampling time (s)	Epsilon threshold	Gradient update	Average q-value evaluation
26.0	0.03	54.0	-0.61	353	2520	0.00011726409669906374	0.2289991028700094	134543	-7.316814422607422
60.0	-1.11	40.0	-0.13	359	2560	0.00026813466101884844	0.22466108876569624	136711	-7.405972480773926
60.0	-1.11	54.0	-0.76	367	2600	0.0002660218568948599	0.22045661279480927	138864	-7.487093448638916
60.0	-1.6	45.0	-0.38	376	2640	0.0002659611629717278	0.21671972802940864	140819	-7.562746524810791
60.0	-0.64	47.0	-0.23	383	2680	0.00025403917725406474	0.2127950267755193	142923	-7.651649475097656
60.0	-0.77	44.0	-0.38	392	2720	0.00026014815358554617	0.20907049370397157	144966	-7.7271342277526855
60.0	-1.36	60.0	-1.01	396	2760	0.00025530656178792316	0.20516026829279033	147166	-7.8154778480529785
60.0	-1.68	39.0	-0.02	404	2800	0.0002567028147833688	0.2015868263047595	149223	-7.88995361328125
60.0	-0.83	56.0	-0.72	409	2840	0.0002488211007185385	0.197788292548	151467	-7.972337245941162
60.0	-0.62	48.0	-0.6	416	2880	0.0002466798656516605	0.19426917044571929	153596	-8.04738712310791
60.0	-0.71	60.0	-1.14	423	2920	0.0002226339627618659	0.19067745022791915	155825	-8.126873016357422
60.0	-0.96	60.0	-1.09	428	2960	0.00023819498113683752	0.18723612963416142	158014	-8.207398414611816
60.0	-1.33	51.0	-0.75	435	3000	0.00024068729082743327	0.18395190182732135	160154	-8.283330917358398
60.0	-1.23	60.0	-0.95	446	3040	0.0002344219308150442	0.18088726098273017	162197	-8.35532283782959
60.0	-1.43	52.0	-0.63	451	3080	0.00020947905329914837	0.17765706139860926	164406	-8.43505859375
60.0	-0.94	60.0	-0.94	459	3120	0.00021661283114017584	0.17461314859894872	166538	-8.505645751953125
60.0	-0.82	50.0	-0.72	469	3160	0.00022445886949949627	0.17170535688426738	168623	-8.575701713562012
60.0	-1.63	56.0	-0.89	477	3200	0.00021748840808868408	0.1689090091576696	170675	-8.650282859802246
18.0	0.04	39.0	-0.23	487	3240	6.031401363419898e-05	0.16607884782370197	172803	-8.720786094665527
22.0	0.03	60.0	-1.09	497	3280	7.346410576890154e-05	0.16341681750574252	174851	-8.785016059875488
60.0	-1.17	43.0	-0.1	505	3320	0.00020055541072983338	0.16088234484585578	176845	-8.854043960571289
34.0	0.02	60.0	-0.99	517	3360	0.00010976294676462809	0.15848403465873415	178773	-8.919453620910645
60.0	-0.99	54.0	-0.81	521	3400	0.00019649393418255974	0.155780869216857	181004	-8.987072944641113
60.0	-0.85	60.0	-1.16	529	3440	0.00019957097463829573	0.1533825669279565	183028	-9.052552223205566
28.0	0.03	37.0	-0.06	537	3480	8.862080245182432e-05	0.1508838326211272	185190	-9.11630916595459
38.0	0.02	52.0	-0.62	545	3520	0.000123751163482666	0.14853741753383676	187268	-9.186548233032227
60.0	-0.96	55.0	-0.78	549	3560	0.00019740977983796195	0.14607676050831903	189504	-9.253084182739258
60.0	-1.0	33.0	0.04	561	3600	0.00019458770751953124	0.14394230281044085	191486	-9.310193061828613
14.0	0.06	60.0	-1.06	572	3640	4.3110729573847176e-05	0.14186547129636112	193458	-9.372430801391602
60.0	-0.91	34.0	0.01	579	3680	0.00019873341788416324	0.13964510270267727	195620	-9.432048797607422
60.0	-1.29	60.0	-1.03	582	3720	0.00019211820376816615	0.13739193627899712	197871	-9.500757217407227
60.0	-1.2	60.0	-1.01	592	3760	0.0001759731389106588	0.1353432016899156	199966	-9.562422752380371
60.0	-1.51	48.0	-0.47	596	3800	0.0001838864150800203	0.13321480180994655	202199	-9.622878074645996
60.0	-1.2	60.0	-1.09	602	3840	0.00017782176534334818	0.13125496321277774	204304	-9.685774803161621
60.0	-1.05	45.0	-0.37	607	3880	0.0001813969661280052	0.12924172700078992	206522	-9.750936508178711
43.0	0.0	49.0	-0.66	615	3920	0.00012629944451001226	0.12733334534900487	208676	-9.811964988708496
60.0	-1.17	54.0	-0.75	621	3960	0.00016668342580698957	0.12550027883933335	210795	-9.870172500610352
60.0	-1.14	51.0	-0.73	632	4000	0.00017233169078826905	0.1237639170232788	212849	-9.922569274902344
60.0	-1.33	60.0	-1.07	636	4040	0.0001648621393902467	0.12191550621032066	215093	-9.985787391662598
60.0	-1.11	60.0	-0.93	638	4080	0.00016368908040663774	0.12007213688665903	217390	-10.045736312866211
60.0	-1.17	48.0	-0.74	646	4120	0.00015833227379808147	0.1184400768364397	219471	-10.098673820495605
60.0	-1.46	60.0	-1.15	650	4160	0.0001684788901072282	0.11673916119804305	221696	-10.160551071166992
60.0	-1.06	60.0	-1.1	657	4200	0.00018096929504757836	0.11509642829555065	223899	-10.221941947937012
60.0	-1.32	60.0	-1.06	663	4240	0.00015956742583580737	0.11347578989516784	226128	-10.2765531539917
60.0	-0.92	60.0	-0.9	670	4280	0.00016849754012633706	0.11193746446541625	228296	-10.333162307739258
60.0	-1.29	54.0	-0.71	677	4320	0.00016895195952168216	0.11045388203431561	230438	-10.38188648223877
60.0	-1.59	60.0	-1.01	685	4360	0.00015938347632731865	0.1090412498423333	232526	-10.433866500854492
60.0	-1.57	60.0	-1.11	690	4400	0.00015638416463678532	0.10755409213494868	234782	-10.48827075958252
60.0	-0.79	60.0	-0.83	695	4440	0.0001588522313951372	0.10616801465313928	236936	-10.541831016540527
60.0	-0.82	51.0	-0.6	701	4480	0.00016136600502899716	0.10479826712824208	239118	-10.594218254089355
4.0	0.25	47.0	-0.43	706	4520	7.759891780076828e-06	0.1034547953222071	241312	-10.649043083190918
60.0	-1.1	48.0	-0.61	711	4560	0.00015767619275210197	0.10212746165712996	243535	-10.701178550720215
60.0	-0.89	60.0	-0.97	718	4600	0.00014897890712903893	0.10084720921901646	245733	-10.752771377563477
60.0	-0.87	56.0	-0.67	727	4640	0.00016097184912911776	0.09963478532900151	247865	-10.804364204406738
1.0	1.0	54.0	-0.94	737	4680	1.4601100204337356e-06	0.0985164548738068	249876	-10.849104881286621
60.0	-0.98	49.0	-0.64	745	4720	0.00013732440390829313	0.09739803603248512	251935	-10.89067554473877
60.0	-1.42	51.0	-0.67	752	4760	0.00015364820215882374	0.0962683698805215	254066	-10.939743995666504
28.0	0.02	44.0	-0.35	761	4800	6.980255246162414e-05	0.09521684447617103	256095	-10.984201431274414
22.0	0.04	49.0	-0.28	773	4840	5.372245449665164e-05	0.09420591358749239	258090	-11.02346420288086
60.0	-1.49	40.0	-0.29	786	4880	0.00013588925854104465	0.09322911070677281	260061	-11.065486907958984
60.0	-0.91	56.0	-0.71	789	4920	0.00014533356922428784	0.09214210925331276	262313	-11.120317459106445
30.0	0.01	50.0	-0.71	801	4960	7.348666268010294e-05	0.09123885085433983	264223	-11.155732154846191
56.0	0.0	46.0	-0.21	810	5000	0.00012960963249206543	0.09029625641487114	266264	-11.195910453796387
60.0	-1.05	50.0	-0.81	820	5040	0.0001323843759203714	0.08938702114547903	268278	-11.237021446228027
60.0	-1.49	43.0	-0.35	828	5080	0.00013729662407101608	0.08846238666197387	270376	-11.280987739562988
60.0	-1.62	55.0	-0.77	838	5120	0.00013934960588812828	0.08759369497442215	272392	-11.322691917419434
60.0	-0.64	60.0	-1.06	843	5160	0.00013673157654991446	0.08667894982125224	274569	-11.366266250610352
60.0	-0.8	53.0	-0.56	849	5200	0.00013167518835801345	0.08582584938870053	276647	-11.410418510437012
60.0	-1.26	53.0	-0.8	853	5240	0.0001335721434527681	0.08492927274940992	278888	-11.453145027160645
60.0	-0.98	60.0	-1.08	859	5280	0.00013110606056271178	0.08409564565784632	281022	-11.49559497833252
27.0	0.03	34.0	0.02	869	5320	5.461349523157106e-05	0.08331188123725472	283075	-11.53581428527832
2.0	0.5	45.0	-0.4	878	5360	3.590912961248142e-06	0.0825280572254235	285178	-11.574828147888184
60.0	-1.35	54.0	-0.76	888	5400	0.00012417912483215333	0.081766911791322	287269	-11.616076469421387
60.0	-1.02	60.0	-1.04	895	5440	0.00013089666471761816	0.08100979170772873	289400	-11.658602714538574
60.0	-1.03	60.0	-1.06	904	5480	0.00012865227504368245	0.08027778051776722	291510	-11.692839622497559
60.0	-1.29	50.0	-0.56	910	5520	0.00013459506242171577	0.07954827121367203	293665	-11.730493545532227
60.0	-0.86	60.0	-1.0	914	5560	0.00013046603408648814	0.07882032288256983	295870	-11.76706600189209
60.0	-1.17	60.0	-0.91	921	5600	0.00013431417090552193	0.0781178052973951	298051	-11.809535026550293
60.0	-1.35	55.0	-0.82	930	5640	0.00012434251764987378	0.0774635198112959	300130	-11.845429420471191
60.0	-1.45	60.0	-0.95	941	5680	0.0001252101760515025	0.0768572646736232	302099	-11.877771377563477
41.0	0.01	60.0	-1.35	954	5720	8.536731446539605e-05	0.0762731488294118	304038	-11.911768913269043
60.0	-1.39	44.0	-0.39	961	5760	0.00011745157341162364	0.07564724989974196	306168	-11.948616981506348
60.0	-0.97	60.0	-0.78	967	5800	0.0001190232408457789	0.07500151316119533	308423	-11.990168571472168
