Step	Validation return	Validation steps	Validation return std	Validation steps std	Q-value evaluation	Q-network loss	Value-network loss	Policy-network loss	Alpha loss	Log Pi
11000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
12000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
13000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
14000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
15000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
16000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
17000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
18000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
19000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
20000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
21000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
22000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
23000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
24000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
25000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
26000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
27000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
28000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
29000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
30000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
31000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
32000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
33000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
34000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
35000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
36000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
37000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
38000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
39000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
40000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
41000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
42000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
43000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
44000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
45000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
46000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
47000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
48000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
49000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
50000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
51000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
52000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
53000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
54000	nan	60.0	nan	0.0	nan	nan	nan	nan	nan	nan
