Averaged Steps Traning	Averaged Return Training	Averaged Steps Validation	Averaged Return Validation	Cumulative Successes	Number of episodes	Sampling time (s)	Epsilon threshold	Gradient update	Updates target network	Average q-value evaluation
150.0	-38.8	100.0	-23.12	247	500	0.0040438461303710935	0.49026369291600563	45779	6357	-1.4803026914596558
113.0	-0.31	100.0	-18.6	258	520	0.00447284670976492	0.47987688317126403	47669	6357	-1.4975248575210571
150.0	-34.81	89.0	-26.52	270	540	0.00582267752400151	0.46987680611799076	49532	6357	-1.496372103691101
150.0	-21.54	100.0	-28.69	287	560	0.005237501433917454	0.46229901450997046	50969	6357	-1.5197149515151978
150.0	-34.91	80.0	-17.35	298	580	0.004352447493322965	0.45246126229609307	52881	6358	-1.7268275022506714
150.0	-42.33	100.0	-17.5	308	600	0.005068318446477254	0.44206351294472607	54955	6358	-1.7245382070541382
24.0	-0.38	100.0	-24.3	318	620	0.0008348737993547993	0.4319487164580333	57026	6358	-1.7184351682662964
150.0	-34.55	80.0	-13.37	329	640	0.004793506860733032	0.42423590084018187	58638	6358	-1.730417251586914
18.0	-0.26	100.0	-20.76	342	660	0.00036787228150801226	0.41702275523015475	60175	6359	-1.9569416046142578
41.0	-0.17	42.0	-6.01	353	680	0.0011325562701505773	0.4085430905053804	62025	6359	-1.9733089208602905
70.0	-0.13	100.0	-26.53	364	700	0.002046260152544294	0.39921450101228406	64114	6359	-1.9740192890167236
59.0	-0.23	84.0	-15.8	376	720	0.0017478711075252958	0.3917267186916352	65828	6359	-1.9430164098739624
67.0	-0.2	100.0	-20.05	387	740	0.00180739840945682	0.38315616682209325	67840	6360	-2.1837663650512695
150.0	-32.14	100.0	-22.96	401	760	0.0040352256674515575	0.37605345798893847	69544	6360	-2.184098243713379
150.0	-37.72	65.0	-18.97	415	780	0.003926255764105381	0.36955721979871775	71134	6360	-2.1869277954101562
83.0	-0.16	81.0	-17.96	428	800	0.0021552258729934694	0.36219370654945987	72979	6360	-2.185452461242676
30.0	-0.19	82.0	-21.88	439	820	0.0007368590773605719	0.3545008411319897	74955	6360	-2.197563886642456
150.0	-32.74	100.0	-22.09	448	840	0.0037130475044250487	0.3462374561621985	77136	6361	-2.3987948894500732
43.0	-0.36	83.0	-12.98	462	860	0.00100080551103104	0.3393823573498467	78989	6361	-2.3966786861419678
126.0	-0.21	63.0	-12.35	474	880	0.0029106616973876955	0.3318426254790457	81081	6361	-2.4078762531280518
111.0	-0.27	91.0	-21.21	481	900	0.00259016752243042	0.32358814345507153	83439	6362	-2.633190870285034
150.0	-31.06	100.0	-28.8	494	920	0.0034015043922092604	0.3175914426180533	85192	6362	-2.620123863220215
3.0	-0.04	81.0	-16.52	508	940	7.688618720845973e-05	0.31247972723919804	86715	6362	-2.630448579788208
35.0	-0.28	100.0	-22.09	521	960	0.0007487565279006958	0.30669762851553994	88477	6362	-2.637497663497925
67.0	-0.24	61.0	-7.48	535	980	0.0013393046904583367	0.3006948216745337	90350	6363	-2.891303777694702
62.0	-0.21	100.0	-23.53	543	1000	0.00127522873878479	0.294065431074078	92474	6363	-2.879687786102295
12.0	-0.23	81.0	-21.63	554	1020	0.00026202996571858723	0.2891847700008381	94070	6363	-2.8825531005859375
150.0	-28.58	66.0	-15.77	568	1040	0.0029301040447675263	0.28375506806245443	95887	6363	-2.860921621322632
147.0	-0.26	66.0	-14.74	581	1060	0.002768099308013916	0.27799503433489703	97863	6364	-3.1033811569213867
134.0	-0.29	43.0	-11.24	597	1080	0.002585249697720563	0.2731649869022295	99556	6364	-3.082467794418335
92.0	-0.24	81.0	-14.58	613	1100	0.001714634895324707	0.2681153059830176	101367	6364	-3.093179702758789
150.0	-38.26	80.0	-16.75	625	1120	0.0027218139597347804	0.26271938365524333	103351	6364	-3.085376739501953
150.0	-26.39	100.0	-21.99	637	1140	0.002676468773892051	0.2574258340439145	105347	6365	-3.3166863918304443
28.0	-0.21	100.0	-28.96	647	1160	0.0004982487908725081	0.2520062928188145	107445	6365	-3.3248753547668457
150.0	-27.22	45.0	-10.38	654	1180	0.0026409076432050284	0.2460679630701399	109812	6365	-3.314465284347534
150.0	-40.29	100.0	-18.99	665	1200	0.0026150856415430705	0.2415523902405003	111656	6365	-3.3211631774902344
147.0	-0.17	100.0	-20.75	677	1220	0.0025484778841987983	0.2377875648046925	113224	6366	-3.5555503368377686
150.0	-34.01	100.0	-15.27	688	1240	0.0013225111269181775	0.23281255704814613	115352	6366	-3.5464999675750732
73.0	-0.27	81.0	-20.77	700	1260	0.0011653423309326172	0.2280383273820044	117449	6366	-3.567786931991577
74.0	-0.21	100.0	-23.01	714	1280	0.0011970655992627143	0.22385321469537245	119332	6366	-3.537945508956909
150.0	-28.31	81.0	-18.36	724	1300	0.002378280162811279	0.21915853455298107	121502	6367	-3.777733325958252
150.0	-35.54	85.0	-10.93	733	1320	0.0018030666943752403	0.2147491228900974	123595	6367	-3.78265380859375
79.0	-0.19	82.0	-15.33	745	1340	0.0011777685649359405	0.21039048119238657	125720	6367	-3.7736306190490723
150.0	-37.33	100.0	-24.3	761	1360	0.002278201369678273	0.2070848883702489	127366	6367	-3.772826910018921
3.0	-0.08	82.0	-17.98	771	1380	5.1604837611101676e-05	0.2032581645603575	129319	6368	-4.000809192657471
92.0	-0.3	84.0	-20.16	783	1400	0.001386920724596296	0.19947047018652148	131301	6368	-4.004420757293701
98.0	-0.24	100.0	-26.52	794	1420	0.0013666173102150501	0.1953978603653138	133491	6368	-3.999981641769409
54.0	-0.33	63.0	-13.55	804	1440	0.0007642553912268745	0.19216471490527925	135270	6369	-4.252709865570068
143.0	-0.18	80.0	-21.3	819	1460	0.002122823996086643	0.18943329982810958	136802	6369	-4.235113620758057
58.0	-0.18	71.0	-14.1	835	1480	0.0008553519442274763	0.18709667713606487	138134	6369	-4.239783763885498
129.0	-0.23	81.0	-26.37	846	1500	0.0017534817059834799	0.18362152314132818	140168	6369	-4.249609470367432
150.0	-27.52	65.0	-14.71	860	1520	0.0020281187797847548	0.1809068955444329	141790	6369	-4.217802047729492
44.0	-0.24	64.0	-16.53	872	1540	0.000591390628319282	0.17806319454696246	143527	6370	-4.488376140594482
88.0	-0.27	80.0	-21.41	882	1560	0.0011943587890038123	0.17468447541720708	145646	6370	-4.501155376434326
140.0	-0.27	81.0	-15.36	896	1580	0.0019388073607336117	0.17223694697997255	147212	6370	-4.480862140655518
150.0	-25.46	70.0	-16.66	910	1600	0.0019571693241596222	0.16933967627761254	149111	6370	-4.501098155975342
150.0	-35.2	63.0	-11.4	924	1620	0.001958051875785545	0.16639607903741044	151089	6371	-4.722002029418945
108.0	-0.26	65.0	-17.17	937	1640	0.001389095696007333	0.16362162504523936	152999	6371	-4.728574752807617
60.0	-0.21	72.0	-15.92	951	1660	0.0007341876087418521	0.16131470272190737	154620	6371	-4.741649150848389
70.0	-0.3	93.0	-14.82	968	1680	0.0008236330179941086	0.15916782199203727	156158	6371	-4.719810962677002
150.0	-36.07	81.0	-20.31	982	1700	0.0017803361836601706	0.1569767316377541	157760	6372	-4.943863868713379
44.0	-0.22	100.0	-20.8	993	1720	0.0005040953325670819	0.1542246691609317	159825	6372	-4.925554275512695
97.0	-0.27	100.0	-18.46	1007	1740	0.0011456353911038102	0.15190197782234807	161608	6372	-4.96479606628418
72.0	-0.25	100.0	-26.79	1023	1760	0.0008291848681189798	0.14995287745578706	163133	6372	-4.944180965423584
150.0	-44.94	81.0	-28.88	1032	1780	0.0017563091235214404	0.14730485152739908	165261	6373	-5.147035598754883
57.0	-0.15	72.0	-14.37	1042	1800	0.0006223527590433756	0.1449083177676141	167236	6373	-5.176632881164551
81.0	-0.3	87.0	-23.46	1055	1820	0.000929502995459588	0.14271208672769164	169089	6373	-5.160132884979248
77.0	-0.18	45.0	-12.42	1069	1840	0.0008727059416148974	0.14102178281672162	170541	6373	-5.1628851890563965
132.0	-0.19	63.0	-11.84	1079	1860	0.0015145078782112368	0.13884549496463203	172457	6373	-5.146594524383545
34.0	-0.17	81.0	-18.01	1095	1880	0.000387194055192014	0.1374549540096433	173699	6374	-5.400048732757568
123.0	-0.16	80.0	-20.02	1106	1900	0.0013699202788503546	0.13538849301342032	175592	6374	-5.414360523223877
117.0	-0.24	43.0	-8.91	1122	1920	0.0013083181033531825	0.1334094280788453	177448	6374	-5.385776042938232
150.0	-24.48	89.0	-19.19	1135	1940	0.001536644488265834	0.13153022818726134	179251	6374	-5.401830196380615
58.0	-0.18	100.0	-24.92	1147	1960	0.0005779131334655139	0.12971030298183533	181037	6375	-5.603322982788086
53.0	-0.34	61.0	-13.7	1157	1980	0.0005441536807050609	0.12763930832257206	183123	6375	-5.606943607330322
58.0	-0.18	100.0	-22.08	1173	2000	0.0005711009502410889	0.12632868741572095	184465	6375	-5.6271071434021
27.0	-0.32	61.0	-10.82	1182	2020	0.00019707396478936223	0.12426381711671335	186639	6375	-5.613949775695801
150.0	-29.64	82.0	-19.62	1198	2040	0.0015098170906889673	0.1226560272553608	188370	6376	-5.822450160980225
57.0	-0.24	100.0	-24.26	1209	2060	0.0005587595180400367	0.12083557522879425	190380	6376	-5.830041408538818
150.0	-43.53	63.0	-16.33	1225	2080	0.0015405995341447683	0.11941211010529607	191984	6376	-5.798742294311523
150.0	-36.22	100.0	-20.31	1239	2100	0.0014676511855352492	0.11806658038690579	193530	6376	-5.824581623077393
150.0	-30.5	81.0	-20.39	1249	2120	0.0014971766831739894	0.11627407860557701	195645	6377	-6.054592132568359
150.0	-41.59	100.0	-23.04	1263	2140	0.0014525801221901011	0.11480685271129089	197416	6377	-6.029105186462402
150.0	-29.9	100.0	-20.83	1276	2160	0.0014637409536926835	0.11350612446302082	199018	6377	-6.044564723968506
7.0	-0.09	44.0	-7.34	1290	2180	5.39306106917355e-05	0.11219028821204884	200673	6377	-6.052802562713623
104.0	-0.14	46.0	-13.02	1306	2200	0.0009992775050076572	0.1109557901323124	202257	6377	-6.0445990562438965
150.0	-31.33	66.0	-16.78	1319	2220	0.0014253456313330847	0.10966892403729961	203944	6378	-6.253964424133301
150.0	-33.04	84.0	-23.58	1334	2240	0.0013859951070376805	0.10843405476888418	205597	6378	-6.272772312164307
150.0	-42.79	80.0	-21.17	1348	2260	0.001417085976727241	0.10717612118847318	207318	6378	-6.249081611633301
9.0	-0.2	34.0	-7.97	1363	2280	6.352558470608895e-05	0.10601734357511224	208936	6378	-6.23940896987915
2.0	-0.03	84.0	-27.32	1379	2300	1.4596814694611922e-05	0.10507447441054515	210274	6379	-6.4979753494262695
113.0	-0.18	53.0	-12.02	1392	2320	0.0010387091801084321	0.10376438985898734	212180	6379	-6.466203212738037
94.0	-0.23	80.0	-12.79	1405	2340	0.000854088506128034	0.10253929414176643	214004	6379	-6.480513095855713
150.0	-28.01	100.0	-13.98	1416	2360	0.001290491273847677	0.10122032108448539	216018	6379	-6.494429111480713
6.0	-0.12	80.0	-23.12	1426	2380	5.606292676524956e-05	0.09982659359766691	218205	6380	-6.739556312561035
62.0	-0.29	77.0	-21.42	1439	2400	0.000519950787226359	0.09872410366756565	219975	6380	-6.699194431304932
31.0	-0.29	41.0	-9.59	1455	2420	0.00028296196756284097	0.09781186590993404	221467	6380	-6.728768825531006
117.0	-0.25	81.0	-17.95	1467	2440	0.0009945451236162029	0.09669029603895432	223346	6380	-6.7232666015625
150.0	-36.48	87.0	-21.2	1476	2460	0.00131767251627232	0.09534721890234704	225661	6381	-6.9322428703308105
15.0	-0.15	100.0	-26.04	1491	2480	0.0001105496960301553	0.0943948667708081	227339	6381	-6.9361467361450195
89.0	-0.26	100.0	-22.05	1504	2500	0.0007466587066650391	0.0932825196162077	229349	6381	-6.926894664764404
150.0	-36.96	61.0	-9.88	1513	2520	0.0012393265489547972	0.09212900041413688	231490	6381	-6.938543796539307
2.0	-0.03	84.0	-23.64	1526	2540	1.969299917145977e-05	0.09131905813095934	233023	6382	-7.155577182769775
54.0	-0.2	65.0	-18.27	1538	2560	0.00042880447581410407	0.09034828333642331	234905	6382	-7.163712501525879
37.0	-0.15	100.0	-20.61	1552	2580	0.0002891839936722157	0.08956565126200414	236452	6382	-7.1462249755859375
92.0	-0.28	80.0	-26.27	1565	2600	0.0007606216577383188	0.08880887080468622	237977	6382	-7.142674446105957
11.0	-0.25	61.0	-15.41	1579	2620	5.727824363999694e-05	0.0879686701331768	239708	6382	-7.155177593231201
150.0	-36.77	65.0	-17.33	1592	2640	0.0012528956839532564	0.0872159096823896	241290	6383	-7.365715026855469
90.0	-0.21	86.0	-22.59	1602	2660	0.0007277923419063253	0.0861770105526442	243535	6383	-7.350710391998291
21.0	-0.3	46.0	-12.38	1617	2680	0.00015257445733938643	0.08553298249388189	244952	6383	-7.369899272918701
10.0	-0.18	62.0	-10.81	1630	2700	7.146764684606481e-05	0.08483373624403845	246522	6383	-7.371089458465576
150.0	-35.16	80.0	-16.05	1645	2720	0.001148756461984971	0.0841209426415144	248156	6384	-7.582658290863037
45.0	-0.18	81.0	-16.69	1656	2740	0.00034209542030835675	0.08327308625017105	250149	6384	-7.585139751434326
150.0	-35.69	43.0	-9.74	1668	2760	0.0011551818985869918	0.08257145689507425	251834	6384	-7.559851169586182
150.0	-35.13	81.0	-20.87	1679	2780	0.0011319000943959187	0.08187585572792036	253541	6384	-7.594248294830322
150.0	-39.21	27.0	-7.06	1692	2800	0.001123018435069493	0.08126459632346741	255070	6385	-7.810333251953125
150.0	-42.63	32.0	-6.65	1704	2820	0.001095332828819329	0.08058657996372465	256804	6385	-7.813228130340576
120.0	-0.16	61.0	-16.75	1720	2840	0.0008820359975519314	0.07996743672025163	258420	6385	-7.811332702636719
8.0	-0.09	90.0	-20.18	1735	2860	6.137436086481268e-05	0.0794192390412731	259877	6385	-7.798465251922607
112.0	-0.21	82.0	-23.05	1749	2880	0.000793919132815467	0.07883453640662055	261463	6385	-7.806268215179443
54.0	-0.22	80.0	-19.63	1764	2900	0.00039255791697008854	0.078281951626474	262991	6386	-8.027174949645996
16.0	-0.36	46.0	-12.52	1773	2920	0.00011819862339594593	0.0775571312453367	265048	6386	-8.015204429626465
7.0	-0.19	82.0	-18.95	1786	2940	4.707112604258012e-05	0.07693223373849165	266863	6386	-8.022380828857422
35.0	-0.14	80.0	-22.3	1797	2960	0.00025415839375676335	0.07629585571746361	268756	6386	-7.9958953857421875
88.0	-0.31	82.0	-18.62	1811	2980	0.0005891516704687336	0.07573395560172302	270464	6387	-8.246292114257812
150.0	-30.73	64.0	-17.62	1824	3000	0.0010578415393829345	0.07519193363644003	272147	6387	-8.242609024047852
150.0	-39.15	74.0	-18.11	1838	3020	0.0007855028506146361	0.07462559500693378	273946	6387	-8.264214515686035
150.0	-30.53	100.0	-17.21	1853	3040	0.0010334384284521403	0.07420535402716293	275303	6387	-8.233743667602539
119.0	-0.21	65.0	-12.64	1869	3060	0.0007999878303677428	0.07382383021988648	276554	6387	-8.25757884979248
18.0	-0.34	61.0	-14.94	1881	3080	9.899642560389135e-05	0.07322197083967796	278581	6388	-8.450380325317383
150.0	-36.55	83.0	-15.4	1892	3100	0.0010254917606230705	0.07264861833677082	280561	6388	-8.459720611572266
150.0	-26.51	100.0	-16.81	1902	3120	0.000993008567736699	0.07211622162573833	282444	6388	-8.471380233764648
141.0	-0.25	82.0	-18.8	1914	3140	0.0009493675201561801	0.07156477829966756	284444	6388	-8.455806732177734
76.0	-0.18	84.0	-20.01	1928	3160	0.0005009877530834343	0.07112323985892556	286079	6389	-8.675869941711426
70.0	-0.22	65.0	-15.22	1941	3180	0.0004925097309568394	0.070644240074557	287894	6389	-8.667808532714844
31.0	-0.21	100.0	-25.85	1954	3200	0.00020150095224380493	0.07023419205598269	289479	6389	-8.667759895324707
107.0	-0.26	83.0	-12.53	1969	3220	0.0007050050711779861	0.0698737317957245	290897	6389	-8.703975677490234
88.0	-0.28	81.0	-17.74	1981	3240	0.0005698103963592906	0.06946000530725847	292560	6390	-8.902512550354004
150.0	-30.95	68.0	-16.35	1994	3260	0.0009792459523019616	0.06908063315100237	294115	6390	-8.90872859954834
9.0	-0.1	82.0	-22.16	2007	3280	4.7863329329141756e-05	0.06868411783745423	295775	6390	-8.908350944519043
2.0	-0.03	100.0	-28.15	2021	3300	7.400729439475319e-06	0.06834783069918776	297208	6390	-8.910782814025879
63.0	-0.23	100.0	-17.41	2032	3320	0.00039599552211991274	0.06784545492021475	299409	6390	-8.908122062683105
15.0	-0.22	100.0	-27.14	2040	3340	9.522587953213446e-05	0.06737311418567903	301535	6391	-9.14454174041748
2.0	-0.03	67.0	-11.65	2052	3360	7.5711380867731e-06	0.06700995650678843	303205	6391	-9.146533966064453
150.0	-44.05	100.0	-23.41	2067	3380	0.0009393234930094882	0.06665376554115482	304878	6391	-9.131566047668457
150.0	-30.37	63.0	-14.04	2081	3400	0.000902791093377506	0.06633175463031672	306420	6391	-9.1443510055542
150.0	-33.1	100.0	-23.28	2095	3420	0.0009494031381885908	0.06598696734661154	308107	6392	-9.30333423614502
150.0	-37.81	62.0	-14.24	2106	3440	0.00086052653401397	0.06559185791510316	310089	6392	-9.312588691711426
150.0	-32.55	100.0	-19.58	2119	3460	0.0009101440451737774	0.06523162486232287	311939	6392	-9.312211036682129
150.0	-28.2	46.0	-13.09	2133	3480	0.0009183688410397234	0.0648791566266831	313792	6392	-9.314735412597656
22.0	-0.17	63.0	-11.01	2146	3500	0.0001370652743748256	0.06453429965478069	315648	6393	-9.544852256774902
150.0	-32.2	100.0	-30.16	2158	3520	0.0008539859544147145	0.06420293806916605	317473	6393	-9.557373046875
59.0	-0.18	47.0	-9.29	2170	3540	0.0002296700989459194	0.06385642258208016	319429	6393	-9.54892635345459
150.0	-27.59	69.0	-13.58	2181	3560	0.0008772349089718937	0.06353746936680098	321272	6393	-9.553108215332031
138.0	-0.18	100.0	-25.2	2194	3580	0.0008276818850852924	0.06325780385815961	322922	6394	-9.757976531982422
87.0	-0.27	100.0	-26.24	2208	3600	0.0004959358109368218	0.0629965813458831	324494	6394	-9.754074096679688
57.0	-0.29	81.0	-21.79	2224	3620	0.0003389840626584891	0.06276601228920216	325906	6394	-9.769797325134277
150.0	-34.25	100.0	-31.43	2239	3640	0.0008593920167985854	0.06255820013583428	327199	6394	-9.763335227966309
150.0	-37.95	100.0	-28.95	2251	3660	0.0008047562479321423	0.06225640735314343	329125	6394	-9.7208251953125
1.0	0.0	62.0	-15.71	2263	3680	2.842040165610935e-06	0.06201041090987284	330727	6395	-9.966300964355469
150.0	-28.62	80.0	-16.77	2276	3700	0.0008622947254696407	0.061722808042073356	332646	6395	-9.929617881774902
94.0	-0.2	67.0	-20.42	2288	3720	0.000514066796148977	0.06143908899508929	334586	6395	-9.942861557006836
52.0	-0.16	81.0	-15.04	2301	3740	0.00028295918581957484	0.061175499634073344	336431	6395	-9.9621000289917
14.0	-0.32	100.0	-22.25	2315	3760	7.967143616777786e-05	0.060943261180223675	338091	6396	-10.178092956542969
150.0	-32.44	89.0	-17.43	2327	3780	0.0008477607101359696	0.06065520866885772	340205	6396	-10.21108627319336
150.0	-37.03	87.0	-18.28	2338	3800	0.0008231931611111289	0.06039875772490566	342134	6396	-10.193130493164062
150.0	-38.14	100.0	-27.74	2349	3820	0.0008250676524576716	0.06011592939741131	344320	6396	-10.213464736938477
82.0	-0.18	100.0	-29.87	2359	3840	0.000450391819079717	0.05986012503416918	346349	6397	-10.411982536315918
150.0	-29.57	100.0	-25.96	2375	3860	0.0008169766534795415	0.05964665621884164	348080	6397	-10.400857925415039
92.0	-0.3	67.0	-10.05	2389	3880	0.0004818833365882795	0.05946190606433618	349607	6397	-10.408510208129883
83.0	-0.14	52.0	-12.86	2403	3900	0.0004481176229623648	0.0592591416454363	351320	6397	-10.398756980895996
97.0	-0.19	87.0	-14.96	2416	3920	0.0005084206255114808	0.05903843779772333	353230	6398	-10.61409854888916
22.0	-0.18	81.0	-16.16	2430	3940	0.00011344718449006831	0.0588782001396537	354641	6398	-10.614259719848633
29.0	-0.25	29.0	-6.56	2444	3960	0.00014514622062143653	0.05870381425314521	356208	6398	-10.60832691192627
150.0	-40.64	81.0	-20.25	2459	3980	0.0006546313439182301	0.058535840681186	357747	6398	-10.62972640991211
134.0	-0.2	81.0	-21.55	2474	4000	0.0007009148001670837	0.05833571128324981	359625	6398	-10.609562873840332
56.0	-0.14	64.0	-19.01	2485	4020	0.0002824442896676894	0.05811578839851726	361744	6399	-10.820677757263184
150.0	-38.99	69.0	-18.26	2499	4040	0.0007665624712953473	0.0579263991215287	363613	6399	-10.855327606201172
63.0	-0.22	100.0	-27.7	2513	4060	0.0002427744160732025	0.057776538758031716	365120	6399	-10.84289264678955
148.0	-0.16	100.0	-25.04	2523	4080	0.0007850122802397784	0.057575723432566304	367193	6399	-10.838898658752441
2.0	-0.04	100.0	-25.02	2537	4100	4.746332401182593e-06	0.05741421311668264	368897	6400	-11.066740989685059
150.0	-40.71	82.0	-17.19	2547	4120	0.000769575996306336	0.057210576088945836	371105	6400	-11.057692527770996
109.0	-0.21	71.0	-12.04	2555	4140	0.0005244566046673319	0.05700228377546736	373430	6400	-11.045553207397461
136.0	-0.23	67.0	-15.01	2567	4160	0.000699080412204449	0.0568466627890722	375208	6401	-11.281075477600098
141.0	-0.19	80.0	-18.79	2576	4180	0.0007292135480488316	0.05665986257186548	377401	6401	-11.271504402160645
51.0	-0.33	100.0	-27.83	2590	4200	0.00025389563469659717	0.05651323557895001	379162	6401	-11.283584594726562
150.0	-45.14	82.0	-18.85	2602	4220	0.000757856561109353	0.056370633081422115	380913	6401	-11.273900032043457
9.0	-0.08	63.0	-20.81	2617	4240	4.031708780324684e-05	0.056245110574367006	382485	6401	-11.248350143432617
150.0	-53.46	85.0	-18.72	2630	4260	0.0007359111253084711	0.05613309090915465	383913	6402	-11.503158569335938
150.0	-45.07	72.0	-18.55	2639	4280	0.0007522024283899325	0.0559552539663775	386247	6402	-11.5271635055542
71.0	-0.31	61.0	-11.99	2651	4300	0.00033579388330149095	0.05582006453101046	388064	6402	-11.493429183959961
106.0	-0.28	100.0	-19.74	2667	4320	0.0005165136522716946	0.05569990124632546	389713	6402	-11.480376243591309
150.0	-39.29	64.0	-15.34	2677	4340	0.0007133916775751773	0.05555486349528904	391755	6403	-11.716747283935547
150.0	-39.32	100.0	-27.48	2689	4360	0.0007496048551086985	0.055433040106092096	393509	6403	-11.701268196105957
150.0	-39.1	52.0	-11.05	2703	4380	0.0007012196327453334	0.055324327164269625	395106	6403	-11.733736038208008
58.0	-0.35	81.0	-17.31	2716	4400	0.00028530185872858223	0.05520495652498929	396900	6403	-11.7202787399292
150.0	-38.68	100.0	-18.95	2732	4420	0.0006980075016280644	0.0551001061308501	398508	6404	-11.91335391998291
99.0	-0.26	100.0	-23.49	2744	4440	0.0004660066183622893	0.05495253144794886	400837	6404	-11.909902572631836
55.0	-0.19	100.0	-18.85	2758	4460	0.00024122138729009928	0.05485774262465556	402363	6404	-11.919088363647461
150.0	-54.99	85.0	-19.6	2771	4480	0.0006990398679460798	0.0547407665852868	404293	6404	-11.919588088989258
68.0	-0.21	81.0	-19.66	2784	4500	0.0003030993673536513	0.054624179036026406	406265	6405	-12.131659507751465
73.0	-0.15	81.0	-15.59	2796	4520	0.0003515190782800185	0.05451395563251388	408175	6405	-12.094344139099121
150.0	-29.96	65.0	-12.06	2807	4540	0.0006982730348729878	0.054406524790716115	410082	6405	-12.11838150024414
150.0	-52.42	81.0	-18.69	2819	4560	0.0006793560688955742	0.05430261875227721	411971	6405	-12.131587982177734
121.0	-0.17	48.0	-13.2	2828	4580	0.0005405666005663477	0.054190830186389524	414057	6406	-12.330425262451172
5.0	-0.16	70.0	-18.22	2841	4600	1.4898984328560208e-05	0.05410281715808187	415735	6406	-12.324183464050293
150.0	-41.75	57.0	-9.5	2854	4620	0.0006825872829982212	0.05401058192596528	417534	6406	-12.313880920410156
150.0	-33.69	69.0	-16.68	2869	4640	0.0006809673432646127	0.053934509995576356	419046	6406	-12.328901290893555
26.0	-0.24	50.0	-9.8	2884	4660	7.243698758628747e-05	0.05386123217741354	420530	6407	-12.51777458190918
150.0	-22.05	100.0	-26.55	2899	4680	0.0006664475824078943	0.05377815709403625	422250	6407	-12.559789657592773
62.0	-0.26	41.0	-10.17	2914	4700	0.0002750976542209057	0.05370024431845254	423897	6407	-12.53148365020752
2.0	-0.02	83.0	-22.06	2929	4720	5.039219128883491e-06	0.05362665722546711	425484	6407	-12.541662216186523
19.0	-0.13	71.0	-18.47	2945	4740	8.783687519121773e-05	0.053554266985626084	427077	6407	-12.5643892288208
140.0	-0.33	86.0	-18.23	2960	4760	0.0005958562638579296	0.053482886310119576	428680	6408	-12.750245094299316
92.0	-0.18	100.0	-24.61	2974	4780	0.0003979737289779855	0.053405992395241096	430446	6408	-12.720671653747559
47.0	-0.22	45.0	-12.71	2987	4800	0.00020703787604967752	0.053328132545315925	432276	6408	-12.737447738647461
