Step	Validation total_reward	Q network loss	Value network loss	Policy Loss	Alpha Loss	Log Pi
3000	-1.3618505481110912	0.88357496	4.490007	-9.002516	-0.6432358	-4.390252
4000	-1.26135652559905	0.6232103	1.7869996	-17.140982	-1.2655905	-4.30062
5000	-1.9082855786643846	0.82282305	1.4511474	-24.043816	-1.9189138	-4.3753905
6000	-0.7544500473606	16.158497	1.3773183	-29.444138	-2.6039958	-4.4936433
7000	-1.177704603095183	5.245721	0.79896814	-35.443863	-3.2048287	-4.3966985
8000	-1.1326616509844338	5.8899565	0.9413936	-40.648354	-4.0000787	-4.6557474
9000	-1.0328391299166508	0.41543704	0.31743807	-45.35044	-4.5194683	-4.447199
10000	-1.374115986670761	0.56565315	0.20425662	-50.008076	-5.1440744	-4.4220753
