Averaged Steps Training	Averaged Return Training	Averaged Steps Validation	Averaged Return Validation	Cumulative Successes	Number of episodes	Sampling time (s)	Epsilon threshold	Gradient update	Updates target network	Average q-value evaluation
50.0	-50.0	82.0	-81.6	88	680	0.0011783294817980599	0.6235091261293277	24539	6262	-8.769427299499512
2.0	0.0	81.0	-80.4	92	700	5.451713289533342e-05	0.617405292226674	25375	6262	-8.618181228637695
50.0	-50.0	100.0	-100.0	94	720	0.0011051916413837009	0.6108544079579588	26284	6262	-10.292433738708496
50.0	-50.0	100.0	-100.0	97	740	0.0010960897883853396	0.6045177679584551	27173	6262	-9.417980194091797
50.0	-50.0	77.0	-76.6	100	760	0.0010504597111752158	0.5981088230736532	28083	6262	-9.77183723449707
24.0	-0.92	92.0	-91.2	105	780	0.0005163483130626189	0.5920855603928288	28947	6262	-8.391230583190918
50.0	-50.0	93.0	-93.0	106	800	0.001023956835269928	0.5854052032556317	29919	6262	-8.381964683532715
50.0	-50.0	87.0	-86.8	109	820	0.0010070289053568026	0.5794421205761344	30795	6263	-12.246427536010742
50.0	-50.0	69.0	-67.4	112	840	0.0009506231262570335	0.5734800127190368	31681	6263	-11.896727561950684
50.0	-50.0	100.0	-100.0	117	860	0.0009567579557729322	0.5679669045997772	32508	6263	-10.168993949890137
50.0	-50.0	100.0	-100.0	123	880	0.000920164856043729	0.5626912691495167	33307	6263	-9.62637996673584
50.0	-50.0	86.0	-85.2	125	900	0.0008521162139044868	0.5566897328431878	34229	6263	-11.536397933959961
50.0	-50.0	100.0	-100.0	125	920	0.0008945511735003927	0.5503955318941078	35209	6263	-11.36148738861084
40.0	-0.95	83.0	-82.6	129	940	0.0006822345104623348	0.5449460909590108	36065	6263	-11.170638084411621
50.0	-50.0	81.0	-81.0	130	960	0.0008517195781071981	0.5388038818826805	37044	6263	-9.950157165527344
50.0	-50.0	91.0	-90.4	132	980	0.0008220828309351084	0.5333235714218773	37926	6264	-14.549806594848633
50.0	-50.0	100.0	-100.0	134	1000	0.0008296740055084229	0.5277792709020431	38829	6264	-13.810287475585938
50.0	-50.0	100.0	-100.0	136	1020	0.0007901306245841232	0.5221509999086591	39757	6264	-13.005167007446289
50.0	-50.0	66.0	-64.8	138	1040	0.0007799194409297063	0.5166706905402715	40671	6264	-13.40843677520752
9.0	-0.78	85.0	-84.8	142	1060	0.0001383675719207188	0.5117962837089933	41491	6264	-14.195990562438965
50.0	-50.0	70.0	-68.4	142	1080	0.0007389733084925898	0.5060597581415761	42471	6264	-14.196675300598145
29.0	-0.93	100.0	-100.0	148	1100	0.00042186151851307264	0.5013864514778882	43275	6264	-13.900908470153809
50.0	-50.0	82.0	-82.0	149	1120	0.000731775803225381	0.4959185667042663	44230	6264	-13.919438362121582
50.0	-50.0	65.0	-64.4	153	1140	0.0007239488133212977	0.4907647778046983	45140	6265	-17.63829803466797
50.0	-50.0	82.0	-81.6	157	1160	0.0006901942450424721	0.4856324352976981	46057	6265	-16.730195999145508
50.0	-50.0	81.0	-81.0	164	1180	0.000695757946725619	0.4812654740187154	46843	6265	-14.809381484985352
50.0	-50.0	100.0	-100.0	168	1200	0.0006610135237375895	0.47627038414031836	47755	6265	-14.992732048034668
50.0	-50.0	90.0	-90.0	173	1220	0.0006757544689491147	0.4713963541111268	48655	6265	-16.25101661682129
50.0	-50.0	100.0	-100.0	177	1240	0.0006690404107493739	0.46642186688055337	49585	6265	-16.54724884033203
50.0	-50.0	100.0	-100.0	180	1260	0.0006341086493598091	0.46179425744401953	50459	6265	-16.10725212097168
9.0	-0.78	81.0	-80.4	182	1280	0.00012205131351947785	0.45710610409315927	51355	6265	-14.571243286132812
33.0	-0.94	100.0	-100.0	184	1300	0.0003991565337547889	0.4521545025506079	52314	6265	-14.913354873657227
50.0	-50.0	83.0	-82.6	187	1320	0.0006195801677125873	0.4475711252300247	53211	6266	-18.091684341430664
50.0	-50.0	100.0	-100.0	187	1340	0.0006175188875910062	0.4426324173945453	54191	6266	-16.799373626708984
50.0	-50.0	58.0	-56.0	192	1360	0.0005885360872044283	0.4383565455463356	55047	6266	-18.118099212646484
50.0	-50.0	67.0	-65.8	194	1380	0.000590879329736682	0.433738507083313	55984	6266	-18.040830612182617
44.0	-0.95	100.0	-100.0	202	1400	0.0005195592130933489	0.42986800969855005	56775	6266	-17.95170783996582
2.0	0.0	88.0	-87.4	206	1420	2.5348092468691543e-05	0.4258062994021747	57615	6266	-16.403635025024414
50.0	-50.0	85.0	-84.8	211	1440	0.0005740064713690016	0.421876328780348	58436	6266	-18.334941864013672
50.0	-50.0	51.0	-49.2	217	1460	0.0005463435225290795	0.4178494861529336	59287	6266	-16.202524185180664
26.0	-0.92	82.0	-81.2	220	1480	0.00029182401863304345	0.41358890570828544	60199	6267	-22.55569839477539
50.0	-50.0	100.0	-100.0	227	1500	0.0005524411201477051	0.4101826808270353	60932	6267	-20.050918579101562
50.0	-50.0	83.0	-82.2	229	1520	0.0005422217281241166	0.4060109003999869	61844	6267	-19.8475399017334
50.0	-50.0	77.0	-76.6	232	1540	0.0005397658843498725	0.4021250434127282	62702	6267	-21.189945220947266
50.0	-50.0	80.0	-79.8	234	1560	0.0005459557741116255	0.3980596417692913	63611	6267	-19.670372009277344
50.0	-50.0	87.0	-86.6	240	1580	0.0005026661897007423	0.3946825503356336	64371	6267	-19.92782974243164
46.0	-0.96	88.0	-87.6	247	1600	0.00047780781984329223	0.3912017175596881	65163	6267	-19.85434341430664
50.0	-50.0	80.0	-80.0	254	1620	0.0005185271486823942	0.38784470913683433	65934	6267	-20.59754753112793
50.0	-50.0	100.0	-100.0	262	1640	0.000499111995464418	0.3845541833248442	66697	6267	-20.491886138916016
50.0	-50.0	64.0	-63.2	267	1660	0.0005025284836091191	0.38082808159141524	67573	6268	-25.53693962097168
50.0	-50.0	100.0	-100.0	272	1680	0.0004750443356377738	0.37739302139517134	68388	6268	-23.58323097229004
50.0	-50.0	81.0	-80.4	274	1700	0.0004770600094514735	0.37359293404463356	69302	6268	-23.09922218322754
50.0	-50.0	83.0	-82.8	278	1720	0.00048766080723252405	0.3699529166451447	70187	6268	-22.992727279663086
36.0	-0.94	55.0	-54.0	281	1740	0.00034494317811110926	0.3663024415837672	71085	6268	-21.16006851196289
50.0	-50.0	84.0	-83.6	283	1760	0.0004708708687262102	0.36265844024794913	71992	6268	-23.16108512878418
50.0	-50.0	100.0	-100.0	285	1780	0.00045260847284552756	0.3588092738151111	72963	6268	-20.727842330932617
22.0	-0.91	83.0	-82.2	291	1800	0.00026760803328620064	0.35563722196050024	73769	6268	-23.138534545898438
15.0	-0.87	57.0	-55.0	298	1820	0.00013415865845732637	0.35247506656169414	74581	6268	-22.775691986083984
50.0	-50.0	100.0	-100.0	301	1840	0.00045193770657414974	0.3489118905366294	75509	6269	-24.125289916992188
50.0	-50.0	51.0	-49.8	306	1860	0.00044134342542258645	0.34562340074348324	76374	6269	-24.367002487182617
5.0	-0.6	84.0	-83.6	312	1880	4.675413699860268e-05	0.3425209679741546	77198	6269	-25.70026969909668
38.0	-0.95	81.0	-80.4	315	1900	0.0003461707265753495	0.33915455845102255	78104	6269	-23.962825775146484
21.0	-0.9	82.0	-81.2	317	1920	0.00019599546988805134	0.33578759197329594	79021	6269	-24.3819637298584
50.0	-50.0	100.0	-100.0	320	1940	0.0004394763523770362	0.332519860136712	79921	6269	-24.18423080444336
50.0	-50.0	93.0	-92.2	324	1960	0.0004317255652680689	0.32926854603699185	80827	6269	-26.35737419128418
50.0	-50.0	100.0	-100.0	326	1980	0.0004277553221192023	0.3259166561059885	81773	6269	-24.3140869140625
50.0	-50.0	50.0	-48.8	328	2000	0.00040554356575012206	0.3226833820682264	82696	6270	-28.345407485961914
1.0	1.0	73.0	-72.4	332	2020	9.174394135427948e-06	0.31974413174594646	83543	6270	-25.025407791137695
50.0	-50.0	100.0	-100.0	334	2040	0.0004015942414601644	0.31656319620841056	84472	6270	-25.714818954467773
50.0	-50.0	84.0	-83.2	338	2060	0.0004021643434913413	0.3136108201733097	85343	6270	-25.848697662353516
50.0	-50.0	100.0	-100.0	339	2080	0.000398963804428394	0.3104761622905214	86280	6270	-27.99020767211914
50.0	-50.0	81.0	-80.2	343	2100	0.00039991821561540875	0.30757510551645245	87156	6270	-25.55516815185547
50.0	-50.0	100.0	-100.0	346	2120	0.0003941293032664173	0.30451858261255066	88091	6270	-25.592750549316406
50.0	-50.0	89.0	-88.2	349	2140	0.0003880851736692625	0.30167444049409603	88970	6270	-25.938339233398438
50.0	-50.0	44.0	-42.6	353	2160	0.00039929637202510126	0.2988838568971076	89842	6270	-25.978796005249023
50.0	-50.0	100.0	-100.0	359	2180	0.00037042635296462875	0.2964259023934571	90616	6271	-28.42635154724121
50.0	-50.0	100.0	-100.0	362	2200	0.0003899030251936479	0.29349863809898685	91552	6271	-28.141508102416992
50.0	-50.0	39.0	-36.8	368	2220	0.0003933376020139402	0.29106373268008207	92336	6271	-28.25592041015625
50.0	-50.0	91.0	-91.0	373	2240	0.0003827119512217385	0.28843848427336344	93192	6271	-28.3953800201416
15.0	-0.87	90.0	-89.2	377	2260	0.00010952105564353741	0.2859214355722221	94021	6271	-30.845731735229492
50.0	-50.0	80.0	-80.0	384	2280	0.00036967731358712177	0.2835009976017893	94826	6271	-28.448429107666016
50.0	-50.0	82.0	-81.4	387	2300	0.0003710740545521612	0.2809379014486679	95689	6271	-28.734006881713867
50.0	-50.0	100.0	-100.0	396	2320	0.0003556271051538402	0.2788659244827664	96390	6271	-28.349180221557617
50.0	-50.0	80.0	-79.8	401	2340	0.00036689328332232613	0.2763452185431049	97256	6271	-31.831602096557617
50.0	-50.0	87.0	-86.2	406	2360	0.0003552664134462001	0.2737571583982089	98156	6272	-32.33241653442383
50.0	-50.0	87.0	-87.0	409	2380	0.00035435722655608874	0.2711793364249759	99063	6272	-31.9434871673584
50.0	-50.0	100.0	-100.0	413	2400	0.0003468481699625651	0.26870501305547256	99943	6272	-29.94757652282715
50.0	-50.0	84.0	-84.0	414	2420	0.0003297875735385359	0.2660611240757128	100896	6272	-32.15186309814453
50.0	-50.0	100.0	-100.0	418	2440	0.00033822626364035684	0.2637829716991661	101724	6272	-31.955472946166992
50.0	-50.0	85.0	-84.4	421	2460	0.00033825451765603166	0.26129100406491773	102642	6272	-31.49390983581543
47.0	-0.96	100.0	-100.0	427	2480	0.0003039760935691095	0.25890640934289455	103530	6272	-31.553424835205078
11.0	-0.82	70.0	-69.2	432	2500	7.245244979858399e-05	0.2566830270709597	104366	6272	-31.57920265197754
50.0	-50.0	100.0	-100.0	434	2520	0.0003424270758553157	0.2542380753638719	105298	6273	-32.460731506347656
10.0	-0.8	81.0	-81.0	441	2540	5.724139100923313e-05	0.2521704896276504	106092	6273	-32.042476654052734
50.0	-50.0	87.0	-86.8	444	2560	0.0003132687881588936	0.24998129746178194	106943	6273	-34.314605712890625
50.0	-50.0	63.0	-62.0	451	2580	0.00031789097675057347	0.24768480127140213	107847	6273	-31.913862228393555
50.0	-50.0	100.0	-100.0	455	2600	0.00031445879202622633	0.24559551922376427	108677	6273	-34.58974838256836
50.0	-50.0	70.0	-68.8	459	2620	0.0003257078068856975	0.24354525275298883	109500	6273	-34.27203369140625
50.0	-50.0	85.0	-84.2	462	2640	0.0003186476953101881	0.24131549076935788	110407	6273	-31.224775314331055
50.0	-50.0	80.0	-79.8	464	2660	0.0003047224274255279	0.2390948705089247	111321	6273	-31.67825698852539
50.0	-50.0	61.0	-60.0	468	2680	0.00031130829853798025	0.23698648649006682	112198	6273	-31.829959869384766
50.0	-50.0	82.0	-82.0	470	2700	0.00030624177720811634	0.23475374855198372	113139	6274	-34.88260269165039
50.0	-50.0	100.0	-100.0	473	2720	0.0003008507630404304	0.23254082551996513	114083	6274	-38.24235916137695
50.0	-50.0	100.0	-100.0	476	2740	0.0003116048165481456	0.23046265330808924	114979	6274	-36.861175537109375
50.0	-50.0	100.0	-100.0	479	2760	0.0002967689348303753	0.2285219119100403	115824	6274	-36.495933532714844
50.0	-50.0	100.0	-100.0	482	2780	0.00028688667489470336	0.22654244860776324	116696	6274	-33.79490280151367
50.0	-50.0	81.0	-80.8	484	2800	0.0003053339890071324	0.22441479637649248	117646	6274	-34.000221252441406
50.0	-50.0	66.0	-64.8	488	2820	0.00030604736179324753	0.22258439263181823	118470	6274	-34.159793853759766
50.0	-50.0	90.0	-89.0	491	2840	0.0002896083072877266	0.22067929870540837	119338	6274	-34.14521026611328
50.0	-50.0	84.0	-83.2	495	2860	0.00028957311923687276	0.21866446876288503	120268	6275	-36.65538024902344
50.0	-50.0	75.0	-74.0	499	2880	0.00029514009753863016	0.216790135666254	121142	6275	-36.47385787963867
35.0	-0.94	63.0	-61.0	500	2900	0.0001943901489520895	0.2147491228900974	122107	6275	-36.215999603271484
50.0	-50.0	69.0	-68.2	503	2920	0.0002903787240590135	0.21285721730748747	123011	6275	-36.33695602416992
50.0	-50.0	80.0	-80.0	507	2940	0.0002919286286749807	0.2110353408827299	123891	6275	-36.51658248901367
50.0	-50.0	100.0	-100.0	510	2960	0.0002863433715459463	0.20920996242269485	124783	6275	-36.36008834838867
50.0	-50.0	82.0	-81.6	513	2980	0.0002711952932729017	0.20741117792195374	125672	6275	-36.19725036621094
24.0	-0.92	87.0	-87.0	518	3000	0.00013746698697408041	0.20580011156027384	126475	6275	-36.14045333862305
50.0	-50.0	81.0	-80.0	520	3020	0.00026947370428123224	0.20401867318090422	127375	6275	-36.34523391723633
50.0	-50.0	100.0	-100.0	524	3040	0.00026690724648927385	0.20234136871092956	128231	6276	-39.42735290527344
50.0	-50.0	100.0	-100.0	528	3060	0.00027049140992507434	0.20069363213302494	129081	6276	-38.26386260986328
50.0	-50.0	89.0	-88.4	529	3080	0.00026382695544849744	0.19891286697429428	130012	6276	-41.29387664794922
50.0	-50.0	100.0	-100.0	533	3100	0.00027495291925245716	0.19724330424601938	130894	6276	-38.440547943115234
50.0	-50.0	81.0	-81.0	537	3120	0.00026313204031724196	0.19558700049823785	131779	6276	-41.572364807128906
50.0	-50.0	72.0	-71.4	542	3140	0.00026231913050268863	0.19413658392076072	132560	6276	-37.29684829711914
50.0	-50.0	71.0	-70.2	547	3160	0.00025654653959636446	0.1925954142722296	133400	6276	-38.355857849121094
50.0	-50.0	100.0	-100.0	551	3180	0.0002639151969045963	0.19106543341201326	134243	6276	-41.23910140991211
50.0	-50.0	52.0	-51.0	553	3200	0.00026479639112949373	0.18937927989146486	135185	6277	-44.51205062866211
50.0	-50.0	100.0	-100.0	557	3220	0.00025932722210143664	0.18779593370667863	136079	6277	-43.47297668457031
50.0	-50.0	81.0	-81.0	561	3240	0.0002560438933195891	0.1862203573969583	136979	6277	-43.15227508544922
50.0	-50.0	82.0	-82.0	564	3260	0.0002500994805178028	0.18459884678898492	137917	6277	-43.03385543823242
15.0	-0.87	71.0	-70.4	566	3280	7.649216710067376e-05	0.18299996292793208	138853	6277	-38.97007369995117
50.0	-50.0	61.0	-59.8	569	3300	0.0002538388425653631	0.1814135011807751	139793	6277	-43.644771575927734
50.0	-50.0	100.0	-100.0	572	3320	0.0002536280327532665	0.17997424942443258	140654	6277	-42.66132736206055
45.0	-0.96	96.0	-95.4	574	3340	0.00022644318506389322	0.17841745822330723	141598	6277	-42.67086410522461
50.0	-50.0	76.0	-75.0	575	3360	0.00025359576656704857	0.1768856579080786	142538	6278	-45.05520248413086
50.0	-50.0	87.0	-86.6	579	3380	0.0002455006689714962	0.17555562023102123	143361	6278	-42.90132141113281
50.0	-50.0	97.0	-97.0	586	3400	0.000244524408789242	0.17430787477471937	144140	6278	-42.88051986694336
50.0	-50.0	82.0	-81.4	591	3420	0.00024359602677194697	0.17300485787169723	144963	6278	-42.85581588745117
5.0	-0.6	100.0	-100.0	594	3440	2.4538400561310525e-05	0.1716516155537276	145828	6278	-42.87702941894531
50.0	-50.0	86.0	-85.4	600	3460	0.0002436822549456117	0.17033883026383922	146676	6278	-43.009429931640625
50.0	-50.0	68.0	-67.2	603	3480	0.00023999810218811035	0.16893015041624274	147598	6278	-42.43385314941406
50.0	-50.0	100.0	-100.0	607	3500	0.00023613207680838448	0.16769085921013735	148416	6278	-46.14261245727539
50.0	-50.0	100.0	-100.0	609	3520	0.00024391568519852377	0.16631608423443658	149336	6278	-45.568660736083984
50.0	-50.0	83.0	-83.0	611	3540	0.00023419870495122705	0.16494012602083297	150268	6279	-48.66830062866211
50.0	-50.0	81.0	-81.0	612	3560	0.0002296072713444742	0.16357050681643315	151207	6279	-48.026615142822266
5.0	-0.6	82.0	-81.2	615	3580	2.1510683624438066e-05	0.16229438376363953	152091	6279	-47.838172912597656
50.0	-50.0	68.0	-67.4	617	3600	0.0002393496036529541	0.16100900781257393	152992	6279	-47.69919967651367
35.0	-0.94	94.0	-93.6	624	3620	0.00016204006764111598	0.15983989982867283	153819	6279	-47.618289947509766
50.0	-50.0	100.0	-100.0	627	3640	0.00022330454417637417	0.15855411989370566	154741	6279	-44.688682556152344
50.0	-50.0	100.0	-100.0	631	3660	0.00022217159062786832	0.15736925228203774	155599	6279	-45.03282165527344
7.0	-0.71	64.0	-63.0	635	3680	3.1371479449064836e-05	0.15622918146833142	156433	6279	-45.108795166015625
50.0	-50.0	100.0	-100.0	639	3700	0.00022173958855706293	0.155049991826412	157306	6279	-45.24574279785156
7.0	-0.71	64.0	-62.8	643	3720	3.2529331022693265e-05	0.15392675264190137	158146	6280	-48.327754974365234
50.0	-50.0	82.0	-82.0	646	3740	0.00022483541366250757	0.15275256838219847	159035	6280	-51.733455657958984
28.0	-0.93	83.0	-82.8	653	3760	0.00012171249440375795	0.1517136334356518	159828	6280	-47.02898406982422
50.0	-50.0	66.0	-65.2	656	3780	0.00021544972424784666	0.15059462728043843	160693	6280	-47.61772918701172
50.0	-50.0	83.0	-82.4	658	3800	0.00023100859240481728	0.14937607092143834	161648	6280	-50.52129364013672
16.0	-0.88	100.0	-100.0	664	3820	6.555256419156858e-05	0.14836143922746284	162449	6280	-47.00001525878906
50.0	-50.0	52.0	-50.8	668	3840	0.0002201295147339503	0.14725134857372002	163337	6280	-47.48075866699219
50.0	-50.0	84.0	-83.6	668	3860	0.00022489524258233106	0.14604327291949815	164317	6280	-48.114768981933594
34.0	-0.94	100.0	-100.0	671	3880	0.00014444067306125286	0.14496171871396651	165203	6281	-51.6497917175293
50.0	-50.0	100.0	-100.0	675	3900	0.00020061615185859875	0.1438418904388986	166132	6281	-50.98570251464844
50.0	-50.0	80.0	-80.0	679	3920	0.00020202483449663434	0.14279556516540876	167009	6281	-48.185585021972656
50.0	-50.0	90.0	-89.6	683	3940	0.0002081783289836748	0.1417528775590569	167893	6281	-48.650814056396484
50.0	-50.0	83.0	-82.2	688	3960	0.00020384439314254606	0.14070376343542507	168793	6281	-48.88689422607422
50.0	-50.0	63.0	-62.2	693	3980	0.00020964325372897202	0.13974850317239063	169620	6281	-52.59644317626953
50.0	-50.0	82.0	-81.8	697	4000	0.00021154165267944336	0.13873894431385103	170505	6281	-51.88076400756836
50.0	-50.0	83.0	-82.4	702	4020	0.00020693006800181831	0.13786695974854143	171275	6281	-47.45436096191406
50.0	-50.0	75.0	-73.8	703	4040	0.00021261319075480546	0.13679932537722905	172233	6281	-48.75282669067383
50.0	-50.0	81.0	-80.2	707	4060	0.00020885778765373042	0.13581221389784098	173128	6282	-54.57417678833008
50.0	-50.0	87.0	-87.0	708	4080	0.00020091299917183672	0.13478756131937356	174069	6282	-51.69074630737305
50.0	-50.0	100.0	-100.0	709	4100	0.0002073908433681581	0.1337573434196832	175027	6282	-53.93904495239258
50.0	-50.0	65.0	-64.6	711	4120	0.00020595059811490254	0.13276446887984805	175961	6282	-53.59907913208008
50.0	-50.0	73.0	-72.2	714	4140	0.00019863354411102146	0.13185290946457093	176827	6282	-51.0103645324707
50.0	-50.0	81.0	-80.6	719	4160	0.0001980867523413438	0.13098580152433537	177659	6282	-51.13551712036133
50.0	-50.0	100.0	-100.0	722	4180	0.0001970505029961253	0.13006080027734973	178558	6282	-51.283477783203125
50.0	-50.0	84.0	-83.8	723	4200	0.00020294183776492164	0.12910284565080607	179501	6282	-54.1656494140625
50.0	-50.0	66.0	-65.6	728	4220	0.00018743559082537466	0.12826584879981162	180332	6283	-57.04766845703125
50.0	-50.0	89.0	-89.0	730	4240	0.00019825179621858416	0.1273458056139166	181258	6283	-56.476436614990234
50.0	-50.0	100.0	-100.0	737	4260	0.00019829933632147705	0.12651592196856043	182101	6283	-56.140499114990234
50.0	-50.0	87.0	-86.4	739	4280	0.00019517574354866954	0.125607943429481	183036	6283	-53.134456634521484
40.0	-0.95	80.0	-79.8	745	4300	0.00015320034914238507	0.12480605639006702	183869	6283	-56.59857940673828
50.0	-50.0	100.0	-100.0	746	4320	0.0001890752050611708	0.12392206403421299	184800	6283	-56.43931198120117
7.0	-0.71	100.0	-100.0	752	4340	2.8062416111818657e-05	0.12317829418627323	185589	6283	-56.09229278564453
50.0	-50.0	77.0	-76.0	756	4360	0.0001962589561392408	0.12235241627038417	186477	6283	-55.974517822265625
50.0	-50.0	64.0	-63.4	760	4380	0.00019583707530748898	0.12157163594670903	187325	6283	-50.78329086303711
50.0	-50.0	100.0	-100.0	763	4400	0.0001872863552787087	0.1207143731151451	188269	6284	-55.29360580444336
50.0	-50.0	67.0	-66.2	765	4420	0.00018767620103930997	0.11988310024035857	189195	6284	-55.67889404296875
50.0	-50.0	100.0	-100.0	769	4440	0.0001920076103897782	0.11908663864487166	190092	6284	-58.554256439208984
50.0	-50.0	100.0	-100.0	773	4460	0.0001898479568584083	0.11832572545616982	190958	6284	-55.8489875793457
50.0	-50.0	100.0	-100.0	775	4480	0.00018375031650066375	0.11749637208089504	191915	6284	-55.92793655395508
50.0	-50.0	85.0	-84.2	778	4500	0.00019687392976548937	0.11668792149450015	192859	6284	-56.01450729370117
50.0	-50.0	100.0	-100.0	779	4520	0.0001851588223887756	0.11586198060701122	193836	6284	-55.88212203979492
50.0	-50.0	48.0	-46.4	782	4540	0.00018132562679341185	0.11511623147073746	194727	6284	-55.828792572021484
50.0	-50.0	82.0	-81.2	785	4560	0.00018435978052908913	0.11439421819404873	195599	6285	-58.926239013671875
4.0	-0.5	85.0	-84.6	794	4580	1.5057330568805012e-05	0.11373117520211493	196407	6285	-58.757354736328125
50.0	-50.0	67.0	-66.6	797	4600	0.00018069267272949219	0.11299773979539308	197313	6285	-58.598388671875
50.0	-50.0	69.0	-67.8	799	4620	0.00018179875947696306	0.11225328776700623	198244	6285	-61.04121780395508
50.0	-50.0	44.0	-42.4	801	4640	0.00018004739078982123	0.1114876504824107	199214	6285	-60.15955352783203
17.0	-0.88	92.0	-92.0	806	4660	6.268459328254405e-05	0.11082259507660341	200064	6285	-59.93232345581055
50.0	-50.0	65.0	-64.6	808	4680	0.0001762397778339875	0.11011737188757216	200977	6285	-57.2785758972168
50.0	-50.0	80.0	-79.4	812	4700	0.00017947541906478557	0.10951101071616345	201768	6285	-57.234004974365234
50.0	-50.0	66.0	-64.8	813	4720	0.00017631377203989836	0.10880335137679537	202705	6286	-60.39794921875
50.0	-50.0	81.0	-80.6	817	4740	0.00017708363915294536	0.1081157289636056	203626	6286	-62.277137756347656
4.0	-0.5	72.0	-71.4	822	4760	1.313881713803075e-05	0.10749145623147134	204470	6286	-59.1861686706543
50.0	-50.0	100.0	-100.0	824	4780	0.0001807369447652266	0.1068056816335566	205410	6286	-62.0798454284668
50.0	-50.0	86.0	-85.4	828	4800	0.00017325719197591147	0.10614773542070742	206322	6286	-61.751991271972656
50.0	-50.0	87.0	-86.2	831	4820	0.00017991150068544253	0.10550851039705204	207218	6286	-58.619117736816406
50.0	-50.0	87.0	-86.6	836	4840	0.00017505027045888348	0.10487176126821435	208121	6286	-62.11915969848633
50.0	-50.0	100.0	-100.0	839	4860	0.0001716541164696462	0.10425926978759256	208999	6286	-61.7826042175293
50.0	-50.0	91.0	-90.6	842	4880	0.00017026599313392014	0.10361741111069714	209931	6286	-61.3682975769043
50.0	-50.0	68.0	-66.8	847	4900	0.00017948632337609117	0.10310249157610996	210683	6287	-64.21329498291016
50.0	-50.0	90.0	-89.2	851	4920	0.00017328751765615573	0.10251762615226305	211549	6287	-64.0202407836914
50.0	-50.0	100.0	-100.0	859	4940	0.00017264651866094304	0.10204838930765918	212247	6287	-63.86654281616211
50.0	-50.0	84.0	-84.0	862	4960	0.0001654693195896764	0.10145905019254461	213138	6287	-60.66181564331055
50.0	-50.0	100.0	-100.0	867	4980	0.00017171265131019685	0.10089483014229554	214000	6287	-61.2054443359375
50.0	-50.0	100.0	-100.0	873	5000	0.0001664719581604004	0.10040353691421375	214756	6287	-64.72144317626953
50.0	-50.0	80.0	-79.8	877	5020	0.00016622277370012138	0.09985213627163685	215616	6287	-64.20660400390625
50.0	-50.0	90.0	-89.6	881	5040	0.00016882556771475173	0.0993055351445861	216478	6287	-60.752784729003906
50.0	-50.0	63.0	-61.6	885	5060	0.0001778532865019184	0.09875944145112328	217349	6287	-63.8257942199707
31.0	-0.94	100.0	-100.0	891	5080	9.981661330996536e-05	0.0982821221097894	218116	6288	-66.63533782958984
20.0	-0.9	100.0	-100.0	895	5100	6.590917998669194e-05	0.09776407794199042	218959	6288	-66.46790313720703
50.0	-50.0	85.0	-84.2	897	5120	0.00016338727436959743	0.09719374437992145	219900	6288	-66.11762237548828
50.0	-50.0	100.0	-100.0	902	5140	0.00016438093630720204	0.09667804144472997	220759	6288	-66.27240753173828
50.0	-50.0	100.0	-100.0	906	5160	0.0001584404198698295	0.0961714365079624	221612	6288	-66.08429718017578
50.0	-50.0	100.0	-100.0	909	5180	0.00016530609499073397	0.09563152655642568	222533	6288	-60.959991455078125
50.0	-50.0	100.0	-100.0	913	5200	0.00016744476098280687	0.09513571542856011	223387	6288	-66.3919677734375
50.0	-50.0	91.0	-90.8	916	5220	0.0001625052357085363	0.09460234113588525	224318	6288	-62.639129638671875
50.0	-50.0	80.0	-80.0	922	5240	0.00016469814395176545	0.09413315656422143	225144	6289	-69.65080261230469
50.0	-50.0	62.0	-61.2	927	5260	0.0001524635140886778	0.09365690017855705	225992	6289	-68.92008972167969
50.0	-50.0	82.0	-81.4	931	5280	0.00016181256734963619	0.09317714694975227	226856	6289	-68.56258392333984
50.0	-50.0	93.0	-92.4	937	5300	0.00016054364870179375	0.09267865231708652	227765	6289	-68.34069061279297
50.0	-50.0	100.0	-100.0	941	5320	0.0001568784391073356	0.09218696763303647	228672	6289	-67.85214233398438
50.0	-50.0	100.0	-100.0	944	5340	0.00016062009647097928	0.0917082457674921	229565	6289	-64.83451843261719
50.0	-50.0	76.0	-75.2	946	5360	0.00016066271867325058	0.0912236182039787	230480	6289	-65.20281219482422
50.0	-50.0	87.0	-87.0	950	5380	0.00015360223316348618	0.09077977914990384	231326	6289	-69.22948455810547
8.0	-0.75	57.0	-56.0	955	5400	2.55145408489086e-05	0.09035130957115592	232151	6289	-68.63307189941406
50.0	-50.0	100.0	-100.0	958	5420	0.0001541861748783351	0.08988743449999229	233056	6290	-67.79048156738281
50.0	-50.0	83.0	-82.8	965	5440	0.0001512780785560608	0.0894713009451245	233875	6290	-70.2607650756836
50.0	-50.0	84.0	-83.2	968	5460	0.00015176857784117534	0.08901022727158778	234795	6290	-70.67259979248047
50.0	-50.0	100.0	-100.0	973	5480	0.0001505592008576776	0.08860903627585696	235602	6290	-69.95836639404297
22.0	-0.91	82.0	-82.0	979	5500	6.43132816661488e-05	0.08818857356319065	236458	6290	-69.75746154785156
50.0	-50.0	83.0	-82.4	983	5520	0.00015284237654312796	0.08777505066860697	237309	6290	-66.3878402709961
50.0	-50.0	86.0	-86.0	988	5540	0.00015486216286889914	0.08737207805350863	238147	6290	-69.25047302246094
